scaffold,start,end,mid,sites,pi_roumanicus,pi_europaeus,pi_concolor,dxy_roumanicus_europaeus,dxy_roumanicus_concolor,dxy_europaeus_concolor,Fst_roumanicus_europaeus,Fst_roumanicus_concolor,Fst_europaeus_concolor
NW_006803999.1,2818790,5616140,4226046,153,0.0769,0.0954,0.1049,0.4085,0.3303,0.4428,0.6522,0.4864,0.5823
NW_006804000.1,30718,3218397,1419327,151,0.0582,0.074,0.0968,0.3882,0.278,0.3933,0.7099,0.4984,0.6051
NW_006804001.1,50582,2361167,1261036,126,0.0607,0.131,0.0694,0.3293,0.1579,0.3276,0.5616,0.3272,0.4412
NW_006804001.1,2364839,5656065,3974635,130,0.0379,0.0967,0.0983,0.4392,0.2191,0.4398,0.7465,0.4969,0.584
NW_006804002.1,58504,2921286,1576348,122,0.0455,0.0957,0.0958,0.4066,0.2229,0.4479,0.714,0.4723,0.5943
NW_006804002.1,2945808,5334965,4128319,113,0.0552,0.0853,0.0962,0.4609,0.2205,0.4693,0.7396,0.4269,0.631
NW_006804003.1,43688,3226931,1692477,170,0.1125,0.0756,0.1104,0.2906,0.3483,0.3925,0.4983,0.4084,0.5846
NW_006804004.1,56980,2817808,1476666,136,0.0772,0.0955,0.1154,0.3571,0.2494,0.3779,0.6111,0.3708,0.5185
NW_006804005.1,13123,2207152,1002012,116,0.0523,0.0893,0.1041,0.3716,0.1897,0.4002,0.6865,0.3675,0.5648
NW_006804005.1,2210351,4228909,3153829,109,0.0675,0.089,0.0681,0.3594,0.2813,0.3777,0.6442,0.5077,0.588
NW_006804006.1,123972,2541687,1377244,119,0.0682,0.0946,0.0858,0.4562,0.2831,0.4687,0.6998,0.4842,0.6202
NW_006804006.1,2554008,5031833,3820625,137,0.063,0.0916,0.107,0.3961,0.234,0.4119,0.677,0.4039,0.5655
NW_006804007.1,24656,2686314,1299488,129,0.0614,0.1099,0.0834,0.3336,0.2602,0.3379,0.5996,0.4823,0.4828
NW_006804007.1,2691589,5032756,3950400,132,0.0615,0.1142,0.0667,0.4513,0.2327,0.3607,0.6824,0.4682,0.5144
NW_006804008.1,41685,2311158,1120735,128,0.0596,0.0903,0.0816,0.4034,0.2488,0.3517,0.6911,0.4764,0.5461
NW_006804008.1,2330507,5364835,3865100,138,0.0456,0.111,0.1112,0.4037,0.35,0.423,0.6881,0.6016,0.528
NW_006804009.1,11728,2937922,1498124,148,0.0745,0.1093,0.0921,0.3939,0.2381,0.3699,0.6258,0.3933,0.5059
NW_006804009.1,2938955,5617904,4309813,148,0.0593,0.1125,0.0604,0.472,0.2413,0.4181,0.7004,0.4986,0.5721
NW_006804010.1,32804,2616123,1195450,146,0.0788,0.1053,0.079,0.341,0.2429,0.3511,0.577,0.4046,0.5117
NW_006804011.1,46823,2107911,1120140,117,0.0649,0.0949,0.0611,0.4189,0.2197,0.4002,0.6832,0.4436,0.5988
NW_006804011.1,2115909,4049060,3118032,126,0.0415,0.0866,0.0847,0.3933,0.2348,0.4336,0.7293,0.5279,0.6168
NW_006804012.1,24704,2855753,1579532,121,0.0531,0.1176,0.0971,0.3772,0.2305,0.4478,0.643,0.4504,0.5472
NW_006804012.1,2869765,5446975,4168297,117,0.0836,0.095,0.0813,0.3925,0.2915,0.3323,0.6282,0.451,0.5156
NW_006804013.1,49292,3165712,1659178,151,0.077,0.1333,0.0899,0.3118,0.2673,0.3214,0.5035,0.43,0.4068
NW_006804015.1,98686,2168325,1153852,115,0.0493,0.0848,0.0859,0.3666,0.3377,0.3342,0.6974,0.6091,0.5383
NW_006804015.1,2178021,3969996,3114549,111,0.0587,0.0922,0.0616,0.4074,0.2087,0.3797,0.6925,0.4501,0.589
NW_006804016.1,91549,2503099,1336722,136,0.0836,0.0871,0.0774,0.4123,0.2982,0.405,0.6538,0.4631,0.6031
NW_006804016.1,2505113,5092000,3746898,151,0.0876,0.0971,0.1111,0.2921,0.3162,0.3386,0.5177,0.4341,0.4808
NW_006804017.1,64728,3210827,1645789,123,0.0521,0.0989,0.0662,0.4881,0.2177,0.4773,0.7397,0.4852,0.6351
NW_006804018.1,8992,2560988,1316738,135,0.0499,0.0825,0.0788,0.4368,0.3352,0.3857,0.7421,0.6137,0.5985
NW_006804019.1,47121,2510184,1229152,131,0.0413,0.0813,0.0839,0.425,0.188,0.4458,0.7557,0.4511,0.6382
NW_006804020.1,16943,2456218,1284073,122,0.0746,0.0851,0.1206,0.2953,0.2713,0.3777,0.5731,0.4036,0.5368
NW_006804020.1,2468813,4660283,3574721,109,0.0532,0.0923,0.0574,0.3889,0.1951,0.403,0.6916,0.4578,0.6112
NW_006804021.1,27149,2672041,1422368,164,0.0682,0.1113,0.0991,0.3914,0.2829,0.4439,0.6331,0.4666,0.5553
NW_006804022.1,14910,2727697,1447734,119,0.0586,0.0947,0.0782,0.421,0.3053,0.3743,0.6973,0.5529,0.5592
NW_006804023.1,29301,2476882,1219797,165,0.0879,0.1182,0.1079,0.3688,0.2853,0.3647,0.5655,0.3998,0.4646
NW_006804024.1,41322,2400053,1154375,112,0.0416,0.0955,0.0913,0.3879,0.2033,0.3999,0.7112,0.4645,0.564
NW_006804024.1,2401304,4725271,3585715,127,0.0476,0.0729,0.0633,0.4191,0.2016,0.4333,0.7525,0.4846,0.6738
NW_006804025.1,8257,4423560,2181085,158,0.0704,0.1002,0.0705,0.3868,0.2311,0.377,0.642,0.427,0.5571
NW_006804026.1,17276,2540518,1241405,117,0.0422,0.1001,0.0535,0.4268,0.1827,0.4413,0.7259,0.4977,0.623
NW_006804026.1,2554579,4831315,3669725,117,0.0487,0.0838,0.0869,0.3888,0.2703,0.4298,0.7152,0.5399,0.6186
NW_006804027.1,23106,3502313,1780641,144,0.1138,0.1086,0.0929,0.3279,0.293,0.3978,0.4882,0.3609,0.531
NW_006804028.1,30025,3282324,1686513,165,0.0812,0.0957,0.1051,0.3939,0.2632,0.4037,0.6327,0.3923,0.5517
NW_006804029.1,47899,2701191,1260245,151,0.1004,0.0914,0.1045,0.4115,0.3074,0.3816,0.6161,0.3981,0.5435
NW_006804030.1,10542,2751331,1190182,131,0.0568,0.0822,0.0722,0.4326,0.2979,0.4138,0.7263,0.5602,0.6275
NW_006804031.1,65338,2772428,1432048,143,0.0758,0.0955,0.0895,0.4583,0.265,0.4556,0.6858,0.4311,0.6062
NW_006804032.1,52976,2953154,1536532,144,0.0783,0.0904,0.112,0.4151,0.2783,0.3848,0.6613,0.4129,0.5402
NW_006804033.1,795,3037446,1464788,188,0.0808,0.1002,0.1166,0.3416,0.2511,0.3235,0.5817,0.3613,0.4504
NW_006804034.1,39709,2413664,1225830,131,0.0397,0.1073,0.0836,0.4635,0.1677,0.4521,0.7395,0.4166,0.5843
NW_006804034.1,2480354,4561555,3525172,99,0.0376,0.1099,0.0988,0.4386,0.2388,0.4883,0.7271,0.528,0.5884
NW_006804035.1,34400,3433704,1844298,128,0.053,0.1085,0.0913,0.4278,0.2018,0.458,0.6923,0.4111,0.5783
NW_006804036.1,30974,2295823,1235826,128,0.0685,0.0897,0.0889,0.4017,0.3024,0.3573,0.6727,0.5018,0.5441
NW_006804036.1,2299345,4600890,3590231,107,0.0576,0.0644,0.0948,0.3692,0.1964,0.3621,0.7151,0.3763,0.6085
NW_006804037.1,79682,3973207,2014224,145,0.0599,0.0878,0.0678,0.4242,0.2052,0.4254,0.707,0.4289,0.6265
NW_006804038.1,65454,4654082,2374717,228,0.0805,0.1076,0.0923,0.3456,0.3012,0.3531,0.5743,0.4583,0.4934
NW_006804039.1,11514,2793364,1289471,132,0.0757,0.0749,0.047,0.4485,0.2179,0.4268,0.709,0.4223,0.6833
NW_006804040.1,32432,2961611,1614221,137,0.0793,0.0739,0.1002,0.4189,0.2601,0.3795,0.6858,0.4,0.5903
NW_006804041.1,33714,3715883,1848737,157,0.068,0.1137,0.0775,0.4446,0.2313,0.389,0.667,0.4255,0.5287
NW_006804042.1,13982,2448788,1202776,120,0.0583,0.0658,0.1139,0.3944,0.2562,0.4282,0.727,0.4445,0.632
NW_006804043.1,170193,2636780,1563605,132,0.069,0.1059,0.067,0.4782,0.2089,0.4304,0.6953,0.4015,0.5889
NW_006804044.1,35192,2983516,1436620,121,0.0634,0.0817,0.047,0.4823,0.2241,0.4651,0.7396,0.4784,0.6876
NW_006804044.1,2988568,4923073,3859744,99,0.0329,0.0791,0.0941,0.411,0.2912,0.4515,0.7708,0.6223,0.6363
NW_006804045.1,76374,2527044,1367074,108,0.0587,0.0755,0.0924,0.3528,0.2634,0.3341,0.6816,0.484,0.5547
NW_006804045.1,2528293,4388218,3401211,103,0.0556,0.1017,0.0587,0.4416,0.2164,0.4631,0.7051,0.4803,0.6279
NW_006804046.1,24720,1912570,928549,112,0.0569,0.0792,0.0644,0.4459,0.1995,0.4789,0.7376,0.4369,0.6829
NW_006804046.1,1919366,4164081,2991537,119,0.0662,0.0903,0.0779,0.3753,0.208,0.4042,0.6574,0.3932,0.5942
NW_006804047.1,28472,2025082,1098672,129,0.0426,0.0793,0.0999,0.4536,0.2305,0.4627,0.7699,0.4904,0.6369
NW_006804047.1,2034304,4564840,3273335,146,0.0666,0.0936,0.1173,0.4607,0.234,0.46,0.7065,0.3765,0.5859
NW_006804048.1,9068,2850378,1482458,137,0.0716,0.1063,0.0672,0.3919,0.2542,0.369,0.6342,0.4602,0.5393
NW_006804049.1,44618,2677303,1355993,160,0.0562,0.1309,0.0643,0.4948,0.2005,0.4346,0.6941,0.442,0.5421
NW_006804050.1,11890,3557454,1763716,151,0.0834,0.094,0.1331,0.4163,0.3149,0.3744,0.6474,0.4196,0.4992
NW_006804051.1,7297,2053889,1052114,128,0.0796,0.1025,0.0862,0.3882,0.2585,0.3063,0.6214,0.4148,0.4622
NW_006804051.1,2065509,4005534,3062909,108,0.0465,0.0995,0.0849,0.4192,0.2354,0.4112,0.7136,0.5058,0.5704
NW_006804052.1,34785,2324319,1073493,136,0.0536,0.0901,0.0878,0.4477,0.2189,0.4567,0.7293,0.4448,0.6207
NW_006804053.1,113464,3116092,1607185,158,0.0927,0.08,0.1048,0.4157,0.38,0.2917,0.6494,0.4913,0.4785
NW_006804054.1,69510,3646273,1848095,163,0.0972,0.1226,0.0935,0.4171,0.3082,0.3955,0.5839,0.4189,0.499
NW_006804055.1,30467,3059933,1576472,138,0.0594,0.1064,0.0726,0.3765,0.1942,0.3974,0.6469,0.4029,0.5571
NW_006804056.1,21246,3596843,1889905,174,0.0681,0.1136,0.0947,0.4481,0.2928,0.4587,0.6691,0.4846,0.5652
NW_006804057.1,39530,4063876,1984330,177,0.0975,0.1092,0.0923,0.4326,0.2573,0.3874,0.6128,0.3548,0.5215
NW_006804058.1,14278,2893528,1477663,158,0.0595,0.1127,0.0882,0.4597,0.2094,0.448,0.693,0.4041,0.5658
NW_006804059.1,11308,2499190,1334977,150,0.0691,0.0835,0.0599,0.4411,0.2316,0.4022,0.7052,0.4479,0.6302
NW_006804060.1,24003,2137767,1022604,134,0.0538,0.135,0.1033,0.4644,0.2705,0.4007,0.6759,0.496,0.4696
NW_006804061.1,35975,2316119,1195043,135,0.0419,0.0813,0.0945,0.3819,0.2214,0.3872,0.7305,0.4885,0.5844
NW_006804063.1,34584,3645012,1745160,167,0.0827,0.1006,0.1003,0.4327,0.3253,0.3866,0.6506,0.4695,0.5315
NW_006804064.1,2436,2731215,1365506,149,0.0735,0.0923,0.1294,0.3191,0.3051,0.3751,0.5884,0.4399,0.5075
NW_006804065.1,17629,2757224,1359442,121,0.0587,0.0859,0.0574,0.4214,0.2381,0.4124,0.7107,0.5017,0.6339
NW_006804066.1,23072,2164264,969097,137,0.0457,0.0935,0.1015,0.3722,0.1857,0.4387,0.6947,0.3917,0.587
NW_006804067.1,3765,2331431,1060860,118,0.0546,0.0777,0.0851,0.4064,0.1896,0.4271,0.723,0.3919,0.6335
NW_006804068.1,2768,4526668,2144084,163,0.0555,0.0641,0.0927,0.4299,0.2291,0.4023,0.755,0.4456,0.6429
NW_006804069.1,7742,2882360,1250760,137,0.0631,0.0943,0.0895,0.4021,0.2152,0.4085,0.6768,0.3988,0.5755
NW_006804070.1,41827,2402696,1216325,151,0.0925,0.094,0.0753,0.4624,0.2809,0.4694,0.661,0.4193,0.6324
NW_006804071.1,8177,2535537,1336525,110,0.0691,0.0534,0.0674,0.4202,0.2997,0.4261,0.738,0.5236,0.7184
NW_006804072.1,27742,3290505,1569663,164,0.0663,0.1045,0.0767,0.4357,0.3019,0.3488,0.6775,0.524,0.5142
NW_006804073.1,27582,3271645,1703761,181,0.0946,0.0881,0.0849,0.4217,0.3126,0.3895,0.6386,0.4399,0.5805
NW_006804074.1,55267,2379227,1196445,124,0.0479,0.1068,0.0608,0.5072,0.2102,0.5065,0.7455,0.5019,0.6401
NW_006804075.1,129250,2075682,1208113,104,0.063,0.0854,0.0766,0.4434,0.2646,0.4628,0.7153,0.4919,0.6467
NW_006804075.1,2131471,4117359,3125393,109,0.0648,0.1054,0.1031,0.4063,0.2192,0.4287,0.6596,0.3787,0.5523
NW_006804076.1,58856,3592606,1903489,164,0.0824,0.0789,0.0878,0.4008,0.2725,0.4001,0.6603,0.4229,0.6083
NW_006804077.1,18487,2036830,977930,120,0.066,0.0878,0.0716,0.3948,0.2013,0.3898,0.6759,0.392,0.5966
NW_006804078.1,131219,2421738,1240307,121,0.0603,0.082,0.0709,0.4523,0.2473,0.4525,0.7302,0.4873,0.6546
NW_006804079.1,8258,2410400,1236473,156,0.069,0.0971,0.1051,0.4327,0.2776,0.443,0.681,0.4496,0.5786
NW_006804080.1,35860,2585615,1325899,121,0.0568,0.1212,0.0928,0.3436,0.2332,0.3709,0.6005,0.4471,0.4803
NW_006804081.1,133702,2518850,1274339,122,0.0537,0.0868,0.0866,0.3334,0.2853,0.4218,0.6577,0.5381,0.606
NW_006804082.1,15155,2175381,1057643,130,0.0395,0.0791,0.0914,0.3829,0.2325,0.4193,0.7402,0.522,0.6177
NW_006804083.1,961,2613678,1230637,165,0.1037,0.1028,0.092,0.3357,0.3524,0.368,0.5251,0.4506,0.5187
NW_006804084.1,6778,2422926,1138914,126,0.0672,0.0886,0.1032,0.3793,0.2246,0.3773,0.6609,0.3797,0.5479
NW_006804085.1,26149,4379642,2292271,149,0.0545,0.0821,0.0632,0.3755,0.2208,0.4512,0.6962,0.4846,0.6615
NW_006804086.1,17904,3145586,1521562,164,0.0706,0.1065,0.0873,0.3883,0.246,0.372,0.6332,0.4246,0.5193
NW_006804087.1,23218,2649639,1255117,148,0.076,0.1115,0.1253,0.3797,0.3382,0.3786,0.608,0.4745,0.4736
NW_006804088.1,70208,2351355,1175726,131,0.0427,0.0932,0.09,0.4449,0.2188,0.438,0.7448,0.4883,0.5989
NW_006804089.1,66789,3651381,1805781,179,0.0693,0.0925,0.0976,0.4239,0.3118,0.4182,0.6814,0.4986,0.5784
NW_006804090.1,19947,2446772,1186094,136,0.0531,0.0969,0.0665,0.4086,0.2203,0.375,0.6975,0.4844,0.5678
NW_006804091.1,1300,2301595,1184905,156,0.062,0.092,0.0969,0.402,0.2439,0.3951,0.6825,0.4379,0.5621
NW_006804092.1,49176,3544292,1905378,153,0.0712,0.1004,0.0946,0.4102,0.2079,0.4146,0.6572,0.3498,0.561
NW_006804093.1,68564,3119424,1637920,147,0.0533,0.0995,0.0693,0.3957,0.2576,0.3864,0.6846,0.5315,0.5677
NW_006804094.1,5892,2717732,1355431,137,0.0389,0.0996,0.0962,0.3815,0.255,0.4041,0.7061,0.5485,0.5529
NW_006804095.1,64960,2485206,1179750,137,0.047,0.1014,0.0903,0.3787,0.192,0.4349,0.6832,0.4197,0.5782
NW_006804096.1,89257,2315767,1189149,132,0.0761,0.0953,0.0885,0.4218,0.3061,0.3465,0.6629,0.4818,0.5202
NW_006804097.1,2792,2835653,1540462,125,0.0599,0.0934,0.0798,0.3808,0.2046,0.4585,0.6699,0.4078,0.6226
NW_006804098.1,28279,3524083,1747221,155,0.0886,0.108,0.0913,0.3141,0.2795,0.345,0.5234,0.4098,0.4855
NW_006804099.1,24513,2234842,1256127,128,0.0788,0.0763,0.0745,0.3988,0.2412,0.3709,0.6702,0.408,0.6082
NW_006804100.1,52111,2804971,1340497,139,0.0601,0.0808,0.1051,0.3888,0.2798,0.4041,0.6952,0.4823,0.5869
NW_006804101.1,9180,2449958,1218140,127,0.0726,0.0934,0.0683,0.4698,0.1955,0.4283,0.7009,0.3629,0.6146
NW_006804102.1,3334,3730044,1722579,130,0.0555,0.1058,0.0647,0.4383,0.1929,0.4355,0.6977,0.4309,0.5949
NW_006804103.1,7371,3277073,1424645,130,0.0394,0.0832,0.0665,0.4657,0.2514,0.4456,0.7758,0.5908,0.6519
NW_006804104.1,38901,2667918,1492344,148,0.0685,0.1144,0.0629,0.4646,0.2423,0.3987,0.6773,0.4609,0.5504
NW_006804105.1,31369,2214085,1164512,107,0.0563,0.0743,0.054,0.4172,0.1712,0.3797,0.7309,0.4044,0.6456
NW_006804106.1,23744,2122765,1223192,119,0.0747,0.0978,0.0758,0.4103,0.2046,0.402,0.6541,0.3604,0.5771
NW_006804107.1,24825,2544597,1205474,115,0.0507,0.1049,0.0571,0.4832,0.2082,0.3997,0.7319,0.4921,0.579
NW_006804108.1,8964,2890749,1481246,156,0.0594,0.1127,0.1087,0.3398,0.3105,0.4058,0.6053,0.5163,0.5129
NW_006804109.1,111766,3051133,1579902,130,0.064,0.1014,0.0779,0.4073,0.2093,0.4099,0.6677,0.4037,0.5726
NW_006804110.1,52301,2242255,1186988,124,0.0703,0.0982,0.0689,0.4507,0.2693,0.3832,0.6878,0.4823,0.5687
NW_006804111.1,11761,2377529,1258717,142,0.0578,0.0896,0.1082,0.3762,0.2585,0.4142,0.6771,0.4576,0.5706
NW_006804112.1,69538,3008527,1604040,135,0.0535,0.0765,0.0848,0.4274,0.2239,0.4652,0.7387,0.458,0.6605
NW_006804113.1,122035,2843956,1545706,131,0.0379,0.0877,0.0807,0.4316,0.2335,0.4195,0.7563,0.5502,0.6087
NW_006804114.1,10501,2686407,1366985,127,0.0621,0.0998,0.0727,0.4578,0.2707,0.3847,0.7048,0.5082,0.562
NW_006804115.1,111201,3760352,2029703,130,0.0594,0.099,0.0615,0.3747,0.2347,0.3628,0.6573,0.4874,0.5579
NW_006804116.1,7482,2241616,1124827,114,0.0455,0.0848,0.0712,0.4555,0.1828,0.432,0.7569,0.4454,0.6345
NW_006804118.1,151961,2421690,1363371,124,0.0309,0.1273,0.0703,0.4229,0.1619,0.4492,0.7053,0.4838,0.554
NW_006804119.1,80678,3266059,1697780,169,0.0948,0.1019,0.0992,0.3587,0.263,0.3846,0.5671,0.3617,0.528
NW_006804120.1,1497,2789803,1352809,159,0.0818,0.1015,0.0632,0.4444,0.2566,0.4124,0.6587,0.435,0.5898
NW_006804122.1,68150,2245734,1172539,121,0.0749,0.0811,0.0818,0.2953,0.2063,0.28,0.5796,0.3538,0.4933
NW_006804123.1,11156,3123976,1588162,169,0.0705,0.0879,0.091,0.4337,0.3687,0.4373,0.6916,0.5575,0.6096
NW_006804124.1,14758,2368003,1195722,129,0.0474,0.0946,0.0648,0.4019,0.217,0.3941,0.7088,0.508,0.5907
NW_006804125.1,1198,2076476,1034074,102,0.0299,0.0838,0.0681,0.3918,0.1971,0.3687,0.7597,0.5629,0.5941
NW_006804126.1,22109,2520527,1294382,158,0.0772,0.0828,0.11,0.367,0.3289,0.3555,0.6394,0.4784,0.5342
NW_006804127.1,17918,1732515,899699,111,0.0448,0.1231,0.0723,0.439,0.2254,0.425,0.6938,0.52,0.5429
NW_006804128.1,38721,2970949,1375627,128,0.0408,0.079,0.09,0.4248,0.1909,0.4137,0.7602,0.447,0.6155
NW_006804129.1,48955,2415931,1207191,113,0.0922,0.097,0.0845,0.3398,0.3004,0.3081,0.5614,0.4331,0.4801
NW_006804130.1,19014,2446249,1300808,125,0.0771,0.0809,0.0826,0.3972,0.2503,0.3689,0.6655,0.4157,0.5844
NW_006804132.1,3622,2756581,1448852,125,0.0563,0.0712,0.0812,0.4584,0.23,0.4905,0.7566,0.4623,0.6908
NW_006804133.1,12064,2549551,1386594,124,0.0474,0.1301,0.0568,0.4067,0.1851,0.412,0.6574,0.4684,0.5338
NW_006804135.1,24417,2247701,999050,116,0.0319,0.1066,0.0661,0.4302,0.1834,0.4025,0.7391,0.531,0.5676
NW_006804136.1,100515,3179140,1605561,168,0.0726,0.1143,0.1064,0.3684,0.3267,0.3706,0.6011,0.4941,0.4802
NW_006804137.1,140563,3584243,1897135,134,0.0375,0.0927,0.0439,0.5231,0.2691,0.4471,0.789,0.6578,0.654
NW_006804138.1,27571,3490480,1734652,177,0.1051,0.0994,0.0901,0.3217,0.3299,0.3274,0.5122,0.4262,0.4888
NW_006804139.1,16936,2458283,1357834,121,0.0729,0.0816,0.0856,0.3932,0.3352,0.3699,0.6701,0.5257,0.5797
NW_006804141.1,53353,2917004,1345022,115,0.0436,0.0772,0.1007,0.4048,0.2277,0.3982,0.7466,0.4799,0.5962
NW_006804142.1,18354,2924686,1480965,141,0.0705,0.0741,0.0904,0.3797,0.2659,0.3471,0.6773,0.4483,0.5737
NW_006804143.1,8115,2492944,1232498,131,0.063,0.1044,0.0914,0.2701,0.2953,0.3765,0.5338,0.5091,0.5235
NW_006804144.1,5808,3266901,1591740,183,0.0976,0.1058,0.1072,0.3301,0.2814,0.3517,0.5266,0.3701,0.4791
NW_006804145.1,1286,2522002,1235160,137,0.062,0.0879,0.0739,0.4524,0.275,0.4217,0.7186,0.5121,0.6171
NW_006804146.1,15859,2717791,1350716,130,0.0727,0.0787,0.0687,0.4668,0.2074,0.4492,0.7189,0.383,0.6629
NW_006804147.1,34637,3224137,1725876,165,0.0783,0.103,0.0739,0.4521,0.2216,0.4258,0.6675,0.3802,0.5849
NW_006804148.1,1362,2607035,1167859,133,0.056,0.0965,0.069,0.414,0.2768,0.3841,0.6955,0.5441,0.5734
NW_006804149.1,43801,2576353,1349019,134,0.0361,0.087,0.0709,0.4467,0.2011,0.4677,0.7684,0.5281,0.6517
NW_006804150.1,536,2632846,1354744,149,0.0854,0.0874,0.0815,0.4082,0.2742,0.4105,0.6472,0.4239,0.6021
NW_006804151.1,17056,2254571,1135482,117,0.0592,0.0777,0.0774,0.3471,0.2481,0.3759,0.6722,0.483,0.6049
NW_006804152.1,8988,2628275,1296917,139,0.0387,0.1011,0.0632,0.5015,0.1534,0.5036,0.7672,0.4343,0.6481
NW_006804153.1,8905,1789692,884794,121,0.0842,0.0957,0.1082,0.3108,0.3082,0.3479,0.5497,0.4375,0.4975
NW_006804154.1,107799,2871728,1520026,136,0.0567,0.1031,0.0844,0.4328,0.2707,0.4316,0.6959,0.5123,0.5781
NW_006804155.1,34924,2850811,1450451,165,0.0551,0.0981,0.0921,0.376,0.2289,0.4234,0.6692,0.4481,0.5753
NW_006804156.1,54765,2783793,1397236,129,0.0482,0.1085,0.0721,0.3785,0.2316,0.3983,0.6689,0.5136,0.5535
NW_006804158.1,132865,3305003,1666229,129,0.0146,0.0833,0.0531,0.4875,0.189,0.572,0.8342,0.6949,0.7271
NW_006804159.1,58114,2190480,1094741,133,0.0556,0.1089,0.1188,0.4139,0.2706,0.4275,0.6776,0.4674,0.5283
NW_006804160.1,56448,2497969,1319157,124,0.0405,0.0758,0.0977,0.4143,0.2347,0.4655,0.761,0.5104,0.6492
NW_006804161.1,58339,2199580,1155748,110,0.0345,0.0781,0.0715,0.4992,0.1702,0.4865,0.8059,0.4773,0.6824
NW_006804162.1,12842,2917734,1424575,157,0.0893,0.0852,0.0826,0.4012,0.2984,0.3451,0.638,0.4409,0.5519
NW_006804163.1,33199,3183085,1523433,130,0.0694,0.0974,0.1014,0.3845,0.23,0.4332,0.6464,0.3837,0.5744
NW_006804164.1,32930,2318197,1140709,110,0.0464,0.1009,0.0961,0.399,0.2126,0.4061,0.6992,0.4505,0.5515
NW_006804165.1,17574,3125739,1424774,141,0.0402,0.0949,0.1011,0.4358,0.2752,0.4255,0.7426,0.5603,0.5746
NW_006804166.1,2676,3418421,1663307,153,0.0428,0.1076,0.0664,0.472,0.1598,0.4588,0.7375,0.4196,0.6048
NW_006804168.1,3683,3157192,1771282,129,0.0508,0.0672,0.0856,0.3578,0.2276,0.3869,0.7186,0.4742,0.632
NW_006804169.1,4793,3228690,1695834,136,0.0632,0.0805,0.0894,0.5008,0.2583,0.43,0.7498,0.4645,0.6238
NW_006804170.1,63676,2670631,1507554,121,0.0617,0.1034,0.1156,0.4014,0.2084,0.3765,0.6653,0.3504,0.4995
NW_006804171.1,27792,2160650,1081074,125,0.0593,0.0821,0.1021,0.4058,0.2136,0.3953,0.7057,0.39,0.5804
NW_006804172.1,30973,3344682,1722121,140,0.0474,0.0716,0.1106,0.3821,0.2152,0.4049,0.7345,0.4257,0.6042
NW_006804173.1,30554,2595806,1158022,125,0.0401,0.0718,0.1052,0.3699,0.2142,0.4059,0.7439,0.4654,0.6106
NW_006804175.1,38398,2632037,1416533,162,0.0829,0.0908,0.0928,0.3863,0.3391,0.4073,0.6309,0.4916,0.579
NW_006804176.1,14676,1723420,972255,97,0.0518,0.0663,0.0801,0.4943,0.3138,0.4406,0.7875,0.5849,0.6767
NW_006804177.1,2948,2769303,1373198,131,0.066,0.0773,0.0838,0.4064,0.2142,0.4119,0.6997,0.3954,0.6255
NW_006804179.1,8956,2602356,1292313,117,0.0578,0.0755,0.0761,0.4484,0.2137,0.4135,0.7425,0.438,0.6399
NW_006804181.1,12280,2710905,1432589,129,0.0591,0.0925,0.0931,0.3663,0.2195,0.4065,0.6622,0.4153,0.5742
NW_006804182.1,4797,2614240,1435406,120,0.0651,0.0807,0.0929,0.379,0.2044,0.2807,0.6779,0.367,0.4792
NW_006804183.1,62966,2552211,1259332,113,0.0479,0.0826,0.0839,0.4453,0.2288,0.3884,0.7504,0.4912,0.5945
NW_006804184.1,16792,2569808,1301188,124,0.0447,0.0983,0.0858,0.411,0.2254,0.4244,0.7143,0.4971,0.582
NW_006804185.1,15610,3139363,1732132,138,0.044,0.0966,0.0911,0.4326,0.2151,0.4429,0.7308,0.4743,0.5938
NW_006804186.1,11447,2299686,1085038,136,0.0528,0.1002,0.1467,0.4217,0.2831,0.4457,0.7012,0.4555,0.533
NW_006804187.1,56702,2230224,1147068,110,0.0417,0.0974,0.1027,0.3966,0.1826,0.4099,0.7134,0.4009,0.5554
NW_006804188.1,32065,2907125,1439645,152,0.0726,0.098,0.0689,0.4475,0.1897,0.4073,0.682,0.3508,0.5882
NW_006804190.1,43188,2394177,1385895,128,0.038,0.0894,0.0837,0.4779,0.1886,0.4718,0.775,0.4695,0.6358
NW_006804192.1,10211,2834226,1346029,125,0.0646,0.1023,0.0974,0.3321,0.2328,0.3614,0.6041,0.4104,0.5077
NW_006804193.1,28857,2930838,1488213,158,0.0974,0.0974,0.1313,0.3475,0.3028,0.3577,0.558,0.3713,0.4768
NW_006804194.1,30271,2375177,1162587,117,0.0533,0.0709,0.1001,0.3339,0.2802,0.368,0.6881,0.5147,0.5888
NW_006804195.1,2594,2203491,1138391,139,0.0701,0.072,0.0979,0.4376,0.3653,0.3698,0.7178,0.5485,0.59
NW_006804196.1,18159,2037816,1091880,122,0.0469,0.1026,0.0763,0.5017,0.1934,0.4956,0.7504,0.449,0.6284
NW_006804197.1,104330,1828769,969816,120,0.0523,0.0887,0.0862,0.5549,0.2157,0.537,0.7797,0.4474,0.6704
NW_006804198.1,54900,2814054,1518997,131,0.0465,0.0754,0.1077,0.3519,0.2216,0.3982,0.7102,0.4456,0.5928
NW_006804199.1,9843,2186321,1164704,138,0.0506,0.0829,0.1048,0.3557,0.2338,0.3869,0.6898,0.4536,0.5682
