scaffold,start,end,mid,sites,pi_roumanicus,pi_europaeus,dxy_roumanicus_europaeus,Fst_roumanicus_europaeus
NW_006803943.1,4034960,6193244,5071249,108,0.0363,0.0832,0.3221,0.6988
NW_006803943.1,4216166,6376026,5210353,112,0.04,0.0897,0.3373,0.6889
NW_006803943.1,4388530,6567493,5452517,115,0.0439,0.0797,0.3222,0.686
NW_006803943.1,4554741,6724449,5611317,118,0.0398,0.0827,0.3452,0.7084
NW_006803943.1,4665620,6867011,5797715,116,0.0355,0.077,0.3259,0.716
NW_006803943.1,4850491,7063833,5999532,115,0.0462,0.0862,0.344,0.6855
NW_006803943.1,5048940,7273257,6185651,114,0.048,0.0802,0.3678,0.709
NW_006803943.1,5263972,7539223,6399873,116,0.0497,0.0832,0.3592,0.6939
NW_006803943.1,5501790,7852641,6675033,116,0.0557,0.0864,0.3407,0.6598
NW_006803943.1,5713476,8008243,6880969,119,0.0574,0.0938,0.3377,0.6402
NW_006803943.1,5961352,8193661,7085429,114,0.0618,0.094,0.3427,0.6342
NW_006803943.1,6245436,8396992,7254845,114,0.076,0.087,0.3607,0.6302
NW_006803943.1,6412251,8591181,7418330,115,0.069,0.0857,0.3639,0.65
NW_006803943.1,6569071,8735073,7620537,108,0.0672,0.0892,0.3864,0.6653
NW_006803943.1,6765338,8993489,7880803,110,0.0691,0.0838,0.3826,0.6671
NW_006803943.1,6898418,9129945,8060326,112,0.0671,0.0842,0.3913,0.6768
NW_006803944.1,37523,2953046,1516695,168,0.0757,0.0939,0.4291,0.6705
NW_006803944.1,254539,3108753,1708900,168,0.0731,0.089,0.4018,0.6646
NW_006803944.1,492495,3558091,1972542,168,0.0707,0.1014,0.4259,0.6672
NW_006803944.1,824214,3756159,2190960,160,0.0645,0.1074,0.4233,0.6686
NW_006803944.1,977306,4043115,2388269,161,0.0633,0.1107,0.4105,0.6576
NW_006803944.1,1211748,4253266,2626770,158,0.0629,0.1137,0.4051,0.6501
NW_006803944.1,1470978,4532585,2840587,162,0.0624,0.1101,0.4116,0.6609
NW_006803944.1,1664251,4691457,3058692,159,0.0669,0.1141,0.3981,0.6365
NW_006803944.1,2021779,4915669,3471515,142,0.0616,0.1021,0.3941,0.6623
NW_006803944.1,2224634,5121936,3676962,140,0.0603,0.0977,0.3896,0.6685
NW_006803944.1,2736585,5325362,4038643,125,0.0567,0.0943,0.3903,0.6819
NW_006803944.1,2970530,5542961,4327490,125,0.0534,0.1003,0.3768,0.6697
NW_006803944.1,3120843,5903022,4613411,131,0.0538,0.0986,0.3933,0.6833
NW_006803944.1,3560151,6036079,4864127,125,0.0515,0.09,0.3738,0.6888
NW_006803944.1,3767741,6350777,5091767,128,0.0451,0.091,0.3929,0.714
NW_006803944.1,4043795,6447115,5219294,123,0.0444,0.0933,0.3894,0.7095
NW_006803944.1,4275696,6777532,5458362,126,0.0385,0.0879,0.4186,0.7481
NW_006803944.1,4532927,7050671,5736694,128,0.0367,0.0863,0.4202,0.7552
NW_006803944.1,4695262,7235572,5924506,125,0.0291,0.0819,0.4219,0.7798
NW_006803944.1,4925111,7489617,6153277,123,0.0219,0.0848,0.4654,0.809
NW_006803944.1,5160761,7908614,6424650,128,0.0327,0.0907,0.4938,0.7896
NW_006803944.1,5333237,8132253,6609269,127,0.0315,0.0896,0.4908,0.7924
NW_006803944.1,5567802,8352232,6898845,121,0.0305,0.0854,0.5144,0.8086
NW_006803944.1,5911897,8484787,7181764,116,0.0323,0.0907,0.5324,0.8043
NW_006803944.1,6055276,8644468,7452716,121,0.0354,0.0895,0.5322,0.8002
NW_006803944.1,6356892,9015378,7703622,120,0.0382,0.0887,0.5223,0.7928
NW_006803945.1,27319,3774653,1816948,143,0.0483,0.1013,0.4573,0.7284
NW_006803945.1,202031,4021278,2047379,140,0.0469,0.0949,0.4583,0.7408
NW_006803945.1,603165,4353179,2436490,143,0.0535,0.0974,0.4553,0.723
NW_006803945.1,1026658,4686334,2908848,134,0.0497,0.0872,0.4354,0.7348
NW_006803945.1,1253868,5007072,3193753,139,0.0494,0.0843,0.4034,0.7218
NW_006803945.1,1714040,5468999,3611643,136,0.0411,0.0787,0.4,0.7471
NW_006803945.1,2198465,5651555,3993719,137,0.0401,0.0819,0.4138,0.7516
NW_006803945.1,2666276,5737445,4302616,128,0.0428,0.0826,0.4298,0.7531
NW_006803945.1,2982533,5915472,4586884,123,0.043,0.0776,0.3968,0.7429
NW_006803945.1,3202063,6120620,4844373,120,0.0555,0.0734,0.395,0.7211
NW_006803945.1,3526778,6277273,5063780,126,0.0581,0.0723,0.4073,0.7246
NW_006803945.1,3780325,6479129,5284409,129,0.0555,0.071,0.3797,0.7153
NW_006803945.1,4076041,6892032,5592973,136,0.0502,0.0905,0.3872,0.6999
NW_006803945.1,4380122,7128439,5827302,137,0.0452,0.0955,0.401,0.7116
NW_006803945.1,4742866,7368121,6113709,136,0.0459,0.1048,0.4393,0.7184
NW_006803945.1,5022570,7673286,6362897,138,0.0445,0.1091,0.4343,0.7119
NW_006803945.1,5482345,7893140,6579542,135,0.0589,0.1107,0.4307,0.6796
NW_006803945.1,5666365,8042284,6813053,129,0.0626,0.1138,0.417,0.6589
NW_006803945.1,5743448,8205203,6945712,129,0.0559,0.1144,0.4141,0.669
NW_006803945.1,5924339,8385716,7137476,129,0.0571,0.11,0.4198,0.677
NW_006803945.1,6122187,8596608,7356404,134,0.0452,0.1121,0.4273,0.7021
NW_006803945.1,6286233,8818113,7574219,131,0.0449,0.1127,0.4331,0.7052
NW_006803945.1,6523221,9027440,7794517,123,0.0493,0.1093,0.4718,0.7228
NW_006803945.1,6909008,9150845,8002473,112,0.053,0.0965,0.4518,0.7234
NW_006803946.1,24807,2457489,1129500,144,0.0557,0.1065,0.4166,0.683
NW_006803946.1,249481,2668197,1341613,141,0.0508,0.1047,0.4107,0.6916
NW_006803946.1,381604,2875868,1510228,144,0.0552,0.099,0.4098,0.6907
NW_006803946.1,544439,3148246,1767574,145,0.0516,0.0972,0.3962,0.692
NW_006803946.1,682011,3276052,1975581,144,0.0556,0.0911,0.3835,0.6847
NW_006803946.1,920281,3456165,2175305,142,0.058,0.0856,0.403,0.7013
NW_006803946.1,1111471,3629271,2379993,137,0.0557,0.1025,0.3884,0.6698
NW_006803946.1,1382887,3948385,2596260,141,0.0572,0.0999,0.3699,0.6569
NW_006803946.1,1646918,4226237,2939440,131,0.0621,0.0924,0.375,0.6624
NW_006803946.1,1949023,4413628,3222625,125,0.074,0.0986,0.3929,0.6417
NW_006803946.1,2109518,4664548,3424913,130,0.0771,0.0924,0.4178,0.6625
NW_006803946.1,2484015,4828291,3640039,128,0.084,0.0943,0.419,0.6476
NW_006803946.1,2685198,5050463,3843176,126,0.08,0.0962,0.3952,0.6353
NW_006803946.1,2959762,5274891,4067117,124,0.0724,0.0996,0.4098,0.6557
NW_006803946.1,3152630,5517743,4273935,122,0.0786,0.0946,0.4204,0.6584
NW_006803946.1,3316502,5813223,4506886,123,0.0753,0.0958,0.4227,0.6643
NW_006803946.1,3492117,6009237,4804580,129,0.076,0.0957,0.4144,0.6576
NW_006803946.1,3667671,6320080,5030764,132,0.0783,0.0875,0.4184,0.6677
NW_006803946.1,3956147,6503511,5320755,138,0.0765,0.0906,0.4006,0.6544
NW_006803946.1,4231765,6771448,5551677,140,0.0853,0.0929,0.4106,0.6414
NW_006803946.1,4421443,7013423,5747893,139,0.0872,0.09,0.3846,0.6222
NW_006803946.1,4675733,7321049,6002619,138,0.0873,0.0936,0.3752,0.6089
NW_006803946.1,4842323,7572464,6167797,135,0.0808,0.0905,0.3793,0.63
NW_006803946.1,5051502,7744657,6386977,139,0.0832,0.0931,0.3886,0.6287
NW_006803946.1,5280378,8016920,6637423,141,0.092,0.0908,0.3683,0.5982
NW_006803946.1,5646685,8174779,6874387,144,0.086,0.0957,0.3737,0.6072
NW_006803946.1,5826588,8329996,7123747,149,0.0865,0.0933,0.395,0.6269
NW_006803947.1,7975,2694876,1471612,127,0.0404,0.0916,0.4747,0.7656
NW_006803947.1,275229,2899894,1695070,124,0.0408,0.0912,0.4944,0.7737
NW_006803947.1,715937,3176863,2017990,121,0.0473,0.1023,0.4677,0.7342
NW_006803947.1,1042348,3345673,2281641,117,0.0511,0.0862,0.4765,0.7536
NW_006803947.1,1352135,3445722,2462617,116,0.0371,0.0881,0.507,0.7899
NW_006803947.1,1568171,3827561,2710960,126,0.0427,0.0838,0.477,0.7732
NW_006803947.1,1836820,4014169,2966087,127,0.0397,0.0833,0.4534,0.7697
NW_006803947.1,2001401,4330292,3211695,136,0.0438,0.085,0.4451,0.7548
NW_006803947.1,2142056,4681186,3393803,139,0.0486,0.0805,0.4693,0.7632
NW_006803947.1,2473823,4991544,3654448,140,0.0485,0.0817,0.4892,0.7702
NW_006803947.1,2615906,5154703,3824176,145,0.0446,0.0849,0.4827,0.7706
NW_006803947.1,2714476,5670455,4100913,152,0.0461,0.0959,0.4778,0.7502
NW_006803947.1,2911285,5922387,4329180,157,0.053,0.097,0.4673,0.7306
NW_006803947.1,3182938,6195043,4526908,152,0.0534,0.0892,0.4904,0.7514
NW_006803947.1,3394088,6343653,4804540,152,0.0585,0.0919,0.4895,0.7381
NW_006803947.1,3457807,6490286,4949693,155,0.0579,0.0912,0.4754,0.7335
NW_006803947.1,3873427,6911609,5320245,152,0.0581,0.1,0.4794,0.723
NW_006803947.1,4091048,7131868,5618879,147,0.0559,0.1031,0.4895,0.7279
NW_006803947.1,4333368,7354005,5923475,144,0.0511,0.106,0.4911,0.7335
NW_006803947.1,4730193,7708426,6216229,144,0.0441,0.1082,0.4794,0.7378
NW_006803947.1,5010892,8105827,6549975,148,0.0574,0.1076,0.4663,0.7074
NW_006803947.1,5239869,8285591,6804362,144,0.0606,0.1011,0.4751,0.715
NW_006803947.1,5737973,8450788,7048340,138,0.0586,0.0958,0.4751,0.7258
NW_006803947.1,5924514,8566584,7301528,136,0.0522,0.0948,0.4824,0.7424
NW_006803947.1,6261214,8796804,7477568,132,0.0429,0.1034,0.4615,0.7379
NW_006803947.1,6344051,8996143,7656591,128,0.0427,0.0987,0.447,0.7378
NW_006803948.1,44517,2457571,1254576,139,0.073,0.1162,0.4281,0.6436
NW_006803948.1,239730,2531033,1423396,139,0.0805,0.1239,0.4225,0.6155
NW_006803948.1,503990,2649479,1589157,133,0.0813,0.1246,0.4271,0.6165
NW_006803948.1,645602,2849054,1803751,142,0.0931,0.1312,0.425,0.5857
NW_006803948.1,978838,3078605,2021018,129,0.1034,0.1325,0.3897,0.5366
NW_006803948.1,1144145,3207367,2150832,125,0.1019,0.1297,0.3763,0.5306
NW_006803948.1,1286416,3580612,2388330,130,0.106,0.1221,0.3662,0.5241
NW_006803948.1,1551370,3986173,2672978,138,0.0949,0.1373,0.3732,0.5294
NW_006803948.1,1788508,4263073,2945048,138,0.097,0.1301,0.3705,0.5333
NW_006803948.1,1939324,4455523,3125246,136,0.1035,0.1298,0.3771,0.5282
NW_006803948.1,2205421,4671783,3379147,131,0.1039,0.1143,0.3903,0.561
NW_006803948.1,2459680,4827145,3582610,127,0.1016,0.1157,0.3645,0.5396
NW_006803948.1,2531633,5128539,3797345,131,0.0922,0.1141,0.344,0.5392
NW_006803948.1,2651773,5410717,3981961,135,0.0932,0.1099,0.3478,0.5474
NW_006803948.1,2872013,5646500,4322364,132,0.0844,0.0983,0.3463,0.5816
NW_006803948.1,3099597,6021709,4660339,150,0.0936,0.1033,0.3621,0.5704
NW_006803948.1,3255731,6223681,4847979,156,0.0842,0.1082,0.345,0.5652
NW_006803948.1,3584415,6431151,5114473,157,0.0894,0.1085,0.349,0.5584
NW_006803948.1,4000323,6557400,5373617,145,0.0961,0.0944,0.328,0.5455
NW_006803948.1,4305658,6617627,5591084,135,0.0882,0.1117,0.324,0.5295
NW_006803948.1,4473041,6832312,5743054,139,0.0921,0.1078,0.3132,0.5154
NW_006803948.1,4698929,7033966,5971288,143,0.0977,0.1069,0.3176,0.5106
NW_006803948.1,4859408,7295627,6169475,152,0.0899,0.1094,0.3299,0.5362
NW_006803948.1,5186415,7488772,6400078,156,0.0943,0.1068,0.3339,0.5358
NW_006803948.1,5423153,7857646,6661196,167,0.1044,0.1068,0.3358,0.5179
NW_006803948.1,5666325,8071104,6838773,161,0.116,0.1047,0.3317,0.4944
NW_006803948.1,6071100,8204504,7150110,146,0.1085,0.1064,0.3173,0.4895
NW_006803948.1,6268684,8333072,7303329,145,0.1138,0.1055,0.317,0.4803
NW_006803948.1,6435210,8377323,7437871,138,0.106,0.1043,0.2999,0.4763
NW_006803949.1,78324,2849799,1383179,129,0.0515,0.0725,0.3976,0.7328
NW_006803949.1,248807,3142981,1615256,128,0.0423,0.0711,0.3902,0.7517
NW_006803949.1,591788,3454219,1914427,124,0.0539,0.0595,0.4012,0.7508
NW_006803949.1,825790,3684398,2202283,125,0.0599,0.0624,0.4095,0.7377
NW_006803949.1,1019378,3881944,2420240,128,0.0576,0.0636,0.4089,0.7402
NW_006803949.1,1250324,4283293,2754524,138,0.0527,0.0692,0.4236,0.7499
NW_006803949.1,1503770,4616850,2954668,136,0.0521,0.0754,0.42,0.7396
NW_006803949.1,1704160,4969467,3269817,139,0.0507,0.0701,0.4461,0.7638
NW_006803949.1,1988706,5269924,3564163,133,0.0455,0.0788,0.4332,0.755
NW_006803949.1,2186277,5531016,3886183,135,0.0478,0.0728,0.4422,0.7635
NW_006803949.1,2439736,5811858,4166182,135,0.0519,0.079,0.431,0.7403
NW_006803949.1,2867514,6082571,4452353,132,0.0496,0.0691,0.4152,0.7523
NW_006803949.1,3207052,6271289,4680448,131,0.0499,0.0672,0.4014,0.7472
NW_006803949.1,3484756,6605315,5009878,135,0.0412,0.0789,0.4171,0.7558
NW_006803949.1,3704420,6992060,5350139,140,0.0339,0.084,0.4294,0.7696
NW_006803949.1,3882936,7351549,5677159,146,0.0356,0.0817,0.4508,0.7795
NW_006803949.1,4303993,7670100,6060859,137,0.0459,0.0754,0.4412,0.7632
NW_006803949.1,4621223,8019288,6381189,144,0.0478,0.0784,0.4499,0.7589
NW_006803949.1,5026110,8225808,6668199,143,0.0546,0.0853,0.441,0.7306
NW_006803949.1,5292817,8543600,6902697,142,0.0553,0.0845,0.4368,0.7281
NW_006803949.1,5580014,8793037,7132536,138,0.0545,0.0873,0.4517,0.7336
NW_006803949.1,5827686,8901054,7304522,131,0.0502,0.0843,0.4712,0.7557
NW_006803950.1,87178,2681892,1477036,113,0.0632,0.07,0.4355,0.7332
NW_006803950.1,311258,3104719,1714481,117,0.0632,0.0747,0.4433,0.7304
NW_006803950.1,679440,3303811,1966312,114,0.0771,0.0686,0.4469,0.7142
NW_006803950.1,857470,3524492,2166653,128,0.0819,0.0752,0.4285,0.6849
NW_006803950.1,1113448,3855984,2470889,136,0.0843,0.0771,0.4081,0.6643
NW_006803950.1,1356236,3975377,2726536,129,0.0827,0.0833,0.3819,0.6391
NW_006803950.1,1540643,4117913,2985979,126,0.0861,0.087,0.3715,0.6184
NW_006803950.1,1875577,4385611,3220293,127,0.0823,0.0925,0.3663,0.6133
NW_006803950.1,2121630,4614367,3452522,129,0.0891,0.0973,0.3636,0.5897
NW_006803950.1,2340529,4767760,3669956,130,0.085,0.1013,0.3442,0.5735
NW_006803950.1,2545695,4869558,3833977,130,0.0854,0.1032,0.3555,0.5807
NW_006803950.1,2701370,5008170,4005208,134,0.0919,0.1065,0.3722,0.5782
NW_006803950.1,3106923,5206890,4187874,132,0.1018,0.1082,0.3527,0.5383
NW_006803950.1,3316160,5435640,4413285,140,0.085,0.1193,0.3703,0.5709
NW_006803950.1,3531004,5614088,4629732,141,0.0835,0.1108,0.3997,0.6109
NW_006803950.1,3861453,5830777,4908138,141,0.0801,0.1163,0.4211,0.6255
NW_006803950.1,4011017,6003975,5053476,137,0.0744,0.1209,0.4403,0.6431
NW_006803950.1,4120629,6290872,5234684,146,0.0649,0.1271,0.4665,0.668
NW_006803950.1,4402429,6622078,5473133,155,0.0697,0.1192,0.4292,0.6462
NW_006803950.1,4625786,6797954,5625772,150,0.0745,0.118,0.4216,0.6338
NW_006803950.1,4779597,6968822,5802345,148,0.0761,0.1192,0.4307,0.6357
NW_006803950.1,4870732,7274097,5972716,154,0.0716,0.1207,0.4455,0.6517
NW_006803950.1,5063823,7417230,6160837,150,0.0689,0.1153,0.4453,0.6636
NW_006803950.1,5214665,7636346,6334866,154,0.0587,0.1239,0.4473,0.6717
NW_006803950.1,5488266,7788845,6580284,143,0.0602,0.1217,0.4259,0.6582
NW_006803950.1,5614424,7958118,6744452,137,0.0613,0.1325,0.3999,0.6218
NW_006803950.1,5840887,8318999,7054155,135,0.0708,0.1241,0.3739,0.5944
NW_006803950.1,6017481,8527872,7255481,141,0.0852,0.1235,0.3642,0.5587
NW_006803951.1,12779,1895707,1031764,135,0.0666,0.0707,0.4122,0.712
NW_006803951.1,172615,2091071,1186364,142,0.0623,0.0786,0.412,0.7088
NW_006803951.1,328146,2229895,1296904,145,0.0689,0.0796,0.4016,0.6872
NW_006803951.1,535833,2413284,1492300,143,0.0668,0.0841,0.3907,0.677
NW_006803951.1,726867,2664349,1701449,151,0.0659,0.0821,0.4044,0.6912
NW_006803951.1,851715,3007521,1845127,148,0.0676,0.0837,0.4058,0.6862
NW_006803951.1,1055887,3317492,1984779,145,0.0733,0.0922,0.3895,0.6503
NW_006803951.1,1202577,3632637,2179817,145,0.0708,0.0935,0.409,0.6673
NW_006803951.1,1338628,4208230,2491237,149,0.0677,0.1071,0.411,0.6547
NW_006803951.1,1585878,4721752,2809941,151,0.0625,0.1005,0.4187,0.6795
NW_006803951.1,1794738,4911696,3047612,145,0.0648,0.1074,0.4472,0.683
NW_006803951.1,1930618,5072731,3282677,141,0.0603,0.1003,0.4474,0.7016
NW_006803951.1,2108486,5290827,3564394,138,0.0569,0.0959,0.4473,0.7144
NW_006803951.1,2276382,5501557,3890422,138,0.0507,0.0955,0.4468,0.7266
NW_006803951.1,2421738,5794652,4209339,145,0.0501,0.0945,0.4363,0.7236
NW_006803951.1,2688420,5906635,4538878,131,0.0487,0.0986,0.442,0.7234
NW_006803951.1,3044574,6070785,4784447,134,0.0452,0.1052,0.4451,0.7223
NW_006803951.1,3338379,6240328,4979931,136,0.0504,0.0973,0.455,0.7288
NW_006803951.1,3711579,6490294,5241236,132,0.053,0.0906,0.4331,0.7218
NW_006803951.1,4270208,6585494,5528505,121,0.052,0.0806,0.4322,0.7383
NW_006803951.1,4737731,6742102,5775873,115,0.0499,0.09,0.4313,0.7279
NW_006803951.1,4917715,6965761,5957677,120,0.0506,0.0914,0.4144,0.7147
NW_006803951.1,5079771,7078137,6077180,116,0.0546,0.0992,0.4262,0.7017
NW_006803951.1,5294234,7291390,6249850,114,0.0506,0.1041,0.416,0.6964
NW_006803951.1,5609586,7550525,6506532,109,0.0451,0.1219,0.4352,0.6927
NW_006803951.1,5820883,7886930,6719072,102,0.0433,0.1186,0.4303,0.6982
NW_006803951.1,5948546,8316442,6967016,112,0.0372,0.1189,0.466,0.7291
NW_006803951.1,6085582,8457895,7169122,109,0.0372,0.1066,0.4678,0.7474
NW_006803953.1,22572,2896877,1425196,117,0.0583,0.0897,0.4242,0.7074
NW_006803953.1,369593,3288220,1744959,119,0.0571,0.094,0.4612,0.724
NW_006803953.1,696067,3725108,2109023,120,0.059,0.0902,0.5036,0.7459
NW_006803953.1,828534,3945737,2312514,120,0.0542,0.0981,0.5037,0.7441
NW_006803953.1,967893,4281813,2589116,123,0.057,0.1012,0.4829,0.7253
NW_006803953.1,1232531,4610743,2999281,127,0.0644,0.0875,0.4884,0.7329
NW_006803953.1,1688447,4857825,3336412,123,0.0608,0.0958,0.4856,0.727
NW_006803953.1,1871228,5015010,3553411,124,0.0524,0.0974,0.4666,0.7307
NW_006803953.1,2275029,5326522,3881390,125,0.0516,0.091,0.4492,0.7325
NW_006803953.1,2443299,5624744,4130678,134,0.0558,0.0955,0.4536,0.7203
NW_006803953.1,2641838,5762237,4350321,130,0.0627,0.0983,0.4467,0.6994
NW_006803953.1,2899018,5958574,4569423,133,0.0614,0.1008,0.4696,0.711
NW_006803953.1,3317955,6163958,4867821,129,0.0581,0.1033,0.4658,0.7116
NW_006803953.1,3762669,6370879,5204898,129,0.0533,0.1079,0.453,0.7073
NW_006803953.1,3966694,6651622,5344564,131,0.0568,0.1081,0.4369,0.6909
NW_006803953.1,4370776,6914335,5565638,126,0.055,0.1107,0.4292,0.6861
NW_006803953.1,4645708,7100427,5879676,121,0.0436,0.1182,0.4456,0.707
NW_006803953.1,4881025,7351160,6083018,123,0.0426,0.1166,0.4574,0.7177
NW_006803953.1,5094686,7631754,6318474,124,0.0479,0.1102,0.4874,0.7318
NW_006803953.1,5362945,7909357,6577154,125,0.0445,0.1183,0.4997,0.7331
NW_006803953.1,5637434,8111031,6870985,124,0.0415,0.1127,0.4831,0.7381
NW_006803953.1,5766674,8415355,7044735,127,0.0346,0.115,0.4967,0.7541
NW_006803953.1,5966271,8497588,7219682,122,0.0354,0.1127,0.4979,0.7561
NW_006803954.1,14999,2716428,1337080,131,0.0451,0.0974,0.4529,0.7379
NW_006803954.1,171527,2995385,1553619,138,0.0501,0.1038,0.4446,0.7145
NW_006803954.1,541825,3241553,1822174,128,0.0494,0.0962,0.4349,0.7216
NW_006803954.1,840382,3633297,2177305,133,0.0619,0.0942,0.4484,0.7078
NW_006803954.1,929070,4034601,2441585,141,0.0598,0.0917,0.4256,0.7023
NW_006803954.1,1132890,4369331,2721173,145,0.0608,0.0901,0.4128,0.6947
NW_006803954.1,1449092,4533704,2962255,141,0.0631,0.0874,0.423,0.7005
NW_006803954.1,1748149,4798748,3242788,134,0.0679,0.0922,0.4424,0.6957
NW_006803954.1,1987248,5061763,3509236,135,0.0656,0.0946,0.4422,0.6967
NW_006803954.1,2235343,5300595,3763160,131,0.0671,0.0886,0.4678,0.7161
NW_006803954.1,2606068,5579755,4054735,128,0.0723,0.0884,0.5033,0.725
NW_006803954.1,2721781,5811867,4254199,131,0.0703,0.0932,0.4938,0.7176
NW_006803954.1,3011328,6051142,4564625,129,0.0616,0.0927,0.4899,0.7316
NW_006803954.1,3260399,6191013,4741822,128,0.0583,0.0916,0.4865,0.7375
NW_006803954.1,3697118,6654664,5109076,121,0.05,0.0901,0.4711,0.7479
NW_006803954.1,4043922,7417103,5563165,125,0.05,0.0901,0.4765,0.7502
NW_006803954.1,4373644,7684680,5860807,120,0.0433,0.0945,0.5113,0.7716
NW_006803954.1,4543471,8127266,6171693,123,0.043,0.0877,0.5021,0.7776
NW_006803955.1,188,2819745,1468525,120,0.0544,0.1024,0.4411,0.7064
NW_006803955.1,173170,2919571,1719368,117,0.0498,0.1161,0.4429,0.6965
NW_006803955.1,383852,3204644,2003856,124,0.0562,0.1125,0.4226,0.6771
NW_006803955.1,607364,3427889,2238822,130,0.0584,0.1072,0.4191,0.6781
NW_006803955.1,1097709,3783912,2519694,126,0.0603,0.1098,0.4091,0.6638
NW_006803955.1,1328614,4135966,2730087,128,0.0563,0.1191,0.4183,0.6643
NW_006803955.1,1531282,4323588,2936669,131,0.0529,0.1133,0.4286,0.686
NW_006803955.1,1955867,4509859,3226549,129,0.0555,0.1019,0.4188,0.6914
NW_006803955.1,2284661,4794762,3444087,129,0.0498,0.0972,0.4214,0.7114
NW_006803955.1,2542687,4982499,3674271,123,0.0566,0.081,0.4348,0.7297
NW_006803955.1,2672672,5216880,3902424,126,0.0544,0.0921,0.4419,0.7216
NW_006803955.1,2822855,5455822,4076401,125,0.0517,0.0863,0.4284,0.7282
NW_006803955.1,2948830,5740225,4302544,130,0.0533,0.0768,0.3999,0.7234
NW_006803955.1,3223818,5916087,4572940,123,0.0549,0.0769,0.4023,0.7212
NW_006803955.1,3455220,6162754,4902976,121,0.0657,0.081,0.3944,0.6867
NW_006803955.1,3797501,6506606,5200101,131,0.0688,0.0788,0.4139,0.6964
NW_006803955.1,4158409,6718586,5444970,131,0.0705,0.0657,0.4414,0.7281
NW_006803955.1,4328916,6997655,5681646,133,0.0761,0.0694,0.4212,0.7001
NW_006803955.1,4582087,7134279,5905258,129,0.0777,0.0768,0.4482,0.7023
NW_006803955.1,4821236,7251918,6112652,126,0.0782,0.0751,0.4488,0.704
NW_006803955.1,5006163,7357625,6279417,128,0.0757,0.0826,0.4401,0.6932
NW_006803955.1,5217652,7671647,6544925,133,0.0865,0.0803,0.4462,0.6799
NW_006803955.1,5469488,7934759,6759730,141,0.0813,0.0786,0.4132,0.6714
NW_006803956.1,43648,2923262,1551720,137,0.0689,0.0694,0.3831,0.6906
NW_006803956.1,166530,3079136,1775405,129,0.0664,0.0738,0.4159,0.7101
NW_006803956.1,687839,3304731,2093877,123,0.0687,0.0709,0.3742,0.6827
NW_006803956.1,1079963,3487917,2377916,123,0.0657,0.0691,0.413,0.717
NW_006803956.1,1465041,3748163,2614051,117,0.066,0.0674,0.3901,0.7048
NW_006803956.1,1595823,3938814,2767882,121,0.0621,0.0691,0.3889,0.7097
NW_006803956.1,1825822,4303561,2988343,121,0.0591,0.0733,0.3973,0.7147
NW_006803956.1,2079349,4589572,3265219,122,0.0445,0.073,0.4276,0.7634
NW_006803956.1,2398750,4725367,3483532,118,0.0375,0.0688,0.4046,0.7743
NW_006803956.1,2529323,4861231,3658089,122,0.0357,0.0713,0.4075,0.7755
NW_006803956.1,2711700,5042707,3884442,117,0.0373,0.0685,0.4414,0.7921
NW_006803956.1,2923546,5188312,4115972,114,0.0328,0.0677,0.4552,0.8084
NW_006803956.1,3112859,5288024,4241185,115,0.0353,0.0687,0.438,0.7946
NW_006803956.1,3317102,5614622,4488660,119,0.049,0.0762,0.449,0.7595
NW_006803956.1,3523010,5697911,4707311,113,0.0551,0.0727,0.4229,0.739
NW_006803956.1,3760401,5972179,4929357,118,0.0607,0.0677,0.4115,0.7288
NW_006803956.1,3960530,6382942,5231935,126,0.0695,0.0712,0.3907,0.6917
NW_006803956.1,4335458,6547193,5398950,124,0.0702,0.0723,0.3766,0.6787
NW_006803956.1,4589837,6712481,5558281,116,0.0776,0.0837,0.3788,0.6467
NW_006803956.1,4738864,6853016,5704204,114,0.0751,0.0958,0.3887,0.6406
NW_006803956.1,4866539,7010607,5883435,111,0.0769,0.0953,0.3691,0.6222
NW_006803956.1,5068967,7166942,6073406,113,0.087,0.0965,0.3193,0.5517
NW_006803956.1,5189222,7383098,6280193,115,0.0838,0.0968,0.3167,0.5552
NW_006803956.1,5289025,7539644,6461336,120,0.0841,0.0993,0.3187,0.5525
NW_006803956.1,5634177,7708481,6688614,114,0.0789,0.1027,0.3099,0.5484
NW_006803957.1,26235,1901836,936623,109,0.0724,0.1,0.4617,0.6879
NW_006803957.1,127860,2209899,1119336,112,0.0658,0.1107,0.4767,0.6938
NW_006803957.1,242723,2532149,1352477,120,0.0674,0.1067,0.4712,0.6932
NW_006803957.1,534745,2717294,1608752,119,0.0658,0.107,0.4646,0.6921
NW_006803957.1,676597,2915118,1834089,124,0.0665,0.1066,0.4499,0.6827
NW_006803957.1,794903,3218782,2086800,139,0.0574,0.1173,0.4445,0.6815
NW_006803957.1,1039569,3531931,2309645,140,0.0601,0.119,0.4404,0.6716
NW_006803957.1,1126423,4005181,2558460,158,0.072,0.1141,0.4447,0.6594
NW_006803957.1,1289684,4355444,2798562,168,0.0728,0.1079,0.436,0.6608
NW_006803957.1,1438912,4682508,2968885,168,0.0729,0.1066,0.4519,0.6724
NW_006803957.1,1647170,4929604,3194576,169,0.0694,0.0998,0.4371,0.679
NW_006803957.1,1905640,5192939,3447148,163,0.0667,0.0916,0.4435,0.6996
NW_006803957.1,2278887,5418956,3668364,159,0.0645,0.0874,0.4302,0.7021
