scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
NW_006804051.1,2065509,4005534,3144930,110,106,0.5177,0.1488,0.5536,0.0213,0.0179
NW_006804052.1,34785,2324319,1201431,110,110,1.3322,1.0559,0.1157,0.0195,0.0132
NW_006804053.1,113464,3116092,1708635,110,109,1.3222,1.9491,-0.1916,-0.0409,-0.0289
NW_006804054.1,69510,3646273,2039185,110,109,0.3305,3.184,-0.8119,-0.2584,-0.1607
NW_006804055.1,30467,3059933,1485704,110,109,2.639,0.184,0.8696,0.1573,0.1192
NW_006804056.1,21246,3596843,1711877,110,107,2.9205,2.3971,0.0984,0.0217,0.016
NW_006804057.1,39530,4063876,1995994,110,109,1.4499,0.124,0.8424,0.0906,0.0651
NW_006804058.1,14278,2893528,1535181,110,109,1.0312,2.3325,-0.3869,-0.0859,-0.0623
NW_006804059.1,11308,2499190,1348928,110,108,1.411,1.13,0.1106,0.0157,0.0129
NW_006804060.1,24003,2137767,1059147,110,109,2.2832,0.9696,0.4038,0.0725,0.0561
NW_006804061.1,35975,2316119,1243773,110,110,0.4465,0.0576,0.7713,0.0444,0.0304
NW_006804063.1,34584,3645012,1661581,110,110,3.2008,0.078,0.9524,0.1874,0.152
NW_006804064.1,2436,2731215,1349515,110,110,2.1624,2.5422,-0.0807,-0.0239,-0.0147
NW_006804065.1,17629,2757224,1377443,110,110,0.3385,0.6596,-0.3217,-0.0336,-0.0192
NW_006804066.1,23072,2164264,1066903,110,109,1.4548,0.9495,0.2102,0.0546,0.0349
NW_006804067.1,3765,2331431,1111612,110,109,0.2011,0.2717,-0.1494,-0.0077,-0.0058
NW_006804068.1,2768,4526668,2147651,110,110,0.3932,0.7001,-0.2807,-0.0247,-0.0177
NW_006804069.1,7742,2882360,1189206,110,110,1.4421,0.3367,0.6214,0.0694,0.0508
NW_006804070.1,41827,2402696,1176397,110,109,0.6241,1.0529,-0.2557,-0.0269,-0.0193
NW_006804071.1,8177,2535537,1438667,110,108,1.4203,0.0278,0.9616,0.1269,0.095
NW_006804072.1,27742,3290505,1725323,110,109,0.9475,0.1517,0.724,0.0485,0.0372
NW_006804073.1,27582,3271645,1514032,110,108,1.4874,2.0276,-0.1537,-0.0418,-0.0228
NW_006804074.1,55267,2379227,1244590,110,106,0.3476,0.9831,-0.4776,-0.0321,-0.0228
NW_006804075.1,129250,2075682,1214226,110,108,0.0698,0.372,-0.684,-0.0358,-0.0195
NW_006804075.1,2131471,4117359,3073418,110,110,0.4006,0.3207,0.1107,0.0046,0.004
NW_006804076.1,58856,3592606,2065113,110,108,2.0921,1.6139,0.129,0.0382,0.0208
NW_006804077.1,18487,2036830,1011886,110,110,1.0728,0.8735,0.1024,0.0091,0.0065
NW_006804078.1,131219,2421738,1226226,110,108,0.3475,0.2431,0.1768,0.0087,0.0065
NW_006804079.1,8258,2410400,1178452,110,108,2.7524,1.6668,0.2457,0.0625,0.0406
NW_006804080.1,35860,2585615,1435828,110,109,1.4456,0.0347,0.9531,0.1314,0.1158
NW_006804081.1,133702,2518850,1300070,110,109,1.7628,0.1954,0.8005,0.1413,0.0809
NW_006804082.1,15155,2175381,1142108,110,106,0.5487,1.0889,-0.3298,-0.0457,-0.0276
NW_006804083.1,961,2613678,1271326,110,109,0.9178,0.9706,-0.028,-0.0039,-0.0025
NW_006804084.1,6778,2422926,1228126,110,107,1.9921,1.1459,0.2696,0.0531,0.0414
NW_006804085.1,26149,4379642,2454623,107,107,0.855,0.0805,0.8279,0.0641,0.0424
NW_006804086.1,17904,3145586,1576652,110,109,0.3368,1.0101,-0.4998,-0.0422,-0.0296
NW_006804087.1,23218,2649639,1404420,110,109,1.3819,2.2742,-0.2441,-0.0493,-0.0403
NW_006804088.1,70208,2351355,1164996,110,109,0.0767,3.3363,-0.955,-0.3279,-0.1646
NW_006804089.1,66789,3651381,1764158,110,109,4.3234,0.3466,0.8515,0.2099,0.1725
NW_006804090.1,19947,2446772,1198990,110,110,0.3946,0.0624,0.7267,0.0199,0.0171
NW_006804091.1,1300,2301595,1119891,110,110,1.4062,2.8239,-0.3352,-0.1409,-0.0715
NW_006804092.1,49176,3544292,1869357,110,110,2.2303,0.2067,0.8303,0.1662,0.1399
NW_006804093.1,68564,3119424,1583929,110,110,0.1796,0.9369,-0.6783,-0.0519,-0.0355
NW_006804094.1,5892,2717732,1339272,110,108,1.1342,0.2841,0.5993,0.0583,0.042
NW_006804095.1,64960,2485206,1086230,110,109,1.7279,0.9396,0.2955,0.1002,0.0563
NW_006804096.1,89257,2315767,1265152,110,106,1.3435,1.5778,-0.0802,-0.0183,-0.0115
NW_006804097.1,2792,2835653,1528529,110,108,0.3608,0.1194,0.5029,0.0175,0.0121
NW_006804098.1,28279,3524083,1788115,110,109,2.0676,1.2795,0.2355,0.0799,0.0419
NW_006804099.1,24513,2234842,1182273,110,110,1.3139,0.1254,0.8258,0.0782,0.0645
NW_006804100.1,52111,2804971,1337531,110,109,1.456,0.1873,0.7721,0.0671,0.0602
NW_006804101.1,9180,2449958,1134593,110,107,1.6934,0.2451,0.7472,0.0996,0.0832
NW_006804102.1,3334,3730044,1755434,110,108,0.3913,0.1642,0.4088,0.0117,0.01
NW_006804103.1,7371,3277073,1438080,110,106,1.7208,1.0294,0.2514,0.0363,0.0312
NW_006804104.1,38901,2667918,1442761,110,107,0.5466,1.0323,-0.3076,-0.0292,-0.0241
NW_006804105.1,31369,2214085,1070197,110,108,1.1404,1.9676,-0.2662,-0.0798,-0.0576
NW_006804106.1,23744,2122765,1103765,110,108,0.2422,0.3652,-0.2026,-0.0112,-0.0076
NW_006804107.1,24825,2544597,1159590,110,109,0.2504,1.1609,-0.6452,-0.0615,-0.0434
NW_006804108.1,8964,2890749,1342769,110,110,3.7808,1.9851,0.3114,0.1258,0.0669
NW_006804109.1,111766,3051133,1684914,110,109,2.0768,1.2799,0.2374,0.0344,0.0287
NW_006804110.1,52301,2242255,1170735,110,109,2.2248,3.3013,-0.1948,-0.0707,-0.047
NW_006804111.1,11761,2377529,1181399,110,110,1.7312,0.0635,0.9292,0.1055,0.0887
NW_006804112.1,69538,3008527,1728992,110,110,0.4949,0.3185,0.2168,0.0155,0.0102
NW_006804113.1,122035,2843956,1643645,110,110,0.3569,0.0595,0.7142,0.0214,0.0172
NW_006804114.1,10501,2686407,1373513,110,108,0.4919,0.4663,0.0268,0.0016,0.0014
NW_006804115.1,111201,3760352,1976716,110,108,0.4227,0.2714,0.218,0.0135,0.0086
NW_006804116.1,7482,2241616,1198773,110,109,0.3786,0.1944,0.3215,0.0102,0.0084
NW_006804118.1,151961,2421690,1541666,110,110,0.445,0.1444,0.5101,0.0348,0.0193
NW_006804119.1,80678,3266059,1726943,110,108,2.2504,1.0724,0.3545,0.098,0.0558
NW_006804120.1,1497,2789803,1361681,110,108,4.3301,0.5271,0.783,0.1567,0.1266
NW_006804122.1,68150,2245734,1311640,110,110,1.3298,1.9411,-0.1869,-0.0637,-0.0411
NW_006804123.1,11156,3123976,1621911,110,109,3.9683,3.1828,0.1098,0.0402,0.0265
NW_006804124.1,14758,2368003,1219133,110,109,0.5646,0.2904,0.3206,0.0181,0.0154
NW_006804125.1,1198,2076476,1055118,110,109,0.4435,0.1283,0.5513,0.0408,0.0276
NW_006804126.1,22109,2520527,1449631,110,109,3.4024,1.6615,0.3438,0.094,0.0663
NW_006804127.1,17918,1732515,880571,110,109,0.3394,0.1052,0.5268,0.0142,0.0111
NW_006804128.1,38721,2970949,1319842,110,107,0.2041,0.1268,0.2337,0.0063,0.0051
NW_006804129.1,48955,2415931,1246318,110,107,3.2928,0.7021,0.6485,0.2134,0.16
NW_006804130.1,19014,2446249,1334391,110,109,0.2871,0.1635,0.2743,0.0157,0.0106
NW_006804132.1,3622,2756581,1401336,110,109,0.4206,0.5981,-0.1742,-0.0149,-0.01
NW_006804133.1,12064,2549551,1216172,110,108,0.8328,1.2481,-0.1996,-0.0434,-0.0284
NW_006804135.1,24417,2247701,1067994,110,110,0.3148,1.574,-0.6666,-0.0895,-0.0597
NW_006804136.1,100515,3179140,1773829,110,108,1.9873,1.3483,0.1916,0.0406,0.0247
NW_006804137.1,140563,3584243,1842065,110,108,1.0176,0.1091,0.8064,0.0567,0.0417
NW_006804138.1,27571,3490480,1723708,103,100,1.0069,1.851,-0.2954,-0.0674,-0.039
NW_006804139.1,16936,2458283,1211115,110,107,1.8682,1.2047,0.2159,0.0347,0.0252
NW_006804141.1,53353,2917004,1324918,110,108,0.5996,0.2019,0.4962,0.032,0.0259
NW_006804142.1,18354,2924686,1479688,110,107,1.2821,1.2128,0.0278,0.0054,0.0036
NW_006804143.1,8115,2492944,1195210,110,107,1.5402,2.1449,-0.1641,-0.0575,-0.0331
NW_006804144.1,5808,3266901,1509896,103,101,2.8189,0.3217,0.7951,0.2047,0.1385
NW_006804145.1,1286,2522002,1263085,110,108,0.3802,1.0087,-0.4525,-0.0403,-0.0234
NW_006804146.1,15859,2717791,1437567,110,109,0.5319,0.5924,-0.0539,-0.0041,-0.0032
NW_006804147.1,34637,3224137,1701719,108,106,1.0895,0.1338,0.7813,0.0761,0.0552
NW_006804148.1,1362,2607035,1257524,110,108,0.2281,1.8193,-0.7772,-0.1088,-0.08
NW_006804149.1,43801,2576353,1246965,110,108,0.7415,0.3069,0.4146,0.0293,0.0214
NW_006804150.1,536,2632846,1279544,110,110,0.5872,0.2567,0.3916,0.0177,0.0139
NW_006804151.1,17056,2254571,1146496,110,106,2.5371,2.8119,-0.0514,-0.0202,-0.0146
NW_006804152.1,8988,2628275,1241264,110,110,0.2147,2.2427,-0.8253,-0.1058,-0.0742
NW_006804153.1,8905,1789692,889241,110,109,2.3848,1.8556,0.1248,0.0361,0.0233
NW_006804154.1,107799,2871728,1605911,110,110,0.3906,0.1385,0.4766,0.0151,0.0134
NW_006804155.1,34924,2850811,1441571,110,110,2.254,0.3758,0.7142,0.1072,0.067
NW_006804156.1,54765,2783793,1263581,110,108,0.3905,0.2308,0.2571,0.0197,0.0121
NW_006804158.1,132865,3305003,1664887,110,109,0.1503,0.1146,0.1348,0.003,0.0019
NW_006804159.1,58114,2190480,1124991,110,110,2.7687,0.2519,0.8332,0.1478,0.1131
NW_006804160.1,56448,2497969,1327038,110,110,0.4489,0.9468,-0.3567,-0.0333,-0.0215
NW_006804161.1,58339,2199580,1213076,110,108,0.5999,0.0717,0.7866,0.0457,0.0393
NW_006804162.1,12842,2917734,1311897,110,108,0.9293,1.2375,-0.1423,-0.0209,-0.0147
NW_006804163.1,33199,3183085,1514025,110,109,1.626,0.3796,0.6214,0.079,0.0582
NW_006804164.1,32930,2318197,1146867,110,109,0.2492,0.0313,0.7772,0.0179,0.0138
NW_006804165.1,17574,3125739,1372842,110,108,1.5006,0.6556,0.3919,0.07,0.0529
NW_006804166.1,2676,3418421,1805909,102,101,0.05,0.2142,-0.6215,-0.0118,-0.0091
NW_006804168.1,3683,3157192,1626101,110,109,0.6187,3.0784,-0.6653,-0.2804,-0.1621
NW_006804169.1,4793,3228690,1745883,110,109,0.2508,0.1267,0.3286,0.0071,0.0062
NW_006804170.1,63676,2670631,1653664,110,108,0.3844,0.9745,-0.4343,-0.0637,-0.0415
NW_006804171.1,27792,2160650,993333,110,109,0.7098,0.1912,0.5757,0.0415,0.0322
NW_006804172.1,30973,3344682,1740337,108,106,0.2713,1.1358,-0.6143,-0.0765,-0.0616
NW_006804173.1,30554,2595806,1202953,110,110,0.4823,0.1321,0.5698,0.0292,0.0208
NW_006804175.1,38398,2632037,1503494,110,109,3.7221,1.5554,0.4106,0.1083,0.0859
NW_006804176.1,14676,1723420,983288,110,108,0.1824,0.9889,-0.6885,-0.0948,-0.0587
NW_006804177.1,2948,2769303,1381682,110,108,0.6863,1.7714,-0.4415,-0.0965,-0.0656
NW_006804179.1,8956,2602356,1179849,110,110,1.4647,0.2391,0.7194,0.0669,0.0563
NW_006804181.1,12280,2710905,1358235,110,110,0.29,1.1375,-0.5937,-0.0943,-0.0636
NW_006804182.1,4797,2614240,1502221,110,110,0.2629,1.4252,-0.6886,-0.0773,-0.0651
NW_006804183.1,62966,2552211,1138020,110,109,1.2601,0.3053,0.61,0.0512,0.0374
NW_006804184.1,16792,2569808,1196057,110,106,0.2546,0.1269,0.3348,0.0112,0.008
NW_006804185.1,15610,3139363,1807149,110,109,0.706,0.2426,0.4884,0.0351,0.0279
NW_006804186.1,11447,2299686,1012727,110,110,1.9739,1.3453,0.1894,0.0319,0.0224
NW_006804187.1,56702,2230224,1189663,110,108,0.9867,1.2567,-0.1204,-0.0159,-0.014
NW_006804188.1,32065,2907125,1346083,110,110,0.7132,0.5008,0.1749,0.012,0.0089
NW_006804190.1,43188,2394177,1285232,110,109,0.1083,1.5646,-0.8705,-0.1351,-0.0917
NW_006804192.1,10211,2834226,1332028,110,109,0.1754,0.3178,-0.2888,-0.0139,-0.0104
NW_006804193.1,28857,2930838,1702646,109,107,2.4677,1.7977,0.1571,0.0536,0.0299
NW_006804194.1,30271,2375177,1265971,110,109,0.3223,0.4246,-0.137,-0.0079,-0.0054
NW_006804195.1,2594,2203491,1205294,110,108,3.1935,2.1865,0.1872,0.0525,0.0398
NW_006804196.1,18159,2037816,1099626,110,107,0.8425,0.0481,0.892,0.0699,0.0474
NW_006804197.1,104330,1828769,976941,110,107,1.2388,0.0799,0.8789,0.0567,0.0507
NW_006804198.1,54900,2814054,1497083,110,110,1.886,1.4722,0.1232,0.0421,0.0311
NW_006804199.1,9843,2186321,1055081,110,107,1.1406,0.4856,0.4028,0.0684,0.0391
NW_006804201.1,18951,2719052,1284115,110,109,0.2873,0.2268,0.1177,0.0049,0.0035
NW_006804202.1,56726,2158581,1163289,110,108,0.2343,1.7667,-0.7658,-0.1253,-0.0881
NW_006804204.1,8528,2633654,1360193,110,110,1.3548,0.9891,0.156,0.0205,0.0148
NW_006804206.1,31080,2094120,1079340,110,110,0.3783,0.1724,0.3738,0.0175,0.0143
NW_006804207.1,12208,3291141,1798235,104,103,0.4195,1.0349,-0.4232,-0.0454,-0.0335
NW_006804208.1,13612,2230052,1093067,110,108,0.2146,0.4333,-0.3376,-0.0109,-0.0093
NW_006804209.1,13998,2816151,1663599,104,102,1.733,1.6245,0.0323,0.0111,0.0073
NW_006804212.1,82461,2405214,1190708,110,109,2.1129,0.0687,0.937,0.1374,0.1166
NW_006804214.1,34268,2042202,1056311,110,109,0.7172,0.1709,0.6152,0.0422,0.0318
NW_006804215.1,25172,3131329,1464263,108,106,0.6091,0.1788,0.5461,0.0299,0.0236
NW_006804216.1,5227,1933692,916170,110,108,0.4349,1.1327,-0.4451,-0.0685,-0.0499
NW_006804217.1,54917,2590420,1410571,110,107,1.1649,0.7735,0.2019,0.034,0.0286
NW_006804221.1,69775,2429184,1294168,110,108,0.2987,1.1552,-0.5891,-0.0935,-0.058
NW_006804222.1,9675,2747449,1341912,106,105,0.3344,0.4191,-0.1124,-0.0066,-0.0049
NW_006804223.1,38028,2568369,1253604,110,109,1.5034,0.0,1.0,0.1198,0.089
NW_006804224.1,21475,2305881,1086714,110,108,0.2287,1.3606,-0.7122,-0.1459,-0.0818
NW_006804226.1,21922,2399334,1014027,110,108,0.3252,0.0608,0.6851,0.0204,0.0144
NW_006804227.1,73069,2612393,1290751,101,98,nan,nan,nan,nan,nan
NW_006804228.1,38662,2664313,1282923,110,107,1.4781,0.0895,0.8858,0.1061,0.0947
NW_006804229.1,5037,2783212,1510973,108,107,1.0,0.0532,0.899,0.0744,0.0601
NW_006804231.1,50568,2543881,1394832,110,107,0.7442,0.1633,0.6401,0.0449,0.0363
NW_006804233.1,15374,2730684,1386893,110,108,0.3379,0.4893,-0.1831,-0.0169,-0.0092
NW_006804234.1,188,2427381,1221873,110,109,0.2206,0.0654,0.5427,0.0134,0.0095
NW_006804235.1,24128,2810908,1503587,102,99,nan,nan,nan,nan,nan
NW_006804236.1,50403,2724439,1237338,110,107,0.9591,0.0694,0.865,0.0628,0.0435
NW_006804241.1,43815,2528802,1292549,106,105,0.4507,2.5502,-0.6996,-0.2037,-0.1171
NW_006804245.1,2380,2795854,1384208,101,100,0.4017,0.1647,0.4184,0.0246,0.0172
NW_006804247.1,22954,2575424,1290639,104,103,0.4133,0.0294,0.8671,0.0246,0.0222
NW_006804248.1,14831,2196485,1106401,110,109,2.7062,0.2593,0.8251,0.1376,0.1175
NW_006804249.1,18471,1959458,1051204,110,107,0.3603,2.0091,-0.6958,-0.1182,-0.0733
NW_006804250.1,13484,2019886,1016877,110,110,2.4124,1.1532,0.3531,0.0891,0.0589
NW_006804252.1,43184,2246903,1153874,110,106,0.9918,1.2413,-0.1117,-0.0139,-0.0112
NW_006804253.1,54765,2347749,1160603,110,109,1.3007,1.348,-0.0179,-0.0037,-0.0027
NW_006804260.1,31435,2384816,1229971,110,107,2.403,0.7415,0.5284,0.156,0.0979
NW_006804262.1,11142,2207354,1048819,110,109,3.0825,1.3995,0.3755,0.0953,0.0645
NW_006804265.1,6666,2178951,1199968,110,108,0.6614,2.6797,-0.6041,-0.2061,-0.1385
NW_006804270.1,9506,2299977,1278586,110,108,0.4816,0.2212,0.3706,0.036,0.0224
NW_006804276.1,9780,2539340,1159161,106,104,0.1972,0.2763,-0.1671,-0.0034,-0.0031
NW_006804278.1,26225,2053620,970180,110,108,0.4061,0.1249,0.5297,0.0215,0.0166
NW_006804279.1,1095,2390072,1161721,110,109,0.8913,1.0722,-0.0921,-0.0093,-0.0067
NW_006804282.1,19960,2528331,1281258,101,98,nan,nan,nan,nan,nan
NW_006804301.1,35035,2380008,1217214,101,101,0.2447,0.0369,0.7377,0.0212,0.0187
NW_006804302.1,1522,2059007,1072590,110,109,0.5989,0.5629,0.031,0.0032,0.0023
NW_006804304.1,10916,2097553,1073440,105,103,2.538,0.9678,0.4479,0.1422,0.0975
NW_006804305.1,18829,1881836,1065342,110,109,0.173,0.2119,-0.1012,-0.0021,-0.0018
NW_006804312.1,12735,2265971,1185248,103,101,3.181,0.1731,0.8968,0.1903,0.1719
NW_006804319.1,8533,2446713,1357481,102,101,0.6036,0.2727,0.3776,0.0225,0.0175
NW_006804321.1,13451,2207002,1099209,108,108,0.125,0.1016,0.1033,0.0021,0.0016
NW_006804324.1,34852,1671450,811619,110,109,0.3642,0.0898,0.6045,0.0156,0.0119
NW_006804327.1,11709,2154053,1092283,109,109,0.2359,0.125,0.3072,0.0131,0.0077
NW_006804331.1,28510,2087025,1004481,102,102,0.7518,0.2842,0.4513,0.0287,0.0236
NW_006804332.1,2350,2049271,1022668,110,109,1.8196,1.5572,0.0777,0.0431,0.0168
NW_006804336.1,94110,1953334,1135511,101,97,nan,nan,nan,nan,nan
NW_006804340.1,17891,2070928,1019595,103,100,0.2792,0.0813,0.5489,0.0169,0.0121
NW_006804343.1,119038,2484593,1232797,101,101,0.7758,0.3137,0.4241,0.0381,0.032
NW_006804352.1,9279,2159224,996279,108,107,1.1088,2.0759,-0.3037,-0.0703,-0.0594
NW_006804354.1,45910,1890878,957084,101,101,2.2446,1.1538,0.321,0.0664,0.0501
NW_006804360.1,5227,1895366,905398,110,109,0.1759,0.9687,-0.6926,-0.0738,-0.0471
NW_006804367.1,6698,1915434,994548,100,98,nan,nan,nan,nan,nan
NW_006804369.1,19614,2035570,1075721,105,104,0.2401,1.128,-0.649,-0.0535,-0.0399
NW_006804372.1,36333,1702219,739937,110,108,0.5653,0.2665,0.3592,0.0206,0.0187
NW_006804387.1,17608,1943949,940200,109,108,0.3833,0.6483,-0.2569,-0.0198,-0.0163
NW_006804475.1,12422,1513150,830334,105,103,1.0081,0.8938,0.0601,0.0123,0.0075
