scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
NW_006803946.1,920281,3456165,2251889,110,109,1.9929,0.6513,0.5074,0.0686,0.0506
NW_006803946.1,1111471,3629271,2481986,110,109,1.0612,0.6513,0.2394,0.0215,0.0152
NW_006803946.1,1382887,3948385,2718185,110,110,1.0832,0.6911,0.221,0.0204,0.0141
NW_006803946.1,1646918,4226237,2954153,110,110,0.3645,0.6911,-0.3093,-0.0168,-0.0114
NW_006803946.1,1949023,4413628,3189879,110,110,0.2203,0.6911,-0.5165,-0.0231,-0.0162
NW_006803946.1,2109518,4664548,3419534,110,110,0.3236,0.6911,-0.3622,-0.0165,-0.0118
NW_006803946.1,2484015,4828291,3645557,110,110,1.8554,0.6964,0.4542,0.051,0.0367
NW_006803946.1,2685198,5050463,3860989,110,110,3.7317,0.1204,0.9375,0.1511,0.1205
NW_006803946.1,2959762,5274891,4074455,110,110,3.9067,0.0954,0.9523,0.1648,0.1306
NW_006803946.1,3152630,5517743,4284972,110,110,4.0067,0.8079,0.6644,0.144,0.1086
NW_006803946.1,3316502,5813223,4514377,110,110,4.0254,0.8096,0.6651,0.1603,0.1226
NW_006803946.1,3492117,6009237,4744987,110,110,5.0569,0.8096,0.724,0.2089,0.1612
NW_006803946.1,3667671,6320080,4984840,110,110,6.0302,0.8096,0.7633,0.2455,0.1983
NW_006803946.1,3956147,6503511,5224580,110,110,6.8208,1.025,0.7387,0.2651,0.2131
NW_006803946.1,4231765,6771448,5454727,110,110,6.7823,1.025,0.7374,0.2936,0.25
NW_006803946.1,4421443,7013423,5692207,110,109,6.7892,1.025,0.7376,0.2859,0.2446
NW_006803946.1,4675733,7321049,5933804,110,109,6.6692,1.0315,0.7321,0.317,0.2467
NW_006803946.1,4842323,7572464,6176364,110,108,5.1357,1.0415,0.6628,0.2614,0.1928
NW_006803946.1,5051502,7744657,6423159,110,108,3.3844,1.0175,0.5377,0.1633,0.1166
NW_006803946.1,5280378,8016920,6675716,110,108,3.9602,1.0487,0.5813,0.1913,0.1321
NW_006803946.1,5646685,8174779,6925084,110,108,3.8602,0.3384,0.8388,0.2452,0.1717
NW_006803946.1,5826588,8329996,7155310,110,108,3.9712,0.3367,0.8437,0.2376,0.1702
NW_006803947.1,7975,2694876,1566975,110,106,0.3666,0.8561,-0.4004,-0.0311,-0.0244
NW_006803947.1,275229,2899894,1810720,110,106,0.2666,0.8433,-0.5196,-0.0364,-0.0294
NW_006803947.1,715937,3176863,2047427,110,106,0.1416,0.842,-0.7121,-0.0455,-0.0348
NW_006803947.1,1042348,3345673,2264858,110,107,0.1153,0.841,-0.7589,-0.0487,-0.0371
NW_006803947.1,1352135,3445722,2470189,110,108,0.1153,0.841,-0.7589,-0.048,-0.0367
NW_006803947.1,1568171,3827561,2668579,110,109,0.2403,0.841,-0.5556,-0.0443,-0.0329
NW_006803947.1,1836820,4014169,2874557,110,109,0.2403,0.841,-0.5556,-0.0426,-0.0316
NW_006803947.1,2001401,4330292,3080144,110,109,0.295,0.841,-0.4807,-0.0388,-0.0303
NW_006803947.1,2142056,4681186,3299597,110,109,0.263,0.8702,-0.5358,-0.0441,-0.0311
NW_006803947.1,2473823,4991544,3529942,110,110,0.1797,0.8702,-0.6577,-0.055,-0.037
NW_006803947.1,2615906,5154703,3759257,110,110,0.3792,0.8702,-0.393,-0.0325,-0.0231
NW_006803947.1,2714476,5670455,4020705,110,110,0.389,0.05,0.7722,0.0222,0.0175
NW_006803947.1,2911285,5922387,4296963,110,110,0.4871,0.05,0.8138,0.0267,0.0211
NW_006803947.1,3182938,6195043,4563631,110,110,0.4871,0.05,0.8138,0.0278,0.0228
NW_006803947.1,3394088,6343653,4839482,110,110,0.6498,0.0848,0.7691,0.0343,0.027
NW_006803947.1,3457807,6490286,5110286,110,110,0.6498,0.0848,0.7691,0.0343,0.027
NW_006803947.1,3873427,6911609,5398386,110,110,0.6743,0.1573,0.6217,0.0342,0.0251
NW_006803947.1,4091048,7131868,5682185,110,109,0.6816,1.0016,-0.1901,-0.0197,-0.0143
NW_006803947.1,4333368,7354005,5963383,110,109,0.6269,1.1225,-0.2833,-0.0303,-0.022
NW_006803947.1,4730193,7708426,6237073,110,109,1.0019,1.0725,-0.034,-0.0038,-0.0031
NW_006803947.1,5010892,8105827,6519272,110,109,1.0594,1.4474,-0.1548,-0.0203,-0.0168
NW_006803947.1,5239869,8285591,6801229,110,109,0.8973,2.3641,-0.4498,-0.0781,-0.0617
NW_006803947.1,5737973,8450788,7060004,110,109,0.8875,2.3641,-0.4541,-0.0772,-0.0618
NW_006803947.1,5924514,8566584,7303032,110,108,0.7894,2.3693,-0.5002,-0.0936,-0.0704
NW_006803947.1,6261214,8796804,7547231,110,108,0.799,2.3956,-0.4998,-0.0939,-0.0679
NW_006803947.1,6344051,8996143,7763432,108,105,0.6363,2.3608,-0.5754,-0.1176,-0.0855
NW_006803948.1,44517,2457571,1224436,110,110,1.616,1.178,0.1567,0.0301,0.0229
NW_006803948.1,239730,2531033,1438554,110,110,1.8134,1.0968,0.2463,0.0556,0.0381
NW_006803948.1,503990,2649479,1641955,110,110,1.866,1.958,-0.0241,-0.0065,-0.0049
NW_006803948.1,645602,2849054,1843234,110,110,2.8679,1.958,0.1885,0.053,0.0419
NW_006803948.1,978838,3078605,2037975,110,110,2.8521,1.958,0.1859,0.0536,0.0384
NW_006803948.1,1144145,3207367,2228128,110,109,2.8521,1.958,0.1859,0.0541,0.0391
NW_006803948.1,1286416,3580612,2433718,110,107,2.8521,0.9906,0.4844,0.1019,0.0788
NW_006803948.1,1551370,3986173,2648192,110,107,2.7804,0.9902,0.4748,0.0948,0.0744
NW_006803948.1,1788508,4263073,2877138,110,107,2.7804,0.9652,0.4846,0.0983,0.0744
NW_006803948.1,1939324,4455523,3107035,110,107,3.6744,1.0068,0.5698,0.1308,0.0979
NW_006803948.1,2205421,4671783,3334264,110,106,2.7771,0.9774,0.4793,0.0843,0.0638
NW_006803948.1,2459680,4827145,3556024,110,105,2.4343,1.0041,0.416,0.0767,0.0544
NW_006803948.1,2531633,5128539,3783162,110,105,2.2895,0.9433,0.4164,0.0711,0.0536
NW_006803948.1,2651773,5410717,4029883,110,105,2.2368,0.0704,0.939,0.1209,0.0923
NW_006803948.1,2872013,5646500,4281963,110,105,1.2423,0.0704,0.8928,0.069,0.0523
NW_006803948.1,3099597,6021709,4541643,110,105,1.2423,0.0704,0.8928,0.0743,0.0594
NW_006803948.1,3255731,6223681,4814813,110,106,2.3534,0.0704,0.9419,0.1324,0.0986
NW_006803948.1,3584415,6431151,5078869,110,108,3.0132,0.0704,0.9543,0.1691,0.1266
NW_006803948.1,4000323,6557400,5323038,110,108,3.0132,0.0704,0.9543,0.1924,0.1383
NW_006803948.1,4305658,6617627,5546862,110,108,3.2544,0.0704,0.9577,0.1902,0.1448
NW_006803948.1,4473041,6832312,5757561,110,108,2.225,1.5906,0.1663,0.0453,0.0303
NW_006803948.1,4698929,7033966,5971867,110,109,2.1407,1.5928,0.1467,0.0436,0.0266
NW_006803948.1,4859408,7295627,6190931,110,108,2.3155,1.6585,0.1653,0.0493,0.0319
NW_006803948.1,5186415,7488772,6411523,110,108,2.2629,1.7881,0.1172,0.0385,0.0238
NW_006803948.1,5423153,7857646,6632092,110,108,2.5975,2.0001,0.1299,0.0445,0.0282
NW_006803948.1,5666325,8071104,6851941,110,108,2.7089,2.0001,0.1505,0.0537,0.0335
NW_006803948.1,6071100,8204504,7061559,110,107,2.7089,2.0253,0.1444,0.0502,0.0316
NW_006803948.1,6268684,8333072,7255128,110,106,2.4728,2.0841,0.0853,0.0308,0.0199
NW_006803948.1,6435210,8377323,7401747,106,102,1.813,2.0841,-0.0696,-0.0259,-0.0156
NW_006803949.1,78324,2849799,1370647,110,109,1.6672,0.1968,0.7888,0.0767,0.0628
NW_006803949.1,248807,3142981,1629463,110,109,1.3613,0.1968,0.7474,0.0755,0.0594
NW_006803949.1,591788,3454219,1895737,110,108,1.278,0.2231,0.7027,0.0699,0.0566
NW_006803949.1,825790,3684398,2159374,110,107,0.2864,0.1791,0.2304,0.0067,0.006
NW_006803949.1,1019378,3881944,2423321,110,107,0.2864,0.2079,0.1586,0.0051,0.0046
NW_006803949.1,1250324,4283293,2693110,110,107,0.2864,0.2079,0.1586,0.0065,0.0055
NW_006803949.1,1503770,4616850,2970096,110,107,0.2864,0.2965,-0.0174,-0.0009,-0.0007
NW_006803949.1,1704160,4969467,3260591,110,107,0.3105,0.2965,0.0231,0.0011,0.0009
NW_006803949.1,1988706,5269924,3566101,110,107,0.1855,0.4509,-0.417,-0.0244,-0.0191
NW_006803949.1,2186277,5531016,3870842,110,107,0.181,0.4509,-0.4272,-0.025,-0.0196
NW_006803949.1,2439736,5811858,4180388,110,108,0.181,0.3259,-0.2859,-0.0163,-0.0124
NW_006803949.1,2867514,6082571,4478086,110,108,0.1633,0.2981,-0.2921,-0.0166,-0.0113
NW_006803949.1,3207052,6271289,4766715,110,108,0.6542,0.3561,0.2951,0.0332,0.023
NW_006803949.1,3484756,6605315,5051518,110,109,0.6542,0.3298,0.3298,0.0361,0.0248
NW_006803949.1,3704420,6992060,5346711,110,110,0.6105,0.3298,0.2986,0.0337,0.0251
NW_006803949.1,3882936,7351549,5656235,110,110,0.6105,0.3259,0.3039,0.0309,0.0237
NW_006803949.1,4303993,7670100,5969930,110,110,0.6105,0.3259,0.3039,0.025,0.0194
NW_006803949.1,4621223,8019288,6280940,110,110,0.6389,0.2374,0.4582,0.0296,0.0241
NW_006803949.1,5026110,8225808,6581514,110,110,0.6882,0.2374,0.4871,0.0322,0.0263
NW_006803949.1,5292817,8543600,6870203,110,110,0.6882,0.1354,0.6713,0.0422,0.0348
NW_006803949.1,5580014,8793037,7163755,110,110,0.7021,0.1354,0.6767,0.0379,0.032
NW_006803949.1,5827686,8901054,7386057,105,105,0.7021,0.2604,0.459,0.0296,0.0248
NW_006803950.1,87178,2681892,1447404,110,109,0.1531,0.9049,-0.7106,-0.0637,-0.0443
NW_006803950.1,311258,3104719,1695777,110,110,0.0281,0.8796,-0.9381,-0.0583,-0.0431
NW_006803950.1,679440,3303811,1950973,110,110,0.0281,0.8796,-0.9381,-0.053,-0.0422
NW_006803950.1,857470,3524492,2194545,110,110,0.0281,0.9026,-0.9397,-0.0619,-0.0459
NW_006803950.1,1113448,3855984,2442262,110,110,0.0457,1.836,-0.9515,-0.1391,-0.0947
NW_006803950.1,1356236,3975377,2686333,110,110,0.165,1.8337,-0.8349,-0.1366,-0.0893
NW_006803950.1,1540643,4117913,2926796,110,109,0.3819,2.0016,-0.6795,-0.121,-0.0859
NW_006803950.1,1875577,4385611,3163375,110,109,0.4554,1.9923,-0.6279,-0.1113,-0.0795
NW_006803950.1,2121630,4614367,3389982,110,109,0.4971,1.9923,-0.6006,-0.1085,-0.0774
NW_006803950.1,2340529,4767760,3615660,110,108,0.4971,2.3852,-0.6551,-0.1355,-0.0979
NW_006803950.1,2545695,4869558,3830900,110,108,0.4971,1.6394,-0.5347,-0.0796,-0.0602
NW_006803950.1,2701370,5008170,4041710,110,108,0.6146,1.7688,-0.4843,-0.0772,-0.059
NW_006803950.1,3106923,5206890,4244275,110,108,0.6146,1.7647,-0.4834,-0.0881,-0.0585
NW_006803950.1,3316160,5435640,4433179,110,107,0.6146,1.7647,-0.4834,-0.0837,-0.0564
NW_006803950.1,3531004,5614088,4624819,110,107,0.6146,1.7176,-0.4729,-0.0737,-0.0515
NW_006803950.1,3861453,5830777,4813241,110,107,0.597,1.3156,-0.3757,-0.0501,-0.0343
NW_006803950.1,4011017,6003975,4996257,110,107,0.4777,1.3434,-0.4754,-0.0518,-0.0364
NW_006803950.1,4120629,6290872,5187380,110,107,0.2608,1.1118,-0.62,-0.0502,-0.0368
NW_006803950.1,4402429,6622078,5389024,110,107,0.5623,1.1106,-0.3278,-0.0334,-0.0228
NW_006803950.1,4625786,6797954,5592469,110,105,0.5206,1.1106,-0.3617,-0.0443,-0.0274
NW_006803950.1,4779597,6968822,5793405,110,106,0.5206,0.7178,-0.1592,-0.0162,-0.0092
NW_006803950.1,4870732,7274097,6000069,110,106,0.5206,0.7135,-0.1563,-0.0137,-0.0083
NW_006803950.1,5063823,7417230,6217800,110,106,0.375,0.5841,-0.218,-0.0164,-0.0089
NW_006803950.1,5214665,7636346,6439061,110,106,0.375,0.5841,-0.218,-0.0176,-0.0097
NW_006803950.1,5488266,7788845,6659435,110,107,0.375,0.5841,-0.218,-0.0196,-0.01
NW_006803950.1,5614424,7958118,6872398,110,107,0.3841,0.7508,-0.3231,-0.0368,-0.018
NW_006803950.1,5840887,8318999,7094682,110,107,1.1341,0.1944,0.7073,0.0875,0.046
NW_006803950.1,6017481,8527872,7281293,106,102,1.1746,0.1667,0.7515,0.1206,0.0591
NW_006803951.1,12779,1895707,953953,110,110,1.1943,0.1983,0.7152,0.0603,0.0457
NW_006803951.1,172615,2091071,1128097,110,110,1.3193,0.1567,0.7877,0.0697,0.0531
NW_006803951.1,328146,2229895,1303596,110,110,1.3193,0.1305,0.8199,0.0752,0.0564
NW_006803951.1,535833,2413284,1478049,110,110,1.1854,0.1305,0.8016,0.0699,0.0494
NW_006803951.1,726867,2664349,1654062,110,110,1.0604,0.1555,0.7442,0.0605,0.0425
NW_006803951.1,851715,3007521,1840222,110,110,1.0191,0.1555,0.7352,0.06,0.0422
NW_006803951.1,1055887,3317492,2044358,110,109,0.9191,0.1555,0.7105,0.0535,0.0376
NW_006803951.1,1202577,3632637,2257596,110,109,0.4934,0.1005,0.6617,0.0253,0.0183
NW_006803951.1,1338628,4208230,2509058,110,108,0.5356,0.1005,0.6841,0.0267,0.0195
NW_006803951.1,1585878,4721752,2789128,110,108,0.6606,0.1005,0.736,0.037,0.0264
NW_006803951.1,1794738,4911696,3075844,110,108,0.5422,0.0544,0.8176,0.0319,0.0237
NW_006803951.1,1930618,5072731,3360725,110,107,0.5172,0.0822,0.7258,0.0242,0.0203
NW_006803951.1,2108486,5290827,3650585,110,107,0.3922,0.0822,0.6535,0.0167,0.0139
NW_006803951.1,2276382,5501557,3942431,110,107,0.7505,0.0717,0.8256,0.0383,0.0303
NW_006803951.1,2421738,5794652,4251573,110,107,0.7807,1.0955,-0.1678,-0.018,-0.0142
NW_006803951.1,2688420,5906635,4550303,110,107,0.7807,1.0705,-0.1565,-0.0169,-0.0133
NW_006803951.1,3044574,6070785,4840932,110,107,0.8898,1.2069,-0.1512,-0.0188,-0.0153
NW_006803951.1,3338379,6240328,5110807,110,108,0.8934,1.2069,-0.1493,-0.0207,-0.0163
NW_006803951.1,3711579,6490294,5377428,110,108,0.7684,1.2786,-0.2493,-0.0418,-0.029
NW_006803951.1,4270208,6585494,5606448,110,109,0.7498,1.2786,-0.2607,-0.0471,-0.0306
NW_006803951.1,4737731,6742102,5799672,110,109,0.6703,1.2786,-0.3121,-0.0466,-0.0318
NW_006803951.1,4917715,6965761,5984996,110,109,0.6703,1.2786,-0.3121,-0.048,-0.0348
NW_006803951.1,5079771,7078137,6170332,110,110,0.5703,1.2509,-0.3737,-0.0682,-0.0464
NW_006803951.1,5294234,7291390,6349673,110,110,0.5703,1.2509,-0.3737,-0.0683,-0.0475
NW_006803951.1,5609586,7550525,6534257,110,110,0.212,1.232,-0.7063,-0.0866,-0.0672
NW_006803951.1,5820883,7886930,6715122,110,110,0.3068,0.2345,0.1337,0.0061,0.0051
NW_006803951.1,5948546,8316442,6923419,110,110,0.3453,0.2345,0.1911,0.0076,0.0065
NW_006803951.1,6085582,8457895,7091556,106,106,0.2362,0.1338,0.2767,0.0063,0.0055
NW_006803953.1,22572,2896877,1498865,110,107,0.719,1.5297,-0.3605,-0.0804,-0.0484
NW_006803953.1,369593,3288220,1755430,110,107,0.469,1.5324,-0.5313,-0.1069,-0.0678
NW_006803953.1,696067,3725108,2029290,110,108,0.4869,1.5516,-0.5223,-0.1176,-0.0726
NW_006803953.1,828534,3945737,2311862,110,108,0.5122,1.0811,-0.357,-0.0627,-0.0401
NW_006803953.1,967893,4281813,2602200,110,108,0.6539,1.0798,-0.2457,-0.0405,-0.0279
NW_006803953.1,1232531,4610743,2911688,110,107,0.5289,1.1293,-0.3621,-0.0607,-0.0376
NW_006803953.1,1688447,4857825,3207230,110,108,0.4932,1.1293,-0.3921,-0.0766,-0.0443
NW_006803953.1,1871228,5015010,3497253,110,107,0.4932,1.1338,-0.3938,-0.0803,-0.0454
NW_006803953.1,2275029,5326522,3780186,110,107,0.4932,1.1578,-0.4026,-0.0874,-0.0477
NW_006803953.1,2443299,5624744,4065556,110,106,0.3098,1.1578,-0.5778,-0.0998,-0.0569
NW_006803953.1,2641838,5762237,4352507,110,105,0.3098,0.1578,0.3251,0.0174,0.0116
NW_006803953.1,2899018,5958574,4631167,110,105,0.3058,0.2595,0.0819,0.0048,0.0031
NW_006803953.1,3317955,6163958,4907471,110,105,0.4308,0.221,0.3218,0.0197,0.0133
NW_006803953.1,3762669,6370879,5158807,110,105,0.4249,0.3955,0.0358,0.0027,0.0019
NW_006803953.1,3966694,6651622,5397802,110,105,0.5246,0.3955,0.1403,0.0126,0.0086
NW_006803953.1,4370776,6914335,5641282,110,105,0.385,0.3976,-0.016,-0.0014,-0.0009
NW_006803953.1,4645708,7100427,5874109,110,107,0.385,0.3707,0.019,0.0015,0.001
NW_006803953.1,4881025,7351160,6095123,110,107,0.5493,0.3707,0.1942,0.0157,0.0111
NW_006803953.1,5094686,7631754,6326770,110,108,0.6023,0.3662,0.2438,0.0182,0.0134
NW_006803953.1,5362945,7909357,6562418,110,108,0.6023,0.4949,0.0979,0.0084,0.0062
NW_006803953.1,5637434,8111031,6790595,110,109,0.9523,0.4949,0.316,0.0402,0.0288
NW_006803953.1,5766674,8415355,7027382,110,110,0.9523,0.4949,0.316,0.0407,0.031
NW_006803953.1,5966271,8497588,7209878,105,105,0.8314,0.3843,0.3678,0.0428,0.0351
NW_006803954.1,14999,2716428,1337302,110,110,0.4519,1.1607,-0.4395,-0.0396,-0.0263
NW_006803954.1,171527,2995385,1588555,110,110,0.4519,1.2541,-0.4702,-0.0422,-0.0276
NW_006803954.1,541825,3241553,1845368,110,110,0.4149,1.2172,-0.4916,-0.0391,-0.0282
NW_006803954.1,840382,3633297,2099610,110,110,1.3695,1.2028,0.0648,0.0082,0.0059
NW_006803954.1,929070,4034601,2366807,110,110,1.3886,1.2019,0.0721,0.0088,0.0065
NW_006803954.1,1132890,4369331,2666862,110,110,1.349,1.2019,0.0577,0.0067,0.0049
NW_006803954.1,1449092,4533704,2951996,110,109,1.349,1.2019,0.0577,0.0071,0.0053
NW_006803954.1,1748149,4798748,3234127,110,109,1.4795,1.2198,0.0962,0.0132,0.0097
NW_006803954.1,1987248,5061763,3516748,110,109,1.4795,1.1451,0.1274,0.0175,0.0132
NW_006803954.1,2235343,5300595,3800046,110,109,1.4988,1.1451,0.1338,0.0187,0.0148
NW_006803954.1,2606068,5579755,4082777,110,109,2.0413,1.1201,0.2914,0.0465,0.0388
NW_006803954.1,2721781,5811867,4361274,110,109,1.9788,0.1192,0.8864,0.102,0.0898
NW_006803954.1,3011328,6051142,4645106,110,109,1.9788,0.0429,0.9576,0.1115,0.0981
NW_006803954.1,3260399,6191013,4919327,110,108,1.9191,0.0429,0.9563,0.1156,0.0967
NW_006803954.1,3697118,6654664,5190673,110,108,0.9646,0.0429,0.9149,0.0561,0.0473
NW_006803954.1,4043922,7417103,5474244,110,108,1.367,0.0542,0.9237,0.0762,0.0642
NW_006803954.1,4373644,7684680,5772910,110,107,1.2768,0.1883,0.7429,0.0603,0.0513
NW_006803954.1,4543471,8127266,6075845,109,107,1.2768,0.3133,0.6059,0.0486,0.0407
NW_006803955.1,188,2819745,1452491,110,110,0.3354,1.1484,-0.5479,-0.0516,-0.039
NW_006803955.1,173170,2919571,1707284,110,109,0.3354,1.124,-0.5404,-0.0573,-0.0419
NW_006803955.1,383852,3204644,1964753,110,109,0.4604,1.124,-0.4188,-0.048,-0.0346
NW_006803955.1,607364,3427889,2222209,110,109,0.4326,1.124,-0.4442,-0.0477,-0.0333
NW_006803955.1,1097709,3783912,2467653,110,108,0.4013,1.0533,-0.4482,-0.0478,-0.0325
NW_006803955.1,1328614,4135966,2707667,110,108,0.2715,0.0866,0.5162,0.0148,0.0097
NW_006803955.1,1531282,4323588,2963024,110,106,0.2715,0.0866,0.5162,0.0149,0.0095
NW_006803955.1,1955867,4509859,3210713,110,106,0.425,0.0555,0.769,0.028,0.0203
NW_006803955.1,2284661,4794762,3444548,110,106,0.4105,0.0577,0.7534,0.0294,0.0207
NW_006803955.1,2542687,4982499,3671436,110,106,0.4712,0.0577,0.7817,0.0347,0.0252
NW_006803955.1,2672672,5216880,3896988,110,106,0.4765,0.0577,0.7839,0.0396,0.0279
NW_006803955.1,2822855,5455822,4132622,110,106,0.4086,0.0577,0.7524,0.0394,0.025
NW_006803955.1,2948830,5740225,4384986,110,107,0.4563,0.0558,0.7821,0.0444,0.0266
NW_006803955.1,3223818,5916087,4635532,110,107,0.7305,0.0558,0.8581,0.0712,0.0458
NW_006803955.1,3455220,6162754,4879655,110,107,1.6055,0.0681,0.9187,0.1617,0.1058
NW_006803955.1,3797501,6506606,5127584,110,108,2.6055,0.0746,0.9443,0.2459,0.1538
NW_006803955.1,4158409,6718586,5379239,110,107,2.6055,0.0746,0.9443,0.1915,0.1393
NW_006803955.1,4328916,6997655,5618326,110,107,2.6824,0.4977,0.687,0.1477,0.1115
NW_006803955.1,4582087,7134279,5860664,110,107,2.9733,1.4441,0.3462,0.0899,0.0671
NW_006803955.1,4821236,7251918,6090686,110,106,2.9874,1.4752,0.3389,0.0804,0.0593
NW_006803955.1,5006163,7357625,6307781,110,106,2.8876,3.4107,-0.083,-0.0253,-0.0175
NW_006803955.1,5217652,7671647,6530450,110,106,2.9116,3.4107,-0.0789,-0.0227,-0.016
NW_006803955.1,5469488,7934759,6755063,110,105,2.9116,3.4107,-0.0789,-0.0235,-0.0162
NW_006803956.1,43648,2923262,1623906,110,109,0.4966,2.2088,-0.6329,-0.1173,-0.0881
NW_006803956.1,166530,3079136,1887607,110,108,0.5279,2.2088,-0.6142,-0.099,-0.0759
NW_006803956.1,687839,3304731,2149901,110,108,0.4029,2.239,-0.695,-0.1329,-0.0964
NW_006803956.1,1079963,3487917,2381574,110,108,0.2779,2.1765,-0.7736,-0.1399,-0.1014
NW_006803956.1,1465041,3748163,2599270,110,108,0.2779,2.1515,-0.7712,-0.1388,-0.1007
NW_006803956.1,1595823,3938814,2810679,110,108,1.1498,2.0547,-0.2824,-0.0775,-0.0543
NW_006803956.1,1825822,4303561,3031461,110,108,1.1498,2.0284,-0.2764,-0.0832,-0.0578
NW_006803956.1,2079349,4589572,3255971,110,109,1.1498,2.0683,-0.2854,-0.0801,-0.0546
NW_006803956.1,2398750,4725367,3476452,110,109,1.8391,1.9933,-0.0402,-0.0139,-0.0089
NW_006803956.1,2529323,4861231,3686449,110,109,1.8391,1.0488,0.2736,0.0948,0.0584
NW_006803956.1,2711700,5042707,3898734,110,109,1.8062,2.2072,-0.0999,-0.0409,-0.0243
NW_006803956.1,2923546,5188312,4111821,110,109,1.8062,2.1535,-0.0877,-0.0364,-0.0222
NW_006803956.1,3112859,5288024,4315331,110,110,1.775,2.1535,-0.0963,-0.053,-0.0293
NW_006803956.1,3317102,5614622,4515510,110,110,1.6893,2.1233,-0.1138,-0.0495,-0.0278
NW_006803956.1,3523010,5697911,4721959,110,110,1.8508,2.1947,-0.085,-0.0378,-0.0215
NW_006803956.1,3760401,5972179,4926536,110,110,2.0383,2.4572,-0.0932,-0.0447,-0.0255
NW_006803956.1,3960530,6382942,5141158,110,110,1.156,2.4572,-0.3601,-0.1544,-0.0812
NW_006803956.1,4335458,6547193,5357439,110,110,1.281,2.4572,-0.3146,-0.1377,-0.0761
NW_006803956.1,4589837,6712481,5556316,110,110,1.281,2.6315,-0.3452,-0.1676,-0.0943
NW_006803956.1,4738864,6853016,5748330,110,110,0.531,1.7315,-0.5306,-0.1807,-0.1075
NW_006803956.1,4866539,7010607,5944560,110,110,0.531,1.7065,-0.5254,-0.177,-0.1017
NW_006803956.1,5068967,7166942,6139904,110,110,0.8593,0.6015,0.1765,0.0563,0.0324
NW_006803956.1,5189222,7383098,6334602,110,110,0.8689,0.642,0.1502,0.0462,0.0258
NW_006803956.1,5289025,7539644,6539040,110,110,0.8689,0.642,0.1502,0.0366,0.0212
NW_006803956.1,5634177,7708481,6722959,108,108,0.98,0.642,0.2084,0.0647,0.0394
NW_006803957.1,26235,1901836,887372,110,107,0.3123,0.0971,0.5257,0.0184,0.0141
NW_006803957.1,127860,2209899,1064931,110,108,0.3395,0.0981,0.5518,0.0199,0.0155
NW_006803957.1,242723,2532149,1263372,110,108,0.3112,0.0636,0.6608,0.0223,0.016
NW_006803957.1,534745,2717294,1470282,110,108,0.3112,0.8095,-0.4446,-0.0456,-0.0315
NW_006803957.1,676597,2915118,1678480,110,108,0.3112,0.8095,-0.4446,-0.0445,-0.0314
NW_006803957.1,794903,3218782,1895934,110,108,0.0612,0.8929,-0.8717,-0.0737,-0.0513
NW_006803957.1,1039569,3531931,2124769,110,109,0.0567,0.8929,-0.8806,-0.0691,-0.0488
NW_006803957.1,1126423,4005181,2375465,110,109,0.0397,0.8922,-0.9149,-0.0629,-0.0435
NW_006803957.1,1289684,4355444,2648128,110,109,0.0397,0.8922,-0.9149,-0.0638,-0.0442
NW_006803957.1,1438912,4682508,2939339,110,110,0.1015,0.8589,-0.7886,-0.0441,-0.0329
NW_006803957.1,1647170,4929604,3239856,110,110,0.1015,0.8839,-0.7939,-0.0423,-0.033
NW_006803957.1,1905640,5192939,3538867,110,110,0.1015,0.8839,-0.7939,-0.0475,-0.0375
NW_006803957.1,2278887,5418956,3836216,110,110,0.0817,0.9186,-0.8366,-0.0526,-0.0411
NW_006803957.1,2532411,5648870,4127749,110,110,0.0817,0.9186,-0.8366,-0.0498,-0.0403
NW_006803957.1,2720230,5871523,4411472,110,110,0.0817,0.144,-0.2761,-0.0036,-0.0031
NW_006803957.1,3018756,6140962,4699442,110,110,0.0817,0.144,-0.2761,-0.0035,-0.003
NW_006803957.1,3242796,6343935,4982112,110,109,0.0817,0.0607,0.1474,0.0013,0.0011
NW_006803957.1,3546788,6616295,5264759,110,109,0.2127,0.092,0.3963,0.0084,0.0071
NW_006803957.1,4049356,6946896,5529632,110,109,1.1548,0.092,0.8525,0.068,0.061
NW_006803957.1,4365970,7282998,5795674,110,109,1.1861,0.4538,0.4465,0.0413,0.0367
NW_006803957.1,4720680,7495038,6053846,110,109,1.1229,0.4538,0.4244,0.0435,0.0373
NW_006803957.1,4943738,7725457,6306053,110,109,1.1229,0.4288,0.4473,0.0438,0.038
NW_006803958.1,20835,2728604,1476954,110,108,0.5157,0.3574,0.1813,0.0103,0.0068
NW_006803958.1,361231,2949816,1726757,110,108,0.4179,0.3496,0.089,0.0051,0.0032
NW_006803958.1,881135,3250250,1946406,110,108,0.4179,0.4043,0.0165,0.0009,0.0007
NW_006803958.1,1106006,3459721,2163108,110,108,0.4179,0.4043,0.0165,0.0009,0.0006
NW_006803958.1,1274210,3688734,2383645,110,108,0.4179,0.4043,0.0165,0.0008,0.0007
NW_006803958.1,1381133,3966213,2616496,110,109,0.4179,0.3793,0.0483,0.0026,0.002
NW_006803958.1,1614097,4110139,2849861,110,110,0.3751,0.258,0.1849,0.0084,0.0063
NW_006803958.1,1814701,4287633,3076279,110,110,0.4108,0.258,0.2284,0.01,0.0085
NW_006803958.1,2002067,4460335,3302057,110,110,0.6414,0.2943,0.3709,0.0256,0.0227
