scaffold,start,end,mid,sites,pi_roumanicus,pi_europaeus,dxy_roumanicus_europaeus,Fst_roumanicus_europaeus
NW_006803955.1,3306239,4429736,3891853,50,0.047,0.0792,0.3597,0.7076
NW_006803955.1,4445380,5535750,4965506,50,0.05,0.0845,0.4575,0.7493
NW_006803955.1,5544639,6488573,6034609,50,0.1022,0.0596,0.3897,0.6421
NW_006803955.1,6497508,7301402,6942049,50,0.0652,0.0883,0.4888,0.7305
NW_006803956.1,43665,1214981,531382,50,0.0537,0.0888,0.4257,0.7188
NW_006803956.1,1260938,2350085,1771155,50,0.0809,0.0476,0.3512,0.6773
NW_006803956.1,2355185,3205450,2753248,50,0.0673,0.0809,0.4257,0.7033
NW_006803956.1,3246999,4335490,3701315,50,0.0165,0.0839,0.4215,0.8048
NW_006803956.1,4340047,5180854,4775352,50,0.0463,0.038,0.4508,0.8241
NW_006803956.1,5183843,6019658,5613407,50,0.1038,0.0932,0.3726,0.5753
NW_006803956.1,6135177,7101556,6618287,50,0.0591,0.1116,0.2656,0.5233
NW_006803957.1,57712,821521,402759,50,0.0868,0.0661,0.4232,0.6852
NW_006803957.1,827088,1740349,1307430,50,0.0658,0.1091,0.5144,0.7151
NW_006803957.1,1755704,2710124,2267299,50,0.0582,0.1268,0.4245,0.6537
NW_006803957.1,2717299,3531931,3075895,50,0.0531,0.1193,0.4152,0.6681
NW_006803957.1,3537588,4682508,4056681,50,0.0878,0.0605,0.5121,0.7377
NW_006803957.1,4720680,5858672,5260968,50,0.0506,0.0748,0.4703,0.768
NW_006803957.1,5870368,6905535,6372540,50,0.0438,0.0742,0.3643,0.7272
NW_006803958.1,20835,1154247,599933,50,0.0253,0.0727,0.3728,0.7803
NW_006803958.1,1167053,2098879,1611084,50,0.0547,0.1269,0.4622,0.6837
NW_006803958.1,2118553,3403462,2703676,50,0.0737,0.1066,0.5276,0.7114
NW_006803958.1,3561729,4417607,4003104,50,0.028,0.0691,0.477,0.8242
NW_006803958.1,4443998,5089681,4757561,50,0.0646,0.0565,0.4303,0.7479
NW_006803958.1,5091058,5896654,5534126,50,0.0451,0.0669,0.4653,0.7882
NW_006803958.1,5939725,6851642,6346016,50,0.0963,0.0822,0.4347,0.6524
NW_006803958.1,6859809,7955583,7385556,40,0.0858,0.0718,0.3065,0.583
NW_006803959.1,35621,1021248,530371,50,0.0936,0.0825,0.438,0.659
NW_006803959.1,1022283,2030543,1590948,50,0.0701,0.0745,0.4214,0.7048
NW_006803959.1,2043488,2939496,2508522,50,0.083,0.0905,0.3943,0.6374
NW_006803959.1,2954115,3989320,3424461,50,0.0712,0.1311,0.4246,0.6239
NW_006803959.1,3990591,4914419,4481390,50,0.06,0.0927,0.3483,0.6454
NW_006803959.1,4949044,6052350,5467622,50,0.061,0.0888,0.4732,0.7299
NW_006803959.1,6077210,7323922,6704212,50,0.0708,0.16,0.5074,0.6419
NW_006803960.1,19578,1318514,698371,50,0.0608,0.1151,0.4885,0.7031
NW_006803960.1,1330459,2575814,1937197,50,0.0584,0.0697,0.4997,0.7726
NW_006803960.1,2607558,3820871,3231002,50,0.0293,0.0852,0.4338,0.7797
NW_006803960.1,3923121,4863565,4419199,50,0.0702,0.0919,0.2925,0.568
NW_006803960.1,4888539,5834659,5305329,50,0.071,0.0913,0.4863,0.7151
NW_006803960.1,5884778,6842082,6375696,50,0.0461,0.1012,0.4611,0.7348
NW_006803960.1,6887445,7909045,7342794,45,0.0699,0.0615,0.3186,0.6518
NW_006803961.1,48598,972362,517664,50,0.0354,0.0883,0.598,0.8218
NW_006803961.1,975173,1931781,1493835,50,0.0494,0.1263,0.4259,0.6721
NW_006803961.1,1948825,2679995,2295410,50,0.0866,0.1021,0.494,0.6787
NW_006803961.1,2755755,3448839,3115647,50,0.0665,0.1129,0.36,0.6082
NW_006803961.1,3450429,4445150,3945998,50,0.1131,0.0946,0.431,0.6039
NW_006803961.1,4461230,5480650,5077688,50,0.0708,0.1304,0.282,0.4834
NW_006803961.1,5495841,6358014,5952224,50,0.0412,0.0985,0.4385,0.7367
NW_006803961.1,6362924,7158268,6794705,41,0.0429,0.1387,0.3399,0.5981
NW_006803962.1,5363,689375,339529,50,0.1085,0.0931,0.3597,0.5547
NW_006803962.1,692187,1685160,1256005,50,0.0712,0.1113,0.3747,0.6136
NW_006803962.1,1685759,2330220,1969557,50,0.0512,0.0863,0.3241,0.6565
NW_006803962.1,2388953,3244987,2809329,50,0.0705,0.0585,0.4595,0.7476
NW_006803962.1,3247892,4230850,3755211,50,0.0654,0.0905,0.4942,0.7298
NW_006803962.1,4242223,5024115,4547839,50,0.0663,0.0961,0.4682,0.7078
NW_006803962.1,5067964,5831937,5478019,50,0.0391,0.0799,0.576,0.8196
NW_006803962.1,5859290,6704281,6307363,50,0.0587,0.0865,0.4119,0.704
NW_006803963.1,11080,1024313,530472,50,0.0825,0.0992,0.4504,0.6642
NW_006803963.1,1030924,1602784,1296768,50,0.1165,0.1052,0.405,0.5639
NW_006803963.1,1606098,2364785,1966809,50,0.0382,0.1248,0.3863,0.6698
NW_006803963.1,2367188,3225947,2801659,50,0.0982,0.0795,0.3939,0.6236
NW_006803963.1,3247025,4322111,3761352,50,0.1036,0.1156,0.3349,0.5051
NW_006803963.1,4346137,5296490,4791812,50,0.1,0.1441,0.4748,0.5948
NW_006803963.1,5303873,6441632,5874450,50,0.0768,0.0466,0.351,0.6885
NW_006803964.1,21957,1011748,491589,50,0.0721,0.1138,0.4454,0.66
NW_006803964.1,1013859,1889503,1471771,50,0.091,0.0685,0.5505,0.739
NW_006803964.1,1908798,2736279,2284738,50,0.0066,0.1278,0.3126,0.6811
NW_006803964.1,2754420,3643318,3263065,50,0.0917,0.1004,0.4073,0.6164
NW_006803964.1,3648785,4457176,3996302,50,0.1104,0.0739,0.3107,0.5298
NW_006803964.1,4467960,5410535,4974986,50,0.0894,0.0957,0.2681,0.4842
NW_006803964.1,5410820,6160916,5783414,50,0.059,0.106,0.4026,0.6677
NW_006803964.1,6194947,6866741,6504509,45,0.0803,0.0587,0.3032,0.6167
NW_006803965.1,2384,802189,361849,50,0.0481,0.0971,0.4305,0.7204
NW_006803965.1,804282,1724149,1241298,50,0.0406,0.0673,0.4541,0.7922
NW_006803965.1,1725176,3066203,2336618,50,0.0658,0.0946,0.4879,0.7207
NW_006803965.1,3069087,4006454,3556241,50,0.0291,0.0862,0.4371,0.78
NW_006803965.1,4016171,4970946,4509269,50,0.052,0.0578,0.4814,0.7939
NW_006803965.1,5018516,5945686,5486833,50,0.0382,0.091,0.4639,0.7662
NW_006803965.1,5954591,6980822,6418667,50,0.071,0.0688,0.4515,0.728
NW_006803966.1,899,789123,409471,50,0.0544,0.093,0.3843,0.6848
NW_006803966.1,821535,1663630,1245668,50,0.0794,0.0909,0.3802,0.633
NW_006803966.1,1668352,2945443,2281183,50,0.1059,0.0756,0.4089,0.626
NW_006803966.1,2946015,4154882,3495248,50,0.1372,0.0497,0.2843,0.4814
NW_006803966.1,4253541,5150323,4751099,50,0.0502,0.0987,0.4598,0.7297
NW_006803966.1,5152074,5986509,5535952,50,0.0381,0.0915,0.4567,0.7624
NW_006803966.1,6012821,7002466,6491405,50,0.0638,0.0644,0.3718,0.7026
NW_006803967.1,882,926118,482891,50,0.0818,0.0987,0.3979,0.6302
NW_006803967.1,995508,1816745,1392940,50,0.0892,0.1212,0.4175,0.5999
NW_006803967.1,1829347,2804030,2277182,50,0.0717,0.0672,0.4028,0.7011
NW_006803967.1,2854971,3467025,3139334,50,0.0236,0.0735,0.4584,0.8202
NW_006803967.1,3469878,4442267,3986802,50,0.1009,0.1324,0.3958,0.5465
NW_006803967.1,4467776,5201038,4866785,50,0.1357,0.0898,0.3913,0.5398
NW_006803967.1,5215082,5980650,5576138,50,0.1046,0.0949,0.3057,0.5017
NW_006803967.1,5982720,6724997,6360517,45,0.0905,0.1157,0.3449,0.541
NW_006803968.1,5622,973006,511680,50,0.0992,0.0751,0.3867,0.6225
NW_006803968.1,991185,1744043,1397832,50,0.0312,0.1175,0.4414,0.7301
NW_006803968.1,1754572,2907522,2362119,50,0.0607,0.1076,0.5529,0.7422
NW_006803968.1,2918454,3672231,3269582,50,0.0733,0.0961,0.5192,0.7209
NW_006803968.1,3692984,4708814,4185430,50,0.0451,0.0819,0.4489,0.7588
NW_006803968.1,4729050,5500219,5101523,50,0.0727,0.1289,0.4526,0.6434
NW_006803968.1,5513769,6347656,5943844,50,0.0353,0.1045,0.3856,0.7087
NW_006803969.1,36634,1182619,623406,50,0.0603,0.085,0.3846,0.6853
NW_006803969.1,1205984,2576171,1997836,50,0.0392,0.1017,0.3639,0.6895
NW_006803969.1,2585993,3593783,3057319,50,0.0765,0.0853,0.5242,0.7311
NW_006803969.1,3601454,4423290,4008685,50,0.0564,0.1233,0.5425,0.7261
NW_006803969.1,4425218,5243880,4846799,50,0.0413,0.1031,0.4495,0.7355
NW_006803969.1,5257156,6099464,5706523,50,0.0451,0.0819,0.4308,0.7497
NW_006803969.1,6120008,7058953,6608848,50,0.0478,0.1054,0.4901,0.7398
NW_006803970.1,17270,1016846,607178,50,0.066,0.0568,0.5205,0.7838
NW_006803970.1,1022861,1976510,1458763,50,0.0422,0.1293,0.3422,0.6178
NW_006803970.1,1985897,3062929,2507823,50,0.0371,0.1043,0.385,0.7046
NW_006803970.1,3082550,4525806,3851544,50,0.0487,0.0648,0.3821,0.743
NW_006803970.1,4544014,5389944,5043826,50,0.0311,0.1042,0.5663,0.8002
NW_006803970.1,5410652,6363569,5910933,50,0.0398,0.0712,0.4617,0.7911
NW_006803971.1,12512,1620551,944324,50,0.0852,0.0893,0.4425,0.6677
NW_006803971.1,1638419,3126072,2490944,50,0.0709,0.1024,0.3931,0.6424
NW_006803971.1,3140742,4198920,3663520,50,0.0276,0.0803,0.387,0.7688
NW_006803971.1,4221094,5511446,4854646,50,0.0984,0.0924,0.3217,0.5371
NW_006803971.1,5521946,7111187,6323271,50,0.0578,0.0861,0.4292,0.7165
NW_006803972.1,1431,825751,469091,50,0.0671,0.1044,0.3661,0.6257
NW_006803972.1,841968,1586325,1227539,50,0.0859,0.1109,0.3789,0.5891
NW_006803972.1,1593606,2517018,1964917,50,0.0892,0.0988,0.356,0.5804
NW_006803972.1,2532490,3634074,3106034,50,0.1263,0.0974,0.4297,0.5774
NW_006803972.1,3649375,4848230,4271207,50,0.072,0.1032,0.456,0.6811
NW_006803972.1,4862640,5754207,5302557,50,0.0751,0.1356,0.3339,0.5292
NW_006803972.1,5760356,6727994,6191204,50,0.1076,0.1066,0.3326,0.5085
NW_006803973.1,3802,877920,418140,50,0.0655,0.128,0.4848,0.6765
NW_006803973.1,884554,1836927,1354105,50,0.045,0.0834,0.4798,0.7706
NW_006803973.1,1837245,2938076,2419206,50,0.0728,0.0924,0.3749,0.6398
NW_006803973.1,2949528,4115068,3587156,50,0.0757,0.0699,0.3033,0.6071
NW_006803973.1,4143379,4954883,4560342,50,0.0587,0.0666,0.4818,0.7689
NW_006803973.1,4989519,5820507,5416017,50,0.067,0.0903,0.3705,0.652
NW_006803974.1,14621,1276547,704097,50,0.0739,0.1882,0.3204,0.4348
NW_006803974.1,1314977,2685150,1952266,50,0.0994,0.0791,0.4044,0.6299
NW_006803974.1,2696108,3664742,3100516,50,0.0699,0.0935,0.3426,0.617
NW_006803974.1,3668341,5146680,4412732,50,0.0372,0.1179,0.5488,0.7669
NW_006803974.1,5174847,6446656,5815498,50,0.048,0.0933,0.3957,0.7056
NW_006803975.1,20496,1148000,550804,50,0.0871,0.0974,0.3369,0.5684
NW_006803975.1,1164406,2305839,1681976,50,0.055,0.0553,0.391,0.7497
NW_006803975.1,2311942,3455427,2946583,50,0.0504,0.0972,0.4095,0.7032
NW_006803975.1,3477063,4569497,3921993,50,0.0716,0.0744,0.4573,0.722
NW_006803975.1,4607053,5907313,5163457,50,0.0579,0.1394,0.6138,0.7347
NW_006803976.1,63400,1130282,596352,50,0.0495,0.0934,0.4357,0.726
NW_006803976.1,1148076,2098791,1633946,50,0.0766,0.1167,0.3791,0.5986
NW_006803976.1,2107317,3295210,2776672,50,0.0341,0.1282,0.4391,0.7074
NW_006803976.1,3313228,4070643,3677510,50,0.0796,0.0977,0.4291,0.6578
NW_006803976.1,4083656,4949315,4502857,50,0.0938,0.055,0.4254,0.6892
NW_006803976.1,4956252,5916429,5388275,50,0.0867,0.0927,0.3582,0.5969
NW_006803977.1,6912,1026306,455356,50,0.0379,0.1139,0.4415,0.7221
NW_006803977.1,1084578,2304847,1631863,50,0.0569,0.0663,0.4208,0.7439
NW_006803977.1,2312419,4192892,3276732,50,0.0489,0.0678,0.4425,0.7692
NW_006803977.1,4196404,5258183,4776115,50,0.034,0.1203,0.375,0.6781
NW_006803977.1,5271482,6652415,5900674,50,0.0294,0.1311,0.443,0.7146
NW_006803978.1,6310,886848,465735,50,0.0687,0.0583,0.508,0.7723
NW_006803978.1,927002,1711379,1306188,50,0.0594,0.0712,0.3642,0.6959
NW_006803978.1,1802679,2837294,2265058,50,0.0767,0.0713,0.3752,0.6652
NW_006803978.1,2839184,3786746,3321954,50,0.0896,0.0608,0.3472,0.6325
NW_006803978.1,3790510,4456163,4133984,50,0.0871,0.0921,0.3067,0.5449
NW_006803978.1,4470004,5187461,4777261,50,0.0777,0.1076,0.3749,0.6065
NW_006803978.1,5190629,6013886,5568316,50,0.1042,0.1097,0.4303,0.5989
NW_006803979.1,7103,1046357,555749,50,0.0257,0.0892,0.3886,0.7585
NW_006803979.1,1048157,2060116,1484055,50,0.0474,0.1132,0.3881,0.6701
NW_006803979.1,2080543,3354569,2819936,50,0.0311,0.0932,0.3912,0.7404
NW_006803979.1,3389895,4398558,3901124,50,0.0581,0.0674,0.4611,0.7599
NW_006803979.1,4404615,5358752,4862444,50,0.053,0.064,0.2866,0.6611
NW_006803979.1,5360091,6513014,5954063,48,0.0456,0.0621,0.2845,0.6839
NW_006803980.1,17476,896270,575148,50,0.0541,0.07,0.4315,0.7498
NW_006803980.1,916496,2338105,1464623,50,0.045,0.1019,0.4424,0.7261
NW_006803980.1,2367646,3682477,3056161,50,0.0352,0.0613,0.5328,0.8383
NW_006803980.1,3695020,5148307,4492029,50,0.0535,0.1494,0.4356,0.6385
NW_006803980.1,5153537,6302199,5704311,50,0.0504,0.0888,0.3667,0.688
NW_006803981.1,10348,1354284,756073,50,0.0455,0.0925,0.3813,0.7031
NW_006803981.1,1371371,2628473,2017637,50,0.0719,0.0597,0.5269,0.7721
NW_006803981.1,2664085,3701922,3147056,50,0.0783,0.0915,0.3598,0.6174
NW_006803981.1,3713030,4844608,4224998,50,0.0888,0.1149,0.3935,0.5903
NW_006803981.1,4867857,6070127,5464140,50,0.0437,0.0665,0.3891,0.7557
NW_006803982.1,4705,1101940,595937,50,0.0591,0.1126,0.4797,0.7047
NW_006803982.1,1132655,2259513,1627282,50,0.0788,0.0848,0.4878,0.7107
NW_006803982.1,2262045,3190849,2750353,50,0.0802,0.0637,0.4471,0.7153
NW_006803982.1,3200994,4353453,3729179,50,0.0749,0.1129,0.3164,0.547
NW_006803982.1,4365182,5506174,4936102,50,0.1362,0.0485,0.3647,0.5721
NW_006803982.1,5508083,6289591,5926998,41,0.1034,0.0593,0.3441,0.6025
NW_006803983.1,6360,763981,372594,50,0.0516,0.0953,0.3689,0.676
NW_006803983.1,782464,1706742,1298991,50,0.0633,0.0857,0.4322,0.708
NW_006803983.1,1713300,2522151,2081708,50,0.0484,0.0988,0.5523,0.7729
NW_006803983.1,2529744,3411216,3003893,50,0.0664,0.0952,0.4602,0.7045
NW_006803983.1,3411483,5031138,4119919,50,0.0788,0.0842,0.3516,0.621
NW_006803983.1,5063214,6234060,5685442,50,0.0554,0.0824,0.2762,0.6051
NW_006803984.1,11683,941216,459270,50,0.0341,0.1013,0.2787,0.6265
NW_006803984.1,997070,2001620,1440633,50,0.0772,0.0857,0.4825,0.7096
NW_006803984.1,2012296,2993442,2490895,50,0.0628,0.1016,0.4949,0.7204
NW_006803984.1,3000611,3935186,3486484,50,0.062,0.108,0.3817,0.6432
NW_006803984.1,3940402,5029021,4466435,50,0.0215,0.0531,0.4692,0.8601
NW_006803984.1,5030403,6160149,5674577,46,0.0467,0.1262,0.4541,0.6946
NW_006803985.1,10914,755788,318361,50,0.1388,0.0657,0.3032,0.4761
NW_006803985.1,824885,1709548,1237479,50,0.0492,0.0941,0.3422,0.6626
NW_006803985.1,1723282,2359550,2026471,50,0.0517,0.1117,0.3649,0.6457
NW_006803985.1,2369790,3374578,2830927,50,0.1018,0.0618,0.378,0.6306
NW_006803985.1,3388789,4190578,3759826,50,0.0511,0.0894,0.3206,0.6479
NW_006803985.1,4227204,5234393,4733426,50,0.0589,0.0904,0.478,0.7341
NW_006803985.1,5242376,6273437,5753721,44,0.0412,0.1035,0.4066,0.7109
NW_006803986.1,10223,1130017,480780,50,0.039,0.1065,0.4736,0.7469
NW_006803986.1,1155445,1988245,1556959,50,0.0651,0.0982,0.3462,0.623
NW_006803986.1,1991215,3062848,2615996,50,0.0431,0.045,0.3541,0.7763
NW_006803986.1,3077364,3916623,3523555,50,0.0484,0.0795,0.3663,0.7084
NW_006803986.1,3953321,4825044,4463618,50,0.0477,0.0786,0.4463,0.7571
NW_006803986.1,4828668,5908714,5355522,50,0.0277,0.0936,0.2687,0.6511
NW_006803987.1,10371,1048751,515235,50,0.0411,0.0938,0.3726,0.7048
NW_006803987.1,1073791,2087391,1493491,50,0.0595,0.1098,0.3519,0.621
NW_006803987.1,2093180,3039566,2614145,50,0.08,0.1003,0.4412,0.6613
NW_006803987.1,3062285,3949109,3522161,50,0.0539,0.1379,0.3832,0.6148
NW_006803987.1,3963101,4879998,4426072,50,0.0162,0.1075,0.4428,0.7769
NW_006803987.1,4885280,5681747,5252548,50,0.0469,0.1048,0.3616,0.665
NW_006803988.1,276050,5838496,2739179,50,0.0498,0.0842,0.5389,0.7838
NW_006803989.1,1239,702116,346464,50,0.033,0.1319,0.468,0.72
NW_006803989.1,706791,1522246,1204633,50,0.0571,0.0335,0.473,0.816
NW_006803989.1,1522538,2323966,1933868,50,0.0997,0.1063,0.4601,0.6316
NW_006803989.1,2330350,3237933,2704862,50,0.0567,0.132,0.4759,0.6815
NW_006803989.1,3255331,4127757,3666710,50,0.0628,0.0659,0.41,0.7262
NW_006803989.1,4149328,5197620,4657112,50,0.063,0.0899,0.3943,0.6783
NW_006803990.1,9650,794952,447081,50,0.0513,0.1079,0.3861,0.6688
NW_006803990.1,827695,1560860,1242489,50,0.1108,0.0758,0.4482,0.6442
NW_006803990.1,1564992,2427283,1995733,50,0.0814,0.126,0.3335,0.5311
NW_006803990.1,2453359,3374562,2871232,50,0.0775,0.1256,0.3918,0.5946
NW_006803990.1,3375880,4150735,3764254,50,0.0748,0.0527,0.4228,0.7287
NW_006803990.1,4161084,5064039,4631815,50,0.0589,0.1082,0.3968,0.6603
NW_006803991.1,299,1419286,715110,50,0.0678,0.0698,0.3575,0.674
NW_006803991.1,1451803,2424879,1967290,50,0.0913,0.0942,0.3475,0.5751
NW_006803991.1,2486911,3386912,2992403,50,0.0753,0.0999,0.4142,0.6528
NW_006803991.1,3387615,4036640,3738719,50,0.0438,0.112,0.4202,0.7007
NW_006803991.1,4046894,4610563,4307372,50,0.0601,0.1056,0.4509,0.6965
NW_006803991.1,4647119,5433817,4988232,50,0.0777,0.0864,0.3208,0.5908
NW_006803992.1,30462,1124331,559139,50,0.0998,0.0892,0.419,0.6257
NW_006803992.1,1145685,2106339,1663894,50,0.082,0.0833,0.3873,0.6449
NW_006803992.1,2115042,3234153,2657439,50,0.0463,0.0429,0.4389,0.8118
NW_006803992.1,3298560,4353169,3821390,50,0.0386,0.1248,0.3472,0.638
NW_006803992.1,4358439,5345526,4861779,50,0.061,0.0822,0.3885,0.691
NW_006803993.1,9208,1003971,551457,50,0.1072,0.0732,0.3842,0.6081
NW_006803993.1,1021370,2102950,1517822,50,0.0775,0.0671,0.3723,0.6682
NW_006803993.1,2104907,2997136,2564138,50,0.0788,0.0833,0.4381,0.6852
NW_006803993.1,2998214,3973908,3482356,50,0.0631,0.0792,0.4641,0.7347
NW_006803993.1,4006221,4736369,4314766,50,0.0539,0.0691,0.4179,0.7443
NW_006803994.1,34681,917832,438999,50,0.0748,0.1065,0.3932,0.6288
NW_006803994.1,932542,1985584,1483685,50,0.0432,0.1276,0.5104,0.7283
NW_006803994.1,1991773,3660631,2728506,50,0.0581,0.0995,0.3494,0.6391
NW_006803994.1,3701736,5061876,4401068,50,0.0714,0.1102,0.4085,0.6414
NW_006803994.1,5099031,6213208,5597696,42,0.0294,0.0759,0.4684,0.8079
NW_006803995.1,1580,1039550,475375,50,0.034,0.0779,0.4638,0.7939
NW_006803995.1,1046131,1920631,1514480,50,0.047,0.0328,0.4117,0.8162
NW_006803995.1,1929522,2990986,2554133,50,0.0336,0.1001,0.3687,0.7088
NW_006803995.1,3002038,3843002,3503986,50,0.0913,0.1022,0.4079,0.6149
NW_006803995.1,3860281,4723961,4363853,50,0.0426,0.0635,0.3428,0.7355
NW_006803995.1,4750105,5631867,5234294,49,0.0883,0.0953,0.2591,0.4742
NW_006803996.1,11287,1110286,614775,50,0.0571,0.0872,0.4192,0.7106
NW_006803996.1,1118567,2092152,1559815,50,0.0291,0.144,0.4018,0.6698
NW_006803996.1,2132417,2825201,2477932,50,0.0607,0.0905,0.3409,0.6412
NW_006803996.1,2842688,3668914,3250949,50,0.0437,0.0946,0.4366,0.7365
NW_006803996.1,3701066,4709241,4210572,50,0.0645,0.1383,0.3845,0.5948
NW_006803996.1,4736077,5567551,5152948,41,0.0572,0.0514,0.4353,0.7736
NW_006803997.1,169639,5523501,2724184,48,0.0657,0.0502,0.347,0.7054
NW_006803998.1,2915,1021645,504278,50,0.0616,0.0706,0.3117,0.649
NW_006803998.1,1049103,1831728,1488897,50,0.0451,0.0581,0.4962,0.8126
NW_006803998.1,1857003,2867034,2341099,50,0.0513,0.0921,0.498,0.7548
NW_006803998.1,2923233,3885922,3415273,50,0.0472,0.0604,0.4331,0.7801
NW_006803998.1,3923367,4947429,4433928,50,0.0532,0.099,0.4396,0.7127
NW_006803999.1,31276,877380,472073,50,0.0873,0.0804,0.3669,0.6223
NW_006803999.1,889850,1968425,1477331,50,0.1062,0.0954,0.3791,0.5735
NW_006803999.1,1996482,2773027,2406304,50,0.1481,0.1113,0.3667,0.4671
NW_006803999.1,2779283,3641638,3224892,50,0.04,0.0893,0.4323,0.7499
NW_006803999.1,3647266,4665352,4151486,50,0.0523,0.0842,0.4096,0.7194
NW_006803999.1,4686645,5572465,5107457,50,0.1319,0.119,0.4156,0.5299
NW_006804000.1,1008,812272,345240,50,0.0418,0.0902,0.3269,0.6753
NW_006804000.1,835868,1767408,1318101,50,0.0464,0.0557,0.4377,0.7908
NW_006804000.1,1772629,3001191,2435621,50,0.0744,0.0729,0.3944,0.6812
NW_006804000.1,3084116,4386265,3770448,50,0.066,0.0723,0.33,0.6515
NW_006804000.1,4394608,5404576,4935710,50,0.077,0.1194,0.355,0.5721
NW_006804001.1,50582,1064617,500229,50,0.0697,0.136,0.3288,0.5339
NW_006804001.1,1078057,1999016,1530600,50,0.0457,0.1623,0.2983,0.5047
NW_006804001.1,2035453,2930751,2468542,50,0.053,0.0559,0.3616,0.736
NW_006804001.1,2964792,4122868,3560540,50,0.0296,0.1104,0.5246,0.7805
NW_006804001.1,4159250,5446245,4782502,50,0.0539,0.0979,0.4277,0.7059
NW_006804002.1,49576,1402426,685202,50,0.0518,0.1114,0.3762,0.6548
NW_006804002.1,1442028,2461118,1949143,50,0.0309,0.0893,0.3816,0.7422
NW_006804002.1,2476157,3413051,2936283,50,0.066,0.0914,0.5204,0.7396
NW_006804002.1,3434927,4574207,4022948,50,0.0273,0.082,0.4348,0.7894
NW_006804002.1,4646099,5508087,5067233,45,0.0613,0.0657,0.4666,0.7584
NW_006804003.1,6975,1027794,547516,50,0.0882,0.0449,0.3008,0.6207
NW_006804003.1,1062545,2017795,1517847,50,0.105,0.0815,0.257,0.4577
NW_006804003.1,2037387,2781522,2376814,50,0.1255,0.1118,0.2668,0.3779
NW_006804003.1,2791224,3743478,3270003,50,0.1919,0.0277,0.3443,0.4812
NW_006804003.1,3751364,4547381,4126481,50,0.1159,0.0908,0.3027,0.4815
NW_006804003.1,4554710,5520149,5052392,44,0.0386,0.0752,0.4155,0.7665
NW_006804004.1,45363,1165161,622868,50,0.0917,0.1072,0.2923,0.4914
NW_006804004.1,1168521,2062655,1590291,50,0.0749,0.0888,0.3433,0.6146
NW_006804004.1,2089666,3037738,2564722,50,0.059,0.0892,0.4303,0.7102
NW_006804004.1,3040690,4028731,3585386,50,0.0526,0.1032,0.4209,0.6967
NW_006804004.1,4046344,5089927,4565606,50,0.0869,0.0982,0.3597,0.5892
NW_006804005.1,36995,766358,373149,50,0.0507,0.0862,0.3836,0.7035
NW_006804005.1,803103,1905093,1289977,50,0.0393,0.0993,0.3,0.6393
NW_006804005.1,1919395,2736913,2339109,50,0.0824,0.0909,0.4133,0.6515
NW_006804005.1,2751535,3726765,3190699,50,0.0579,0.0914,0.288,0.5939
NW_006804005.1,3815013,4612649,4201552,50,0.0492,0.0971,0.4708,0.7393
NW_006804005.1,4656432,5240534,4969463,50,0.0577,0.0756,0.3601,0.6892
NW_006804006.1,26615,1080112,552682,50,0.0855,0.0864,0.4188,0.6557
NW_006804006.1,1092892,2070876,1583041,50,0.0635,0.1197,0.4843,0.6902
NW_006804006.1,2086413,3060482,2558610,50,0.0714,0.0901,0.4334,0.6866
NW_006804006.1,3108159,3856252,3452300,50,0.0693,0.0803,0.3667,0.6602
NW_006804006.1,3864321,4812541,4333387,50,0.0469,0.0814,0.4238,0.7431
NW_006804007.1,4184,911729,396126,50,0.0614,0.1173,0.3395,0.5928
NW_006804007.1,928048,2044616,1492807,50,0.0646,0.1351,0.3529,0.5706
NW_006804007.1,2057747,3012565,2548762,50,0.0606,0.0789,0.2799,0.6025
NW_006804007.1,3053063,4038571,3588787,50,0.0577,0.1256,0.5106,0.7062
NW_006804007.1,4052067,4828113,4421773,50,0.0649,0.1025,0.4543,0.694
NW_006804008.1,41801,897310,470490,50,0.0607,0.0864,0.4047,0.6956
NW_006804008.1,916571,1668319,1274577,50,0.0662,0.1029,0.4178,0.6682
NW_006804008.1,1676059,2756531,2247891,50,0.0514,0.0797,0.3486,0.6881
NW_006804008.1,2763100,3980656,3353479,50,0.0589,0.1113,0.4235,0.6741
NW_006804008.1,3981008,4908491,4447140,50,0.0407,0.1138,0.4044,0.6944
NW_006804009.1,11730,1020098,547736,50,0.1059,0.1249,0.3206,0.47
NW_006804009.1,1052918,2052356,1563797,50,0.0673,0.0951,0.4435,0.6934
NW_006804009.1,2055764,2971390,2441520,50,0.0483,0.1121,0.4195,0.691
NW_006804009.1,2995749,3920311,3386563,50,0.0561,0.1044,0.4817,0.722
NW_006804009.1,3930062,4877247,4382847,50,0.0717,0.099,0.491,0.7063
NW_006804009.1,4887843,5625150,5306174,48,0.0467,0.1207,0.4461,0.6978
NW_006804010.1,32804,638476,309237,50,0.0844,0.0852,0.3166,0.5735
NW_006804010.1,671587,1657550,1187430,50,0.1004,0.1305,0.3832,0.5385
NW_006804010.1,1671538,2717606,2209531,50,0.0452,0.0974,0.3394,0.6641
NW_006804010.1,2736061,3701614,3210130,50,0.0464,0.1187,0.4232,0.6875
NW_006804010.1,3714420,4538804,4126301,50,0.0503,0.0947,0.4072,0.7058
NW_006804011.1,42684,1049193,557863,50,0.039,0.0852,0.4659,0.7737
NW_006804011.1,1052577,1750311,1357531,50,0.0839,0.0968,0.3532,0.5914
