param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_1236_pop_0,-0.000685,-0.001202,-0.059809,0.059682
alpha_loc_1237_pop_0,0.000266,0.000438,-0.058072,0.059440
alpha_loc_1238_pop_0,-0.001076,-0.000946,-0.060305,0.058113
alpha_loc_1239_pop_0,-0.000009,0.000147,-0.058836,0.059952
alpha_loc_1240_pop_0,-0.000612,-0.000784,-0.059536,0.058999
alpha_loc_1241_pop_0,-0.000383,0.000093,-0.060906,0.059023
alpha_loc_1242_pop_0,-0.000981,-0.000670,-0.059911,0.059169
alpha_loc_1243_pop_0,-0.001013,-0.001013,-0.061076,0.058091
alpha_loc_1244_pop_0,-0.001027,-0.000831,-0.061389,0.057028
alpha_loc_1245_pop_0,-0.000478,-0.000473,-0.060492,0.059606
alpha_loc_1246_pop_0,-0.000636,-0.000269,-0.060844,0.056088
alpha_loc_1247_pop_0,0.000284,0.000281,-0.059925,0.061998
alpha_loc_1248_pop_0,0.000400,0.000280,-0.057427,0.058676
alpha_loc_1249_pop_0,0.000231,0.000368,-0.059558,0.058534
alpha_loc_1250_pop_0,0.001694,0.001399,-0.055670,0.059900
alpha_loc_1251_pop_0,0.000425,0.000084,-0.056915,0.059169
alpha_loc_1252_pop_0,0.000571,-0.000117,-0.058874,0.061731
alpha_loc_1253_pop_0,0.000001,-0.000141,-0.060001,0.061528
alpha_loc_1254_pop_0,-0.000545,-0.000457,-0.061796,0.058726
alpha_loc_1255_pop_0,-0.000337,0.000021,-0.058521,0.057262
alpha_loc_1256_pop_0,0.000015,0.000075,-0.060171,0.059189
alpha_loc_1257_pop_0,0.001992,0.001112,-0.055386,0.063844
alpha_loc_1258_pop_0,0.000037,0.000125,-0.058021,0.059615
alpha_loc_1259_pop_0,0.000492,0.000239,-0.058406,0.060674
alpha_loc_1260_pop_0,0.001513,0.001248,-0.055611,0.063450
alpha_loc_1261_pop_0,0.000020,-0.000011,-0.059059,0.057477
alpha_loc_1262_pop_0,0.000096,-0.000034,-0.057147,0.057639
alpha_loc_1263_pop_0,-0.000023,-0.000092,-0.057839,0.058609
alpha_loc_1264_pop_0,-0.000687,-0.000687,-0.059067,0.057706
alpha_loc_1265_pop_0,0.000050,0.000168,-0.058914,0.058690
alpha_loc_1266_pop_0,0.000150,0.000037,-0.058875,0.060553
alpha_loc_1267_pop_0,-0.000289,-0.000243,-0.059595,0.057478
alpha_loc_1268_pop_0,0.000010,-0.000628,-0.059551,0.061455
alpha_loc_1269_pop_0,0.000497,0.000216,-0.059689,0.060244
alpha_loc_1270_pop_0,-0.000308,-0.000194,-0.060676,0.057963
alpha_loc_1271_pop_0,-0.000026,-0.000245,-0.059800,0.058869
alpha_loc_1272_pop_0,-0.000575,-0.000619,-0.058658,0.059033
alpha_loc_1273_pop_0,-0.000254,-0.000339,-0.059400,0.060334
alpha_loc_1274_pop_0,0.001899,0.001151,-0.054254,0.062928
alpha_loc_1275_pop_0,-0.000543,-0.000326,-0.062168,0.058316
alpha_loc_1276_pop_0,0.000097,-0.000243,-0.058266,0.058485
alpha_loc_1277_pop_0,-0.002084,-0.002288,-0.061748,0.057592
alpha_loc_1278_pop_0,0.000251,0.000226,-0.059531,0.059568
alpha_loc_1279_pop_0,-0.001383,-0.001253,-0.061997,0.057412
alpha_loc_1280_pop_0,-0.001034,-0.000905,-0.060718,0.057668
alpha_loc_1281_pop_0,0.000160,0.000160,-0.058682,0.058951
alpha_loc_1282_pop_0,-0.000076,-0.000409,-0.059303,0.059042
alpha_loc_1283_pop_0,-0.001187,-0.001030,-0.060456,0.057331
alpha_loc_1284_pop_0,-0.000065,-0.000494,-0.059150,0.058330
alpha_loc_1285_pop_0,-0.001002,-0.000598,-0.061130,0.058206
alpha_loc_1286_pop_0,0.000205,0.000338,-0.059638,0.058940
alpha_loc_1287_pop_0,-0.000213,-0.000484,-0.059152,0.060393
alpha_loc_1288_pop_0,0.000364,-0.000136,-0.057902,0.060026
alpha_loc_1289_pop_0,-0.000268,0.000044,-0.059633,0.057492
alpha_loc_1290_pop_0,0.000444,0.000232,-0.057567,0.060698
alpha_loc_1291_pop_0,0.000789,0.000363,-0.058636,0.060481
alpha_loc_1292_pop_0,-0.000002,-0.000055,-0.059940,0.059218
alpha_loc_1293_pop_0,0.000496,0.000244,-0.057632,0.059233
alpha_loc_1294_pop_0,0.000740,0.000582,-0.057117,0.061194
alpha_loc_1295_pop_0,0.000186,0.000283,-0.059687,0.059573
alpha_loc_1296_pop_0,-0.000886,-0.000571,-0.061156,0.056502
alpha_loc_1297_pop_0,-0.000481,-0.000651,-0.057230,0.059707
alpha_loc_1298_pop_0,0.000335,0.000623,-0.060117,0.059296
alpha_loc_1299_pop_0,-0.000213,0.000115,-0.059545,0.057684
alpha_loc_1300_pop_0,-0.000064,0.000057,-0.060237,0.060430
alpha_loc_1301_pop_0,-0.001019,-0.000864,-0.061146,0.056019
alpha_loc_1302_pop_0,-0.000105,0.000044,-0.060284,0.058961
alpha_loc_1303_pop_0,0.000006,0.000193,-0.059953,0.059538
alpha_loc_1304_pop_0,0.000217,0.000390,-0.060033,0.059648
alpha_loc_1305_pop_0,0.000245,-0.000226,-0.057791,0.060900
alpha_loc_1306_pop_0,-0.000062,-0.000036,-0.060275,0.059060
alpha_loc_1307_pop_0,-0.000172,-0.000235,-0.060115,0.058316
alpha_loc_1308_pop_0,0.001033,0.000632,-0.058271,0.061323
alpha_loc_1309_pop_0,-0.000291,0.000011,-0.061670,0.058970
alpha_loc_1310_pop_0,-0.000007,-0.000097,-0.058823,0.059017
alpha_loc_1311_pop_0,0.001221,0.000904,-0.057670,0.061246
alpha_loc_1312_pop_0,-0.000418,-0.000430,-0.058322,0.059024
alpha_loc_1313_pop_0,-0.000511,-0.000566,-0.060134,0.059361
alpha_loc_1314_pop_0,0.000398,0.000181,-0.057344,0.059800
alpha_loc_1315_pop_0,-0.001600,-0.001216,-0.061445,0.055964
alpha_loc_1316_pop_0,-0.000097,-0.000066,-0.059954,0.058963
alpha_loc_1317_pop_0,0.000372,0.000084,-0.060217,0.061715
alpha_loc_1318_pop_0,-0.001308,-0.001055,-0.060596,0.056862
alpha_loc_1319_pop_0,0.000206,0.000370,-0.059541,0.059786
alpha_loc_1320_pop_0,-0.000428,-0.000372,-0.058280,0.059250
alpha_loc_1321_pop_0,-0.000854,-0.001144,-0.059048,0.058798
alpha_loc_1322_pop_0,-0.000375,-0.000320,-0.060313,0.058840
alpha_loc_1323_pop_0,-0.000299,-0.000104,-0.058438,0.059454
alpha_loc_1324_pop_0,0.001806,0.001647,-0.056360,0.061375
alpha_loc_1325_pop_0,0.000193,0.000290,-0.057452,0.058997
alpha_loc_1326_pop_0,-0.000269,-0.000383,-0.058982,0.058186
alpha_loc_1327_pop_0,0.001002,0.000790,-0.058142,0.061157
alpha_loc_1328_pop_0,0.000244,0.000000,-0.057530,0.059945
alpha_loc_1329_pop_0,-0.000187,0.000050,-0.059713,0.058436
alpha_loc_1330_pop_0,0.000219,-0.000145,-0.059253,0.059515
alpha_loc_1331_pop_0,-0.000364,-0.000512,-0.060065,0.057830
alpha_loc_1332_pop_0,-0.000813,-0.000645,-0.058770,0.059373
alpha_loc_1333_pop_0,0.000632,0.000371,-0.057613,0.059102
alpha_loc_1334_pop_0,-0.000158,0.000090,-0.060615,0.057975
alpha_loc_1335_pop_0,0.000147,0.000263,-0.060360,0.059147
alpha_loc_1336_pop_0,0.000024,0.000383,-0.058902,0.058873
alpha_loc_1337_pop_0,0.001970,0.001410,-0.055428,0.064353
alpha_loc_1338_pop_0,0.000352,0.000468,-0.058223,0.057861
alpha_loc_1339_pop_0,-0.000295,0.000081,-0.059486,0.060224
alpha_loc_1340_pop_0,0.001033,0.000463,-0.057768,0.061323
alpha_loc_1341_pop_0,0.000484,0.000041,-0.057966,0.059165
alpha_loc_1342_pop_0,-0.000096,0.000227,-0.057712,0.058772
alpha_loc_1343_pop_0,-0.000245,0.000009,-0.058445,0.057573
alpha_loc_1344_pop_0,0.000126,0.000384,-0.058787,0.058859
alpha_loc_1345_pop_0,0.000394,0.000582,-0.058392,0.060068
alpha_loc_1346_pop_0,0.000397,0.000137,-0.057619,0.060203
alpha_loc_1347_pop_0,0.000780,0.000730,-0.059613,0.062513
alpha_loc_1348_pop_0,-0.000713,-0.000213,-0.062498,0.057115
alpha_loc_1349_pop_0,-0.000466,-0.000393,-0.061189,0.057329
alpha_loc_1350_pop_0,0.000115,0.000093,-0.060063,0.058512
alpha_loc_1351_pop_0,-0.000158,0.000084,-0.060305,0.059475
alpha_loc_1352_pop_0,-0.000340,-0.000254,-0.060343,0.059269
alpha_loc_1353_pop_0,0.000041,-0.000127,-0.058045,0.059847
alpha_loc_1354_pop_0,-0.000285,-0.000654,-0.059427,0.059834
alpha_loc_1355_pop_0,-0.000596,-0.000331,-0.058998,0.056876
alpha_loc_1356_pop_0,-0.000620,-0.000124,-0.061613,0.058732
alpha_loc_1357_pop_0,-0.000314,-0.000131,-0.058170,0.057946
alpha_loc_1358_pop_0,0.000325,0.000259,-0.058969,0.059762
alpha_loc_1359_pop_0,-0.000117,-0.000250,-0.060137,0.058063
alpha_loc_1360_pop_0,-0.003665,-0.003025,-0.064582,0.054558
alpha_loc_1361_pop_0,0.001555,0.001019,-0.056004,0.062712
alpha_loc_1362_pop_0,0.000073,0.000039,-0.058407,0.060037
alpha_loc_1363_pop_0,0.000091,0.000070,-0.058435,0.059151
alpha_loc_1364_pop_0,0.000289,0.000418,-0.058291,0.059339
alpha_loc_1365_pop_0,0.000028,0.000119,-0.059296,0.059354
alpha_loc_1366_pop_0,-0.001273,-0.001059,-0.061653,0.058270
alpha_loc_1367_pop_0,-0.000084,0.000369,-0.060092,0.060380
alpha_loc_1368_pop_0,-0.001109,-0.000981,-0.059419,0.057437
alpha_loc_1369_pop_0,-0.000450,-0.000155,-0.060825,0.057750
alpha_loc_1370_pop_0,0.000764,0.000544,-0.058403,0.060621
alpha_loc_1371_pop_0,-0.000277,0.000079,-0.059866,0.059317
alpha_loc_1372_pop_0,-0.000035,0.000083,-0.060544,0.060191
alpha_loc_1373_pop_0,-0.003348,-0.002781,-0.065187,0.053587
alpha_loc_1374_pop_0,0.000198,0.000091,-0.060478,0.061500
alpha_loc_1375_pop_0,-0.000547,-0.000316,-0.060447,0.058165
alpha_loc_1376_pop_0,0.000117,0.000288,-0.058342,0.059602
alpha_loc_1377_pop_0,0.000653,0.000408,-0.056452,0.061002
alpha_loc_1378_pop_0,-0.001378,-0.001410,-0.059845,0.056673
alpha_loc_1379_pop_0,0.000514,0.000813,-0.058285,0.058871
alpha_loc_1380_pop_0,0.000794,0.000766,-0.057683,0.062231
alpha_loc_1381_pop_0,0.000341,-0.000013,-0.059164,0.060082
alpha_loc_1382_pop_0,-0.000878,-0.000636,-0.060541,0.056955
alpha_loc_1383_pop_0,0.000308,0.000464,-0.058934,0.058911
alpha_loc_1384_pop_0,0.000517,0.000426,-0.059621,0.060650
alpha_loc_1385_pop_0,-0.000480,-0.000456,-0.058878,0.057007
alpha_loc_1386_pop_0,0.000241,0.000220,-0.059846,0.058777
alpha_loc_1387_pop_0,0.000245,0.000123,-0.058591,0.059265
alpha_loc_1388_pop_0,-0.000913,-0.000599,-0.061244,0.058480
alpha_loc_1389_pop_0,-0.000511,-0.000185,-0.059640,0.057788
alpha_loc_1390_pop_0,0.000201,0.000490,-0.058291,0.058526
alpha_loc_1391_pop_0,-0.000111,0.000096,-0.057860,0.058748
alpha_loc_1392_pop_0,-0.000091,-0.000097,-0.058835,0.059888
alpha_loc_1393_pop_0,0.000038,0.000253,-0.059502,0.058967
alpha_loc_1394_pop_0,0.000095,-0.000129,-0.058739,0.058835
alpha_loc_1395_pop_0,0.000057,0.000326,-0.059982,0.059728
alpha_loc_1396_pop_0,0.000507,0.000360,-0.059382,0.061281
alpha_loc_1397_pop_0,-0.000423,-0.000598,-0.059771,0.057836
alpha_loc_1398_pop_0,-0.000394,-0.000458,-0.058438,0.057473
alpha_loc_1399_pop_0,0.000495,0.000131,-0.058258,0.061800
alpha_loc_1400_pop_0,0.000876,0.000728,-0.056574,0.060090
alpha_loc_1401_pop_0,0.000257,-0.000108,-0.058110,0.059748
alpha_loc_1402_pop_0,0.000122,0.000023,-0.059090,0.061315
alpha_loc_1403_pop_0,-0.000283,-0.000779,-0.060186,0.059531
alpha_loc_1404_pop_0,-0.000035,-0.000118,-0.059193,0.060493
alpha_loc_1405_pop_0,-0.000747,-0.000456,-0.060077,0.057536
alpha_loc_1406_pop_0,-0.000574,-0.000778,-0.060011,0.058188
alpha_loc_1407_pop_0,0.002550,0.002008,-0.055753,0.063148
alpha_loc_1408_pop_0,0.000313,0.000029,-0.059410,0.060034
alpha_loc_1409_pop_0,-0.001543,-0.001776,-0.061387,0.057493
alpha_loc_1410_pop_0,-0.000257,-0.000171,-0.059841,0.059407
alpha_loc_1411_pop_0,0.000250,0.000077,-0.057573,0.058714
alpha_loc_1412_pop_0,-0.000983,-0.000493,-0.061976,0.057833
alpha_loc_1413_pop_0,0.000153,-0.000093,-0.057084,0.060075
alpha_loc_1414_pop_0,-0.000771,-0.000644,-0.060739,0.059281
alpha_loc_1415_pop_0,0.001311,0.000898,-0.058076,0.063185
alpha_loc_1416_pop_0,0.000739,0.000663,-0.058046,0.062267
alpha_loc_1417_pop_0,0.001213,0.000744,-0.057210,0.061780
alpha_loc_1418_pop_0,-0.000244,-0.000244,-0.059694,0.059688
alpha_loc_1419_pop_0,0.000003,0.000054,-0.059425,0.059151
alpha_loc_1420_pop_0,0.000700,0.000574,-0.059180,0.060219
alpha_loc_1421_pop_0,-0.000157,-0.000070,-0.057455,0.060331
alpha_loc_1422_pop_0,-0.000003,0.000058,-0.060548,0.057859
alpha_loc_1423_pop_0,0.000719,0.000532,-0.058789,0.059937
alpha_loc_1424_pop_0,-0.000152,-0.000256,-0.060430,0.058434
alpha_loc_1425_pop_0,0.000195,0.000419,-0.059044,0.058322
alpha_loc_1426_pop_0,-0.000278,-0.000559,-0.058427,0.059160
alpha_loc_1427_pop_0,0.000287,-0.000034,-0.058169,0.059834
alpha_loc_1428_pop_0,-0.002997,-0.001929,-0.063942,0.055441
alpha_loc_1429_pop_0,0.000132,0.000613,-0.058823,0.057621
alpha_loc_1430_pop_0,0.001825,0.001399,-0.056279,0.062618
alpha_loc_1431_pop_0,0.000025,0.000188,-0.060907,0.059873
alpha_loc_1432_pop_0,-0.000218,0.000113,-0.059034,0.058035
alpha_loc_1433_pop_0,0.000540,0.000579,-0.058991,0.059283
alpha_loc_1434_pop_0,0.000379,0.000169,-0.060255,0.059515
alpha_loc_1435_pop_0,-0.000603,-0.000236,-0.061203,0.059648
alpha_loc_1436_pop_0,-0.000451,-0.000375,-0.059647,0.058473
alpha_loc_1437_pop_0,-0.000189,-0.000432,-0.061370,0.059319
alpha_loc_1438_pop_0,0.001639,0.001090,-0.056641,0.062246
alpha_loc_1439_pop_0,0.000530,0.000102,-0.056910,0.059895
alpha_loc_1440_pop_0,-0.000113,0.000136,-0.059903,0.060163
alpha_loc_1441_pop_0,-0.000726,-0.000424,-0.059387,0.057991
alpha_loc_1442_pop_0,0.000590,0.000540,-0.056506,0.058994
alpha_loc_1443_pop_0,0.000160,0.000119,-0.057162,0.058762
alpha_loc_1444_pop_0,0.000559,0.000442,-0.058131,0.060142
alpha_loc_1445_pop_0,0.000226,0.000113,-0.060111,0.061665
alpha_loc_1446_pop_0,-0.000475,-0.000564,-0.059896,0.058167
alpha_loc_1447_pop_0,-0.000127,-0.000493,-0.057787,0.058542
alpha_loc_1448_pop_0,0.000392,0.000489,-0.057451,0.057821
alpha_loc_1449_pop_0,0.000441,0.000445,-0.058336,0.059809
alpha_loc_1450_pop_0,-0.000213,-0.000022,-0.061971,0.060092
alpha_loc_1451_pop_0,0.000860,0.000793,-0.058451,0.060326
alpha_loc_1452_pop_0,-0.000257,-0.000458,-0.060314,0.058338
alpha_loc_1453_pop_0,0.000262,0.000088,-0.057939,0.059001
alpha_loc_1454_pop_0,0.000359,0.000153,-0.057782,0.059681
alpha_loc_1455_pop_0,0.001125,0.001036,-0.058312,0.060343
alpha_loc_1456_pop_0,0.000111,0.000222,-0.058181,0.057716
alpha_loc_1457_pop_0,-0.000016,-0.000203,-0.059729,0.059824
alpha_loc_1458_pop_0,-0.000100,-0.000240,-0.058928,0.058449
alpha_loc_1459_pop_0,0.000722,0.000740,-0.058253,0.058442
alpha_loc_1460_pop_0,0.000075,-0.000018,-0.058542,0.058638
alpha_loc_1461_pop_0,-0.000433,-0.000382,-0.060489,0.057799
alpha_loc_1462_pop_0,0.000173,-0.000098,-0.057596,0.059628
alpha_loc_1463_pop_0,0.000195,0.000289,-0.059948,0.058053
alpha_loc_1464_pop_0,0.000052,0.000315,-0.060245,0.060632
alpha_loc_1465_pop_0,0.000154,0.000426,-0.060818,0.059722
alpha_loc_1466_pop_0,0.000935,0.000502,-0.058266,0.061339
alpha_loc_1467_pop_0,-0.000246,-0.000289,-0.059487,0.061044
alpha_loc_1468_pop_0,0.000777,0.000267,-0.058927,0.061122
alpha_loc_1469_pop_0,0.000245,0.000176,-0.059787,0.059460
alpha_loc_1470_pop_0,-0.000071,0.000049,-0.057434,0.060456
alpha_loc_1471_pop_0,-0.000092,0.000095,-0.059603,0.059197
alpha_loc_1472_pop_0,0.000156,0.000192,-0.060201,0.059084
alpha_loc_1473_pop_0,0.000163,0.000229,-0.056965,0.057964
alpha_loc_1474_pop_0,-0.000116,0.000184,-0.060002,0.058623
alpha_loc_1475_pop_0,0.000582,0.000624,-0.057910,0.059075
alpha_loc_1476_pop_0,0.000262,0.000423,-0.059389,0.060980
alpha_loc_1477_pop_0,-0.000287,-0.000110,-0.058705,0.057555
alpha_loc_1478_pop_0,0.000059,-0.000072,-0.059584,0.058637
alpha_loc_1479_pop_0,-0.000042,0.000365,-0.060307,0.058353
alpha_loc_1480_pop_0,0.000147,0.000069,-0.059411,0.058772
alpha_loc_1481_pop_0,0.000457,0.000560,-0.057940,0.058719
alpha_loc_1482_pop_0,-0.000255,-0.000217,-0.059858,0.059369
alpha_loc_1483_pop_0,-0.000006,-0.000340,-0.060783,0.059900
alpha_loc_1484_pop_0,-0.000135,-0.000270,-0.057767,0.058181
alpha_loc_1485_pop_0,0.000311,0.000364,-0.059264,0.060278
alpha_loc_1486_pop_0,-0.000487,-0.000451,-0.060044,0.059796
alpha_loc_1487_pop_0,-0.000278,0.000097,-0.060231,0.058730
alpha_loc_1488_pop_0,-0.000220,0.000067,-0.061752,0.058526
alpha_loc_1489_pop_0,0.000341,-0.000066,-0.058442,0.059792
alpha_loc_1490_pop_0,-0.000080,-0.000174,-0.056762,0.060519
alpha_loc_1491_pop_0,0.002212,0.001768,-0.056595,0.061759
alpha_loc_1492_pop_0,-0.000201,-0.000059,-0.059374,0.059148
alpha_loc_1493_pop_0,0.000180,0.000116,-0.060349,0.061350
alpha_loc_1494_pop_0,0.000460,0.000338,-0.056769,0.058613
alpha_loc_1495_pop_0,0.000649,0.000716,-0.057689,0.060038
alpha_loc_1496_pop_0,-0.000620,-0.000463,-0.059676,0.057381
alpha_loc_1497_pop_0,-0.000398,-0.000522,-0.059840,0.059401
alpha_loc_1498_pop_0,-0.000446,-0.000524,-0.060493,0.059215
alpha_loc_1499_pop_0,0.001179,0.000916,-0.057071,0.059192
alpha_loc_1500_pop_0,0.000241,0.000029,-0.059771,0.058465
alpha_loc_1501_pop_0,-0.000124,0.000001,-0.059569,0.059274
alpha_loc_1502_pop_0,-0.000561,-0.000402,-0.059594,0.058334
alpha_loc_1503_pop_0,0.000583,0.000468,-0.057583,0.058521
alpha_loc_1504_pop_0,-0.001598,-0.001472,-0.061555,0.057537
alpha_loc_1505_pop_0,-0.000602,-0.000450,-0.059370,0.057592
alpha_loc_1506_pop_0,-0.000170,-0.000312,-0.060561,0.059224
alpha_loc_1507_pop_0,-0.000064,-0.000189,-0.058675,0.059097
alpha_loc_1508_pop_0,-0.000301,-0.000076,-0.060058,0.059569
alpha_loc_1509_pop_0,-0.000015,-0.000197,-0.058180,0.059314
alpha_loc_1510_pop_0,0.000159,0.000174,-0.059778,0.060620
alpha_loc_1511_pop_0,0.000404,0.000115,-0.058353,0.059164
alpha_loc_1512_pop_0,-0.000491,-0.000109,-0.058724,0.057400
alpha_loc_1513_pop_0,-0.000248,-0.000114,-0.059739,0.057520
alpha_loc_1514_pop_0,0.000143,-0.000147,-0.058342,0.060795
alpha_loc_1515_pop_0,-0.000141,-0.000327,-0.059332,0.058995
alpha_loc_1516_pop_0,-0.000330,-0.000338,-0.059697,0.058892
alpha_loc_1517_pop_0,-0.000592,-0.000231,-0.061179,0.058529
alpha_loc_1518_pop_0,-0.000027,-0.000129,-0.060925,0.060719
alpha_loc_1519_pop_0,-0.000325,-0.000044,-0.059913,0.058017
alpha_loc_1520_pop_0,0.000139,0.000045,-0.059209,0.059230
alpha_loc_1521_pop_0,-0.000506,-0.000183,-0.059010,0.057576
alpha_loc_1522_pop_0,-0.000310,-0.000360,-0.059178,0.059096
alpha_loc_1523_pop_0,0.000135,0.000411,-0.060166,0.060523
alpha_loc_1524_pop_0,0.000514,0.000310,-0.058375,0.060181
alpha_loc_1525_pop_0,0.000359,0.000237,-0.059053,0.060290
alpha_loc_1526_pop_0,0.000124,0.000161,-0.057667,0.057860
alpha_loc_1527_pop_0,-0.000961,-0.000430,-0.060630,0.056918
alpha_loc_1528_pop_0,0.000283,0.000193,-0.058036,0.059899
alpha_loc_1529_pop_0,0.000604,0.000724,-0.058233,0.059214
alpha_loc_1530_pop_0,0.001297,0.000742,-0.055528,0.060536
alpha_loc_1531_pop_0,0.001745,0.001523,-0.057123,0.060222
alpha_loc_1532_pop_0,0.000032,-0.000206,-0.058202,0.060181
alpha_loc_1533_pop_0,-0.000077,-0.000212,-0.060270,0.059430
alpha_loc_1534_pop_0,0.000130,0.000356,-0.058380,0.057166
alpha_loc_1535_pop_0,0.000487,0.000373,-0.057029,0.060402
alpha_loc_1536_pop_0,-0.000023,0.000345,-0.059960,0.059260
alpha_loc_1537_pop_0,0.000869,0.000335,-0.058435,0.060830
alpha_loc_1538_pop_0,-0.000644,-0.000241,-0.059939,0.058688
alpha_loc_1539_pop_0,0.000036,-0.000174,-0.059444,0.059362
alpha_loc_1540_pop_0,0.000575,0.000576,-0.057959,0.059836
alpha_loc_1541_pop_0,0.001143,0.001164,-0.058488,0.058970
alpha_loc_1542_pop_0,0.000452,-0.000089,-0.057179,0.061161
alpha_loc_1543_pop_0,0.000587,0.000182,-0.058307,0.060305
alpha_loc_1544_pop_0,-0.000055,-0.000337,-0.058855,0.058484
alpha_loc_1545_pop_0,0.001135,0.000929,-0.056180,0.060564
alpha_loc_1546_pop_0,-0.000193,0.000026,-0.059083,0.058656
alpha_loc_1547_pop_0,-0.000480,-0.000219,-0.060139,0.058787
alpha_loc_1548_pop_0,-0.002127,-0.001837,-0.062407,0.056489
alpha_loc_1549_pop_0,-0.000412,-0.000624,-0.058816,0.058889
alpha_loc_1550_pop_0,-0.000056,-0.000128,-0.061867,0.061033
alpha_loc_1551_pop_0,-0.000952,-0.000734,-0.060027,0.056938
alpha_loc_1552_pop_0,-0.000059,-0.000379,-0.057964,0.059221
alpha_loc_1553_pop_0,0.000011,-0.000182,-0.060003,0.059669
alpha_loc_1554_pop_0,0.000021,0.000130,-0.059714,0.060912
alpha_loc_1555_pop_0,0.000571,0.000758,-0.057836,0.060827
alpha_loc_1556_pop_0,0.000120,0.000205,-0.059459,0.059078
alpha_loc_1557_pop_0,-0.000230,-0.000124,-0.059697,0.058437
alpha_loc_1558_pop_0,0.002161,0.001595,-0.055880,0.063127
alpha_loc_1559_pop_0,-0.000272,-0.000231,-0.059538,0.057560
alpha_loc_1560_pop_0,0.000221,-0.000122,-0.058285,0.060619
alpha_loc_1561_pop_0,-0.000222,-0.000289,-0.060517,0.058972
alpha_loc_1562_pop_0,-0.000097,0.000104,-0.058653,0.058473
alpha_loc_1563_pop_0,0.000144,-0.000174,-0.060615,0.060051
alpha_loc_1564_pop_0,-0.000602,-0.000639,-0.061073,0.058906
alpha_loc_1565_pop_0,-0.000336,-0.000220,-0.060017,0.057427
alpha_loc_1566_pop_0,0.000238,0.000248,-0.059368,0.059578
alpha_loc_1567_pop_0,-0.000856,-0.000531,-0.058938,0.056335
alpha_loc_1568_pop_0,-0.000529,-0.000218,-0.060263,0.057849
alpha_loc_1569_pop_0,0.000226,-0.000020,-0.057769,0.060362
alpha_loc_1570_pop_0,-0.000237,-0.000338,-0.059326,0.058914
alpha_loc_1571_pop_0,-0.000512,-0.000205,-0.060992,0.058788
alpha_loc_1572_pop_0,-0.000517,-0.000082,-0.059125,0.057824
alpha_loc_1573_pop_0,0.000125,0.000061,-0.058503,0.057949
alpha_loc_1574_pop_0,-0.000307,-0.000095,-0.058635,0.057490
alpha_loc_1575_pop_0,0.000262,-0.000063,-0.056776,0.061321
alpha_loc_1576_pop_0,-0.002248,-0.001849,-0.062769,0.056450
alpha_loc_1577_pop_0,-0.000224,-0.000299,-0.058458,0.060650
alpha_loc_1578_pop_0,0.001778,0.001440,-0.056152,0.061304
alpha_loc_1579_pop_0,-0.000351,-0.000333,-0.058674,0.059148
alpha_loc_1580_pop_0,-0.000395,0.000192,-0.058791,0.057204
alpha_loc_1581_pop_0,-0.000436,-0.000470,-0.060353,0.058621
alpha_loc_1582_pop_0,-0.000485,-0.000280,-0.061470,0.058163
alpha_loc_1583_pop_0,-0.000823,-0.000366,-0.063726,0.058059
alpha_loc_1584_pop_0,0.000176,0.000139,-0.057569,0.059852
alpha_loc_1585_pop_0,0.000508,0.000520,-0.058594,0.058967
alpha_loc_1586_pop_0,-0.000121,-0.000426,-0.058832,0.060467
alpha_loc_1587_pop_0,-0.000783,-0.000984,-0.060941,0.058179
alpha_loc_1588_pop_0,0.000050,-0.000054,-0.058349,0.060733
alpha_loc_1589_pop_0,-0.000576,-0.000553,-0.061169,0.058429
alpha_loc_1590_pop_0,0.000261,0.000349,-0.058947,0.059055
alpha_loc_1591_pop_0,-0.002105,-0.002170,-0.060596,0.055665
alpha_loc_1592_pop_0,0.000112,-0.000144,-0.059529,0.058973
alpha_loc_1593_pop_0,0.000407,0.000362,-0.059487,0.060217
alpha_loc_1594_pop_0,0.000608,0.000825,-0.056563,0.059789
alpha_loc_1595_pop_0,0.000247,-0.000017,-0.057481,0.060650
alpha_loc_1596_pop_0,-0.000116,0.000433,-0.060901,0.056943
alpha_loc_1597_pop_0,0.000479,0.000558,-0.059024,0.059814
alpha_loc_1598_pop_0,-0.000686,-0.000761,-0.059631,0.058132
alpha_loc_1599_pop_0,0.000204,0.000065,-0.058771,0.059608
alpha_loc_1600_pop_0,0.000516,0.000538,-0.058453,0.060760
alpha_loc_1601_pop_0,-0.000836,-0.000688,-0.060620,0.057612
alpha_loc_1602_pop_0,0.000352,0.000306,-0.059221,0.060022
alpha_loc_1603_pop_0,-0.001606,-0.001122,-0.060566,0.055325
alpha_loc_1604_pop_0,0.000113,-0.000011,-0.060754,0.059232
alpha_loc_1605_pop_0,-0.000084,-0.000072,-0.059623,0.059106
alpha_loc_1606_pop_0,-0.000583,-0.000386,-0.060877,0.059380
alpha_loc_1607_pop_0,-0.000279,-0.000286,-0.060267,0.059456
alpha_loc_1608_pop_0,0.002123,0.001495,-0.055226,0.061756
alpha_loc_1609_pop_0,0.001527,0.001119,-0.057366,0.063444
alpha_loc_1610_pop_0,0.000270,0.000385,-0.059185,0.058582
alpha_loc_1611_pop_0,0.000343,-0.000058,-0.056827,0.060640
alpha_loc_1612_pop_0,0.000537,0.000592,-0.058574,0.060402
