param,mean,median,0.950_CI_LB,0.950_CI_UB
beta_loc_1300_pop_0,0.000655,-0.000507,-0.100772,0.108855
beta_loc_1301_pop_0,0.000630,0.000695,-0.106999,0.109642
beta_loc_1302_pop_0,0.000257,0.000490,-0.105581,0.107632
beta_loc_1303_pop_0,0.000039,0.001111,-0.108549,0.104952
beta_loc_1304_pop_0,0.002320,0.001338,-0.100682,0.114951
beta_loc_1305_pop_0,0.000044,0.000186,-0.106912,0.108003
beta_loc_1306_pop_0,-0.000006,-0.000535,-0.107774,0.110088
beta_loc_1307_pop_0,0.000903,0.000644,-0.101798,0.106698
beta_loc_1308_pop_0,0.003965,0.002019,-0.098784,0.117615
beta_loc_1309_pop_0,-0.000626,-0.000228,-0.111388,0.109686
beta_loc_1310_pop_0,-0.000027,0.000058,-0.106038,0.110313
beta_loc_1311_pop_0,0.000957,0.000616,-0.104798,0.108765
beta_loc_1312_pop_0,-0.000141,0.000147,-0.107230,0.105897
beta_loc_1313_pop_0,-0.001018,-0.000604,-0.109570,0.104700
beta_loc_1314_pop_0,-0.001289,-0.000951,-0.107979,0.102242
beta_loc_1315_pop_0,0.002591,0.001854,-0.105016,0.107529
beta_loc_1316_pop_0,0.000162,0.000396,-0.106234,0.105804
beta_loc_1317_pop_0,0.000046,0.000233,-0.105079,0.104694
beta_loc_1318_pop_0,0.000173,0.000188,-0.104275,0.104786
beta_loc_1319_pop_0,0.000744,0.000680,-0.107140,0.107617
beta_loc_1320_pop_0,-0.000726,-0.000160,-0.111882,0.108795
beta_loc_1321_pop_0,0.000020,-0.000677,-0.107808,0.105852
beta_loc_1322_pop_0,0.000323,0.000227,-0.104246,0.113476
beta_loc_1323_pop_0,-0.001198,-0.000716,-0.108543,0.104674
beta_loc_1324_pop_0,0.001056,0.000497,-0.104305,0.108398
beta_loc_1325_pop_0,0.000646,0.000573,-0.108351,0.107501
beta_loc_1326_pop_0,0.000784,0.000718,-0.106853,0.108858
beta_loc_1327_pop_0,-0.003602,-0.002087,-0.116577,0.098963
beta_loc_1328_pop_0,0.000045,-0.000279,-0.103370,0.103236
beta_loc_1329_pop_0,-0.000019,-0.000001,-0.107044,0.109071
beta_loc_1330_pop_0,0.000642,-0.000231,-0.101970,0.113077
beta_loc_1331_pop_0,-0.000149,-0.000212,-0.103426,0.106579
beta_loc_1332_pop_0,0.000533,0.000182,-0.104180,0.113085
beta_loc_1333_pop_0,-0.000141,-0.000248,-0.113131,0.106599
beta_loc_1334_pop_0,-0.000405,-0.000045,-0.107764,0.100564
beta_loc_1335_pop_0,0.000380,-0.000053,-0.104351,0.110614
beta_loc_1336_pop_0,-0.000332,-0.000093,-0.109232,0.109190
beta_loc_1337_pop_0,0.000340,0.000264,-0.107467,0.108447
beta_loc_1338_pop_0,-0.000167,-0.000316,-0.108997,0.108396
beta_loc_1339_pop_0,-0.000046,0.000867,-0.109213,0.106979
beta_loc_1340_pop_0,-0.000578,-0.000382,-0.109665,0.105000
beta_loc_1341_pop_0,-0.000582,0.000159,-0.109481,0.105527
beta_loc_1342_pop_0,0.000336,0.000005,-0.109560,0.111967
beta_loc_1343_pop_0,0.000095,-0.000008,-0.106532,0.106672
beta_loc_1344_pop_0,0.000035,-0.000184,-0.105355,0.105027
beta_loc_1345_pop_0,-0.000585,-0.000415,-0.108958,0.106586
beta_loc_1346_pop_0,-0.000372,-0.000498,-0.109156,0.111929
beta_loc_1347_pop_0,0.000960,0.000999,-0.108349,0.108805
beta_loc_1348_pop_0,0.000383,0.000063,-0.102845,0.104515
beta_loc_1349_pop_0,0.000881,0.000263,-0.104305,0.112859
beta_loc_1350_pop_0,-0.000179,-0.000678,-0.103466,0.108926
beta_loc_1351_pop_0,-0.000760,-0.000509,-0.106911,0.105298
beta_loc_1352_pop_0,0.000435,-0.000101,-0.109438,0.110564
beta_loc_1353_pop_0,0.000844,0.000034,-0.105014,0.110885
beta_loc_1354_pop_0,-0.000506,0.000158,-0.109097,0.103739
beta_loc_1355_pop_0,0.001799,0.000588,-0.101057,0.110355
beta_loc_1356_pop_0,-0.000244,-0.000129,-0.106183,0.103376
beta_loc_1357_pop_0,-0.000268,-0.000756,-0.104027,0.107843
beta_loc_1358_pop_0,0.000112,0.000327,-0.106631,0.106014
beta_loc_1359_pop_0,0.000393,0.000737,-0.107750,0.107784
beta_loc_1360_pop_0,0.000573,0.000395,-0.103595,0.110629
beta_loc_1361_pop_0,0.001057,0.000440,-0.101607,0.108169
beta_loc_1362_pop_0,-0.000771,-0.000345,-0.108800,0.107690
beta_loc_1363_pop_0,0.000685,0.000160,-0.107560,0.107912
beta_loc_1364_pop_0,0.000354,0.000321,-0.109796,0.108442
beta_loc_1365_pop_0,0.000102,0.000150,-0.107045,0.106201
beta_loc_1366_pop_0,-0.000113,-0.000099,-0.107187,0.104490
beta_loc_1367_pop_0,0.000506,0.000752,-0.105440,0.109736
beta_loc_1368_pop_0,0.000109,0.000308,-0.104871,0.107343
beta_loc_1369_pop_0,0.000642,-0.000094,-0.105113,0.111111
beta_loc_1370_pop_0,0.000184,0.000396,-0.105932,0.110500
beta_loc_1371_pop_0,0.000418,-0.000018,-0.107475,0.108275
beta_loc_1372_pop_0,-0.000680,-0.000878,-0.106675,0.104002
beta_loc_1373_pop_0,0.000699,0.000520,-0.103198,0.105693
beta_loc_1374_pop_0,-0.001501,-0.001468,-0.109029,0.104919
beta_loc_1375_pop_0,-0.000607,-0.000518,-0.107433,0.103657
beta_loc_1376_pop_0,-0.000129,0.000218,-0.103857,0.104628
beta_loc_1377_pop_0,0.002171,0.001126,-0.099608,0.115689
beta_loc_1378_pop_0,0.000040,0.000188,-0.107670,0.107698
beta_loc_1379_pop_0,-0.000145,0.000213,-0.104989,0.107307
beta_loc_1380_pop_0,-0.000888,-0.000646,-0.109203,0.105616
beta_loc_1381_pop_0,-0.000193,0.000195,-0.107068,0.106175
beta_loc_1382_pop_0,0.000242,-0.000102,-0.110407,0.108770
beta_loc_1383_pop_0,0.000225,0.000101,-0.108750,0.108020
beta_loc_1384_pop_0,-0.000351,-0.000078,-0.106276,0.102861
beta_loc_1385_pop_0,0.000440,0.000397,-0.104570,0.107125
beta_loc_1386_pop_0,0.003074,0.002639,-0.099180,0.109425
beta_loc_1387_pop_0,0.001801,0.001246,-0.104265,0.108565
beta_loc_1388_pop_0,0.000899,0.000780,-0.102501,0.107934
beta_loc_1389_pop_0,-0.000956,0.000153,-0.107294,0.104149
beta_loc_1390_pop_0,0.000755,0.000135,-0.103074,0.106514
beta_loc_1391_pop_0,-0.000030,-0.000302,-0.105780,0.107896
beta_loc_1392_pop_0,0.000101,0.000084,-0.105868,0.106969
beta_loc_1393_pop_0,0.000780,0.000478,-0.107573,0.110066
beta_loc_1394_pop_0,0.000576,0.000740,-0.104139,0.102142
beta_loc_1395_pop_0,0.000583,0.000378,-0.107000,0.112453
beta_loc_1396_pop_0,0.000201,-0.000050,-0.107582,0.108242
beta_loc_1397_pop_0,0.002735,0.001887,-0.104194,0.114362
beta_loc_1398_pop_0,0.000216,0.000631,-0.107025,0.105175
beta_loc_1399_pop_0,0.000801,0.000655,-0.103520,0.110798
beta_loc_1400_pop_0,0.000342,0.000231,-0.103128,0.102799
beta_loc_1401_pop_0,-0.000816,-0.000849,-0.112382,0.107605
beta_loc_1402_pop_0,-0.001082,0.000193,-0.110889,0.104361
beta_loc_1403_pop_0,-0.000347,0.000294,-0.106307,0.105038
beta_loc_1404_pop_0,-0.000523,-0.000260,-0.103404,0.108306
beta_loc_1405_pop_0,0.000699,-0.000332,-0.104659,0.110236
beta_loc_1406_pop_0,0.000741,0.000243,-0.104377,0.108454
beta_loc_1407_pop_0,-0.000461,-0.000504,-0.106386,0.107082
beta_loc_1408_pop_0,-0.000027,-0.000234,-0.106240,0.111184
beta_loc_1409_pop_0,-0.001692,-0.001298,-0.108009,0.102206
beta_loc_1410_pop_0,0.001043,0.000494,-0.107569,0.111173
beta_loc_1411_pop_0,0.000534,0.000153,-0.103287,0.106490
beta_loc_1412_pop_0,-0.000019,-0.000378,-0.106608,0.110183
beta_loc_1413_pop_0,-0.001315,-0.000548,-0.106125,0.103361
beta_loc_1414_pop_0,-0.001202,-0.000932,-0.109302,0.108420
beta_loc_1415_pop_0,-0.005415,-0.003288,-0.121704,0.097943
beta_loc_1416_pop_0,-0.000491,-0.000681,-0.108398,0.105941
beta_loc_1417_pop_0,-0.001033,-0.000295,-0.111441,0.109060
beta_loc_1418_pop_0,0.000272,-0.000009,-0.106996,0.109659
beta_loc_1419_pop_0,-0.000232,-0.000091,-0.104306,0.104632
beta_loc_1420_pop_0,-0.000289,-0.000244,-0.108241,0.106327
beta_loc_1421_pop_0,-0.000118,-0.000298,-0.108532,0.105508
beta_loc_1422_pop_0,0.000302,-0.000097,-0.105822,0.110996
beta_loc_1423_pop_0,-0.001605,-0.001174,-0.109697,0.102924
beta_loc_1424_pop_0,-0.000716,-0.000488,-0.108903,0.107321
beta_loc_1425_pop_0,0.000235,0.000179,-0.105979,0.107646
beta_loc_1426_pop_0,-0.000466,0.000077,-0.111185,0.105790
beta_loc_1427_pop_0,-0.000042,0.000435,-0.108444,0.107363
beta_loc_1428_pop_0,-0.005746,-0.004282,-0.116304,0.093508
beta_loc_1429_pop_0,-0.000318,0.000094,-0.115893,0.109496
beta_loc_1430_pop_0,0.000952,0.000522,-0.103774,0.112014
beta_loc_1431_pop_0,-0.000973,-0.000412,-0.111561,0.104654
beta_loc_1432_pop_0,-0.000564,-0.000471,-0.107300,0.107115
beta_loc_1433_pop_0,-0.000170,-0.000921,-0.108064,0.107033
beta_loc_1434_pop_0,-0.000385,-0.000491,-0.106011,0.104303
beta_loc_1435_pop_0,0.000807,0.000480,-0.104852,0.109206
beta_loc_1436_pop_0,0.000801,-0.000317,-0.100779,0.109134
beta_loc_1437_pop_0,0.000167,0.000042,-0.106984,0.109521
beta_loc_1438_pop_0,-0.000418,-0.000732,-0.104773,0.106785
beta_loc_1439_pop_0,0.000661,-0.000918,-0.100703,0.110609
beta_loc_1440_pop_0,0.000076,-0.000016,-0.104238,0.106823
beta_loc_1441_pop_0,-0.000526,-0.000619,-0.107298,0.105154
beta_loc_1442_pop_0,0.000974,0.000495,-0.107658,0.110207
beta_loc_1443_pop_0,0.000523,-0.000005,-0.102092,0.101287
beta_loc_1444_pop_0,0.001298,0.001243,-0.104302,0.111485
beta_loc_1445_pop_0,-0.000058,-0.000529,-0.107984,0.111115
beta_loc_1446_pop_0,-0.001358,-0.001143,-0.107833,0.099075
beta_loc_1447_pop_0,-0.000598,-0.000634,-0.108273,0.108399
beta_loc_1448_pop_0,0.000748,0.000470,-0.105671,0.108477
beta_loc_1449_pop_0,-0.000407,0.000213,-0.110331,0.105184
beta_loc_1450_pop_0,0.000150,-0.000058,-0.107303,0.107984
beta_loc_1451_pop_0,0.000356,0.000377,-0.111479,0.110381
beta_loc_1452_pop_0,-0.000045,-0.000165,-0.110293,0.108621
beta_loc_1453_pop_0,-0.001375,-0.000467,-0.112734,0.101814
beta_loc_1454_pop_0,0.000910,0.000547,-0.105195,0.106443
beta_loc_1455_pop_0,-0.007156,-0.004305,-0.123406,0.090370
beta_loc_1456_pop_0,-0.001201,-0.000628,-0.108158,0.105423
beta_loc_1457_pop_0,0.000540,0.000379,-0.102385,0.110423
beta_loc_1458_pop_0,0.000166,0.000474,-0.105519,0.103636
beta_loc_1459_pop_0,0.000501,0.000819,-0.102824,0.105095
beta_loc_1460_pop_0,0.005025,0.003287,-0.096382,0.116899
beta_loc_1461_pop_0,-0.001302,-0.001043,-0.108752,0.105078
beta_loc_1462_pop_0,-0.000602,-0.000407,-0.106836,0.105514
beta_loc_1463_pop_0,0.000570,0.000062,-0.104297,0.110643
beta_loc_1464_pop_0,0.000261,0.000338,-0.106989,0.108295
beta_loc_1465_pop_0,0.000127,-0.000227,-0.103715,0.103612
beta_loc_1466_pop_0,-0.000878,-0.000815,-0.110036,0.104676
beta_loc_1467_pop_0,0.000510,0.000598,-0.108784,0.113097
beta_loc_1468_pop_0,0.000894,-0.000071,-0.105831,0.108939
beta_loc_1469_pop_0,0.000011,-0.000060,-0.105859,0.105703
beta_loc_1470_pop_0,-0.000522,-0.000056,-0.109556,0.103758
beta_loc_1471_pop_0,-0.000160,-0.000224,-0.110932,0.107233
beta_loc_1472_pop_0,-0.000746,-0.000155,-0.108482,0.105680
beta_loc_1473_pop_0,0.000101,0.000305,-0.108178,0.108644
beta_loc_1474_pop_0,0.001962,0.001209,-0.100374,0.111934
beta_loc_1475_pop_0,0.000857,0.000731,-0.104948,0.107787
beta_loc_1476_pop_0,0.001295,0.001108,-0.106794,0.107133
beta_loc_1477_pop_0,0.001542,0.000500,-0.100314,0.108535
beta_loc_1478_pop_0,0.000149,0.000626,-0.108521,0.107384
beta_loc_1479_pop_0,-0.000953,-0.000247,-0.109493,0.101116
beta_loc_1480_pop_0,0.000005,-0.000506,-0.105633,0.109061
beta_loc_1481_pop_0,-0.000007,-0.000033,-0.104111,0.107823
beta_loc_1482_pop_0,-0.000006,-0.000343,-0.106013,0.107551
beta_loc_1483_pop_0,-0.000379,-0.000202,-0.109355,0.106434
beta_loc_1484_pop_0,0.000857,0.000090,-0.102946,0.114056
beta_loc_1485_pop_0,0.000446,0.000944,-0.106458,0.109435
beta_loc_1486_pop_0,-0.000803,0.000077,-0.104973,0.104540
beta_loc_1487_pop_0,0.000810,0.000123,-0.106651,0.110796
beta_loc_1488_pop_0,0.000280,-0.000608,-0.103946,0.109211
beta_loc_1489_pop_0,-0.001093,-0.000929,-0.109385,0.103475
beta_loc_1490_pop_0,0.000411,0.000140,-0.104377,0.107190
beta_loc_1491_pop_0,-0.000526,-0.000289,-0.107615,0.105488
beta_loc_1492_pop_0,0.000491,-0.000006,-0.105090,0.108542
beta_loc_1493_pop_0,-0.002091,-0.001571,-0.112363,0.100961
beta_loc_1494_pop_0,0.000421,0.000556,-0.107790,0.106977
beta_loc_1495_pop_0,-0.013290,-0.007874,-0.141330,0.078188
beta_loc_1496_pop_0,0.000152,-0.000497,-0.110767,0.109168
beta_loc_1497_pop_0,0.000769,0.000856,-0.108052,0.106086
beta_loc_1498_pop_0,-0.001360,-0.001228,-0.110913,0.102679
beta_loc_1499_pop_0,0.000036,-0.000661,-0.104388,0.105836
beta_loc_1500_pop_0,0.001394,0.000381,-0.100390,0.110372
beta_loc_1501_pop_0,-0.000397,-0.000118,-0.112608,0.104348
beta_loc_1502_pop_0,0.000405,0.000186,-0.111410,0.110560
beta_loc_1503_pop_0,-0.000866,-0.000243,-0.110014,0.104827
beta_loc_1504_pop_0,0.005542,0.003363,-0.096040,0.123665
beta_loc_1505_pop_0,-0.000478,-0.000439,-0.105244,0.104899
beta_loc_1506_pop_0,-0.000229,0.000063,-0.109127,0.108311
beta_loc_1507_pop_0,0.000148,-0.000769,-0.104092,0.110823
beta_loc_1508_pop_0,0.000300,0.000294,-0.107583,0.107543
beta_loc_1509_pop_0,-0.000133,-0.000377,-0.105342,0.108787
beta_loc_1510_pop_0,-0.000964,-0.000672,-0.110251,0.106801
beta_loc_1511_pop_0,-0.000488,-0.000216,-0.108128,0.105874
beta_loc_1512_pop_0,0.001805,0.000708,-0.099885,0.109131
beta_loc_1513_pop_0,-0.000301,-0.000229,-0.108258,0.104140
beta_loc_1514_pop_0,-0.001672,-0.000812,-0.109972,0.103452
beta_loc_1515_pop_0,-0.000234,-0.000280,-0.108846,0.105024
beta_loc_1516_pop_0,0.001383,0.000238,-0.104237,0.109467
beta_loc_1517_pop_0,-0.000332,-0.000158,-0.106274,0.103597
beta_loc_1518_pop_0,0.001170,0.000879,-0.101016,0.111247
beta_loc_1519_pop_0,-0.000816,-0.000586,-0.106571,0.105624
beta_loc_1520_pop_0,-0.000881,-0.000031,-0.109640,0.106110
beta_loc_1521_pop_0,0.000322,-0.000640,-0.106569,0.108075
beta_loc_1522_pop_0,-0.000119,-0.000726,-0.106667,0.106874
beta_loc_1523_pop_0,-0.001144,-0.000746,-0.108337,0.101646
beta_loc_1524_pop_0,0.000933,0.000741,-0.107030,0.109908
beta_loc_1525_pop_0,0.000669,0.000004,-0.105303,0.110663
beta_loc_1526_pop_0,-0.000051,-0.000230,-0.105311,0.104181
beta_loc_1527_pop_0,0.001477,0.000602,-0.102055,0.107103
beta_loc_1528_pop_0,-0.000139,-0.000405,-0.102900,0.104675
beta_loc_1529_pop_0,0.000076,-0.000527,-0.106357,0.106478
beta_loc_1530_pop_0,0.000055,0.000193,-0.107087,0.105803
beta_loc_1531_pop_0,-0.001786,-0.000802,-0.110929,0.102922
beta_loc_1532_pop_0,-0.000037,-0.000073,-0.102090,0.104650
beta_loc_1533_pop_0,-0.001429,-0.000851,-0.109409,0.101619
beta_loc_1534_pop_0,0.000136,0.000163,-0.103387,0.105474
beta_loc_1535_pop_0,-0.001334,-0.000316,-0.112304,0.103491
beta_loc_1536_pop_0,0.000481,0.000348,-0.101172,0.105144
beta_loc_1537_pop_0,0.003514,0.001819,-0.094663,0.110114
beta_loc_1538_pop_0,-0.000197,-0.000203,-0.105732,0.108637
beta_loc_1539_pop_0,-0.001230,-0.000939,-0.113587,0.103618
beta_loc_1540_pop_0,-0.000583,-0.000363,-0.106977,0.109431
beta_loc_1541_pop_0,-0.000020,0.000292,-0.110163,0.104988
beta_loc_1542_pop_0,0.000494,0.000366,-0.104208,0.108263
beta_loc_1543_pop_0,-0.000187,0.000345,-0.109377,0.104883
beta_loc_1544_pop_0,-0.001185,-0.000891,-0.110226,0.107043
beta_loc_1545_pop_0,0.000142,0.000241,-0.104426,0.107690
beta_loc_1546_pop_0,-0.000661,-0.000014,-0.105775,0.105645
beta_loc_1547_pop_0,0.000103,-0.000197,-0.102968,0.111362
beta_loc_1548_pop_0,-0.001590,-0.001446,-0.109955,0.103474
beta_loc_1549_pop_0,-0.001652,-0.001108,-0.113309,0.105087
beta_loc_1550_pop_0,0.000883,0.000612,-0.106609,0.109403
beta_loc_1551_pop_0,0.005517,0.003161,-0.093422,0.120188
beta_loc_1552_pop_0,-0.000271,0.000252,-0.108118,0.103478
beta_loc_1553_pop_0,0.000585,-0.000073,-0.103198,0.108156
beta_loc_1554_pop_0,-0.001231,-0.001080,-0.108539,0.105415
beta_loc_1555_pop_0,-0.000281,-0.000168,-0.106420,0.106152
beta_loc_1556_pop_0,-0.000662,-0.000354,-0.106235,0.102409
beta_loc_1557_pop_0,-0.000665,-0.000394,-0.107190,0.106380
beta_loc_1558_pop_0,0.001396,0.000263,-0.099510,0.109621
beta_loc_1559_pop_0,-0.000691,-0.000618,-0.107553,0.105364
beta_loc_1560_pop_0,-0.000426,-0.000459,-0.104433,0.105677
beta_loc_1561_pop_0,0.000289,-0.000216,-0.105577,0.106155
beta_loc_1562_pop_0,-0.000107,0.000117,-0.107335,0.106231
beta_loc_1563_pop_0,-0.001071,-0.000941,-0.110031,0.104932
beta_loc_1564_pop_0,-0.000277,0.000243,-0.110033,0.101095
beta_loc_1565_pop_0,-0.000330,-0.000241,-0.103951,0.104145
beta_loc_1566_pop_0,-0.000551,-0.000241,-0.107167,0.105010
beta_loc_1567_pop_0,-0.000505,-0.000472,-0.106214,0.105459
beta_loc_1568_pop_0,-0.000073,-0.000125,-0.105104,0.106680
beta_loc_1569_pop_0,0.000322,0.000220,-0.108645,0.107780
beta_loc_1570_pop_0,0.000465,0.000114,-0.106239,0.105968
beta_loc_1571_pop_0,0.000584,0.000362,-0.103589,0.107894
beta_loc_1572_pop_0,0.000131,0.000302,-0.108950,0.103271
beta_loc_1573_pop_0,0.000230,-0.000434,-0.104744,0.111662
beta_loc_1574_pop_0,-0.000927,0.000005,-0.109650,0.104617
beta_loc_1575_pop_0,-0.001184,-0.001199,-0.107372,0.104276
beta_loc_1576_pop_0,0.002549,0.002010,-0.103688,0.113882
beta_loc_1577_pop_0,-0.000643,-0.000522,-0.110439,0.106891
beta_loc_1578_pop_0,-0.001255,-0.000541,-0.108703,0.106138
beta_loc_1579_pop_0,0.000145,0.000370,-0.109248,0.110623
beta_loc_1580_pop_0,-0.000156,-0.000143,-0.109705,0.106295
beta_loc_1581_pop_0,0.000380,0.000275,-0.104216,0.105256
beta_loc_1582_pop_0,-0.000400,-0.000481,-0.109436,0.108628
beta_loc_1583_pop_0,0.000783,0.000358,-0.102724,0.108670
beta_loc_1584_pop_0,0.000055,-0.000341,-0.105694,0.104546
beta_loc_1585_pop_0,0.000539,0.000111,-0.108175,0.106767
beta_loc_1586_pop_0,-0.000072,0.000495,-0.107102,0.105839
beta_loc_1587_pop_0,0.000611,0.000157,-0.100178,0.106325
beta_loc_1588_pop_0,-0.000601,-0.000237,-0.110811,0.107212
beta_loc_1589_pop_0,0.000237,-0.000095,-0.108639,0.106847
beta_loc_1590_pop_0,-0.000953,-0.000911,-0.105581,0.104696
beta_loc_1591_pop_0,-0.002839,-0.001413,-0.113625,0.101665
beta_loc_1592_pop_0,0.000095,-0.000008,-0.105608,0.107102
beta_loc_1593_pop_0,0.000297,0.000449,-0.104311,0.102891
beta_loc_1594_pop_0,0.000244,0.000603,-0.104816,0.103053
beta_loc_1595_pop_0,-0.000230,-0.000082,-0.106830,0.103412
beta_loc_1596_pop_0,0.000108,0.000387,-0.109145,0.104867
beta_loc_1597_pop_0,0.000441,0.000342,-0.105594,0.106501
beta_loc_1598_pop_0,0.000428,-0.000050,-0.105388,0.105769
beta_loc_1599_pop_0,0.000230,0.000207,-0.108146,0.109726
beta_loc_1600_pop_0,0.000190,-0.000359,-0.104739,0.108397
beta_loc_1601_pop_0,0.000246,0.000214,-0.108274,0.107133
beta_loc_1602_pop_0,-0.000361,-0.000378,-0.105249,0.108797
beta_loc_1603_pop_0,-0.000058,-0.000637,-0.103938,0.106479
beta_loc_1604_pop_0,-0.000204,0.000458,-0.107661,0.105380
beta_loc_1605_pop_0,0.000073,-0.000072,-0.105499,0.106836
beta_loc_1606_pop_0,0.000160,-0.000112,-0.106219,0.108137
beta_loc_1607_pop_0,-0.001010,-0.001549,-0.104238,0.106720
beta_loc_1608_pop_0,-0.000289,-0.000244,-0.109181,0.109871
beta_loc_1609_pop_0,-0.000189,-0.000147,-0.102525,0.105397
beta_loc_1610_pop_0,-0.000106,-0.000141,-0.110174,0.109111
beta_loc_1611_pop_0,0.001009,0.000888,-0.106079,0.112024
beta_loc_1612_pop_0,0.000093,-0.000489,-0.107050,0.110150
beta_loc_1613_pop_0,0.000774,0.000290,-0.105453,0.107928
beta_loc_1614_pop_0,0.001105,0.000887,-0.105347,0.107502
beta_loc_1615_pop_0,-0.001248,-0.000995,-0.110767,0.103272
beta_loc_1616_pop_0,0.001047,0.000833,-0.104320,0.107253
beta_loc_1617_pop_0,-0.001697,-0.001168,-0.113098,0.106974
beta_loc_1618_pop_0,0.000015,0.000231,-0.106134,0.106118
beta_loc_1619_pop_0,-0.000190,-0.000727,-0.106085,0.106576
beta_loc_1620_pop_0,0.000863,0.001070,-0.106768,0.105884
beta_loc_1621_pop_0,-0.002261,-0.001317,-0.112245,0.102271
beta_loc_1622_pop_0,-0.000901,-0.000564,-0.108481,0.103786
beta_loc_1623_pop_0,0.001770,0.001086,-0.104094,0.109863
beta_loc_1624_pop_0,-0.001100,-0.000737,-0.107778,0.106942
beta_loc_1625_pop_0,0.000025,-0.000498,-0.112265,0.112652
beta_loc_1626_pop_0,0.001218,0.001445,-0.105200,0.111971
beta_loc_1627_pop_0,0.000536,-0.000186,-0.104215,0.108569
beta_loc_1628_pop_0,0.001883,0.001074,-0.102322,0.108030
beta_loc_1629_pop_0,0.000156,-0.000231,-0.105144,0.110011
beta_loc_1630_pop_0,0.000145,0.000496,-0.108834,0.105544
beta_loc_1631_pop_0,-0.000095,-0.000189,-0.107824,0.107548
beta_loc_1632_pop_0,-0.000484,-0.000518,-0.106739,0.103722
beta_loc_1633_pop_0,0.000552,0.000558,-0.103509,0.107422
beta_loc_1634_pop_0,0.000037,0.000083,-0.110541,0.108041
beta_loc_1635_pop_0,0.000331,0.000517,-0.111054,0.107306
beta_loc_1636_pop_0,0.000439,0.000006,-0.103153,0.109897
beta_loc_1637_pop_0,0.000167,0.000507,-0.107046,0.107832
beta_loc_1638_pop_0,0.000459,0.000006,-0.104145,0.107540
beta_loc_1639_pop_0,-0.000564,-0.000676,-0.106181,0.106759
beta_loc_1640_pop_0,0.000352,0.000591,-0.105967,0.108674
beta_loc_1641_pop_0,-0.000280,-0.000395,-0.101144,0.107317
beta_loc_1642_pop_0,-0.001665,-0.001131,-0.110520,0.100444
beta_loc_1643_pop_0,-0.000023,-0.000006,-0.108989,0.106475
beta_loc_1644_pop_0,0.001163,0.000659,-0.102559,0.107817
beta_loc_1645_pop_0,-0.000645,-0.000594,-0.108282,0.104761
beta_loc_1646_pop_0,-0.000202,-0.000377,-0.109268,0.111128
beta_loc_1647_pop_0,0.000265,0.000344,-0.107521,0.108921
beta_loc_1648_pop_0,-0.000138,0.000126,-0.109300,0.109011
beta_loc_1649_pop_0,0.000436,-0.000441,-0.105795,0.109101
beta_loc_1650_pop_0,-0.004267,-0.002690,-0.112173,0.099826
beta_loc_1651_pop_0,-0.003377,-0.002052,-0.113529,0.098443
beta_loc_1652_pop_0,0.000210,0.000223,-0.106545,0.110465
beta_loc_1653_pop_0,-0.000044,0.000056,-0.105235,0.105762
beta_loc_1654_pop_0,-0.000780,-0.000409,-0.111231,0.106492
beta_loc_1655_pop_0,-0.000279,0.000009,-0.107973,0.103107
beta_loc_1656_pop_0,0.006995,0.003678,-0.092279,0.126323
beta_loc_1657_pop_0,-0.000275,-0.000090,-0.108552,0.105150
beta_loc_1658_pop_0,-0.000558,-0.000056,-0.109395,0.105796
beta_loc_1659_pop_0,0.000961,0.000141,-0.105366,0.106744
beta_loc_1660_pop_0,-0.000185,0.000013,-0.110690,0.105928
beta_loc_1661_pop_0,0.000728,0.000171,-0.103576,0.112186
beta_loc_1662_pop_0,-0.000204,0.000038,-0.107204,0.106074
beta_loc_1663_pop_0,-0.000781,-0.000350,-0.109599,0.105281
beta_loc_1664_pop_0,0.001092,0.000342,-0.104730,0.110755
beta_loc_1665_pop_0,0.000445,-0.000072,-0.109382,0.112213
beta_loc_1666_pop_0,-0.000774,-0.000242,-0.112678,0.106784
beta_loc_1667_pop_0,-0.000312,-0.000120,-0.105579,0.105844
beta_loc_1668_pop_0,-0.000198,-0.000751,-0.107627,0.104177
beta_loc_1669_pop_0,0.001845,0.001366,-0.103652,0.109320
beta_loc_1670_pop_0,-0.000844,-0.000687,-0.110688,0.108553
beta_loc_1671_pop_0,0.001424,0.001274,-0.106125,0.107245
beta_loc_1672_pop_0,-0.001276,-0.000890,-0.110997,0.107847
beta_loc_1673_pop_0,-0.000093,-0.000507,-0.105383,0.105991
beta_loc_1674_pop_0,-0.001084,-0.000446,-0.109994,0.098900
beta_loc_1675_pop_0,0.000952,0.000495,-0.103822,0.110278
beta_loc_1676_pop_0,-0.000080,0.000140,-0.112664,0.106271
beta_loc_1677_pop_0,0.000118,0.000620,-0.111589,0.106210
beta_loc_1678_pop_0,0.000669,0.000349,-0.108170,0.110341
beta_loc_1679_pop_0,-0.000053,-0.000089,-0.108738,0.108767
beta_loc_1680_pop_0,-0.000994,-0.000229,-0.109196,0.103330
beta_loc_1681_pop_0,0.000306,0.000483,-0.106459,0.108250
beta_loc_1682_pop_0,-0.000503,-0.000404,-0.107596,0.108840
beta_loc_1683_pop_0,-0.001297,-0.001203,-0.113101,0.103372
beta_loc_1684_pop_0,0.000577,0.000098,-0.104242,0.107161
beta_loc_1685_pop_0,-0.000799,0.000032,-0.108171,0.100577
beta_loc_1686_pop_0,-0.000579,-0.000513,-0.109540,0.103832
