param,mean,median,0.950_CI_LB,0.950_CI_UB
beta_loc_1104_pop_0,0.003743,0.002580,-0.100133,0.113771
beta_loc_1105_pop_0,0.000884,0.000517,-0.107701,0.110051
beta_loc_1106_pop_0,-0.000068,0.000146,-0.109924,0.107109
beta_loc_1107_pop_0,0.000177,-0.000239,-0.109042,0.110350
beta_loc_1108_pop_0,0.000301,0.000288,-0.107898,0.111346
beta_loc_1109_pop_0,0.000233,-0.000105,-0.109139,0.107388
beta_loc_1110_pop_0,0.000094,0.000380,-0.107497,0.106789
beta_loc_1111_pop_0,0.000857,0.000385,-0.106226,0.109731
beta_loc_1112_pop_0,0.001403,0.000689,-0.105788,0.112437
beta_loc_1113_pop_0,0.000786,0.000407,-0.109569,0.111791
beta_loc_1114_pop_0,-0.000865,-0.000717,-0.108342,0.107244
beta_loc_1115_pop_0,0.000049,-0.000213,-0.109451,0.110169
beta_loc_1116_pop_0,-0.000364,-0.000079,-0.112169,0.106883
beta_loc_1117_pop_0,0.000215,0.000966,-0.108676,0.104897
beta_loc_1118_pop_0,-0.000052,-0.000312,-0.105060,0.108000
beta_loc_1119_pop_0,-0.000205,-0.000605,-0.111474,0.109419
beta_loc_1120_pop_0,-0.000410,0.000293,-0.111612,0.106330
beta_loc_1121_pop_0,0.000155,-0.000000,-0.106421,0.110455
beta_loc_1122_pop_0,0.002528,0.001999,-0.102647,0.109614
beta_loc_1123_pop_0,-0.000286,-0.000238,-0.108219,0.106193
beta_loc_1124_pop_0,0.000050,0.000479,-0.106756,0.106188
beta_loc_1125_pop_0,0.000413,0.000379,-0.106928,0.108771
beta_loc_1126_pop_0,0.000239,0.000642,-0.107435,0.108833
beta_loc_1127_pop_0,-0.000544,-0.000413,-0.111645,0.108190
beta_loc_1128_pop_0,-0.000374,0.000448,-0.108569,0.106653
beta_loc_1129_pop_0,-0.000093,-0.000089,-0.104399,0.109110
beta_loc_1130_pop_0,0.001091,0.000391,-0.104803,0.110895
beta_loc_1131_pop_0,0.000885,0.000294,-0.108297,0.109859
beta_loc_1132_pop_0,0.000599,0.000176,-0.105590,0.107723
beta_loc_1133_pop_0,0.000158,-0.000566,-0.105499,0.108278
beta_loc_1134_pop_0,-0.000874,-0.001289,-0.112241,0.110060
beta_loc_1135_pop_0,-0.000001,0.000227,-0.109991,0.108515
beta_loc_1136_pop_0,-0.000156,-0.000536,-0.104621,0.109232
beta_loc_1137_pop_0,-0.000327,-0.000410,-0.110432,0.108042
beta_loc_1138_pop_0,0.006160,0.004266,-0.099254,0.120821
beta_loc_1139_pop_0,0.001746,0.001190,-0.106351,0.110245
beta_loc_1140_pop_0,-0.002110,-0.001278,-0.117239,0.106758
beta_loc_1141_pop_0,0.000264,-0.000265,-0.107788,0.109219
beta_loc_1142_pop_0,0.000868,0.000743,-0.104322,0.110376
beta_loc_1143_pop_0,-0.000514,-0.000460,-0.105689,0.107302
beta_loc_1144_pop_0,-0.000020,-0.000434,-0.109726,0.108176
beta_loc_1145_pop_0,0.000462,-0.000004,-0.103826,0.107806
beta_loc_1146_pop_0,-0.008044,-0.005507,-0.123689,0.092262
beta_loc_1147_pop_0,-0.001568,-0.000781,-0.108637,0.099036
beta_loc_1148_pop_0,-0.000065,0.000190,-0.112284,0.105136
beta_loc_1149_pop_0,-0.000899,-0.000663,-0.110723,0.107081
beta_loc_1150_pop_0,-0.000481,-0.000493,-0.107072,0.106985
beta_loc_1151_pop_0,0.000360,0.000391,-0.107773,0.109016
beta_loc_1152_pop_0,-0.000274,-0.000313,-0.108633,0.105547
beta_loc_1153_pop_0,-0.004017,-0.002721,-0.117099,0.097844
beta_loc_1154_pop_0,-0.000132,0.000201,-0.107353,0.107114
beta_loc_1155_pop_0,0.000934,0.000678,-0.104496,0.112322
beta_loc_1156_pop_0,-0.000011,-0.000122,-0.108521,0.108739
beta_loc_1157_pop_0,-0.000637,-0.000595,-0.111481,0.105757
beta_loc_1158_pop_0,0.000411,0.000689,-0.109408,0.105925
beta_loc_1159_pop_0,0.000081,0.000045,-0.109814,0.107711
beta_loc_1160_pop_0,-0.000409,-0.000578,-0.106738,0.108289
beta_loc_1161_pop_0,0.000689,0.000761,-0.106911,0.109210
beta_loc_1162_pop_0,-0.001135,-0.000857,-0.109921,0.104575
beta_loc_1163_pop_0,-0.004553,-0.002790,-0.113339,0.099381
beta_loc_1164_pop_0,0.000316,0.000630,-0.107748,0.106484
beta_loc_1165_pop_0,-0.001040,-0.000548,-0.107031,0.107417
beta_loc_1166_pop_0,0.000318,0.000312,-0.106960,0.110151
beta_loc_1167_pop_0,-0.000161,-0.000005,-0.109385,0.109085
beta_loc_1168_pop_0,0.001411,0.001035,-0.105425,0.112215
beta_loc_1169_pop_0,0.004588,0.003215,-0.100339,0.116539
beta_loc_1170_pop_0,0.002386,0.001948,-0.102816,0.113972
beta_loc_1171_pop_0,-0.000007,-0.000084,-0.106029,0.110249
beta_loc_1172_pop_0,-0.000219,-0.000229,-0.105558,0.108346
beta_loc_1173_pop_0,-0.000452,0.000414,-0.110879,0.107185
beta_loc_1174_pop_0,0.000281,0.000054,-0.109258,0.106910
beta_loc_1175_pop_0,-0.000255,0.000142,-0.110808,0.105772
beta_loc_1176_pop_0,0.000173,0.000130,-0.109088,0.105305
beta_loc_1177_pop_0,0.000387,0.000400,-0.105639,0.110400
beta_loc_1178_pop_0,-0.001094,-0.001151,-0.111110,0.108357
beta_loc_1179_pop_0,-0.002179,-0.001758,-0.108788,0.102480
beta_loc_1180_pop_0,-0.001482,-0.000844,-0.112165,0.103387
beta_loc_1181_pop_0,-0.000337,0.000100,-0.110776,0.105933
beta_loc_1182_pop_0,-0.000301,-0.000075,-0.105903,0.105585
beta_loc_1183_pop_0,0.000483,0.000254,-0.108535,0.107970
beta_loc_1184_pop_0,-0.000525,-0.000662,-0.110095,0.111984
beta_loc_1185_pop_0,0.006004,0.003311,-0.095019,0.123636
beta_loc_1186_pop_0,-0.000672,-0.000692,-0.109134,0.104139
beta_loc_1187_pop_0,-0.000249,-0.000028,-0.108433,0.107945
beta_loc_1188_pop_0,-0.000548,-0.000998,-0.105817,0.106135
beta_loc_1189_pop_0,-0.000882,0.000070,-0.113108,0.108946
beta_loc_1190_pop_0,-0.000039,-0.000042,-0.106258,0.107069
beta_loc_1191_pop_0,0.000315,0.000241,-0.106139,0.106348
beta_loc_1192_pop_0,-0.000084,0.000221,-0.109350,0.112074
beta_loc_1193_pop_0,-0.000063,0.000206,-0.110606,0.106906
beta_loc_1194_pop_0,-0.000425,-0.000420,-0.109092,0.107599
beta_loc_1195_pop_0,0.000576,0.000253,-0.105750,0.108980
beta_loc_1196_pop_0,0.000840,0.000854,-0.105863,0.112268
beta_loc_1197_pop_0,-0.001110,-0.000792,-0.109649,0.107406
beta_loc_1198_pop_0,0.000797,0.000646,-0.108673,0.105225
beta_loc_1199_pop_0,-0.000899,-0.000471,-0.110006,0.107729
beta_loc_1200_pop_0,0.000609,0.000844,-0.106688,0.107510
beta_loc_1201_pop_0,0.000449,0.000575,-0.105246,0.107468
beta_loc_1202_pop_0,0.000239,-0.000072,-0.108746,0.107248
beta_loc_1203_pop_0,-0.000859,-0.000635,-0.108690,0.108211
beta_loc_1204_pop_0,0.000944,0.000401,-0.104739,0.108423
beta_loc_1205_pop_0,0.000089,-0.000235,-0.111541,0.109829
beta_loc_1206_pop_0,-0.000640,-0.000032,-0.107175,0.104004
beta_loc_1207_pop_0,-0.000169,-0.000395,-0.109505,0.107103
beta_loc_1208_pop_0,-0.000153,-0.000514,-0.108798,0.108317
beta_loc_1209_pop_0,0.000677,0.001561,-0.109372,0.108436
beta_loc_1210_pop_0,-0.000792,-0.000080,-0.109383,0.104791
beta_loc_1211_pop_0,-0.006713,-0.004704,-0.122326,0.093445
beta_loc_1212_pop_0,0.000078,0.000159,-0.111018,0.109305
beta_loc_1213_pop_0,0.000555,0.000771,-0.107897,0.107698
beta_loc_1214_pop_0,-0.012011,-0.008106,-0.131004,0.084354
beta_loc_1215_pop_0,-0.000879,-0.001101,-0.106167,0.106243
beta_loc_1216_pop_0,-0.000510,-0.000658,-0.109619,0.109206
beta_loc_1217_pop_0,0.000194,-0.000252,-0.111348,0.111104
beta_loc_1218_pop_0,0.000375,-0.000129,-0.107057,0.109196
beta_loc_1219_pop_0,-0.000091,-0.000695,-0.107388,0.109897
beta_loc_1220_pop_0,-0.001959,-0.001295,-0.113300,0.102727
beta_loc_1221_pop_0,0.000360,0.000748,-0.106495,0.109077
beta_loc_1222_pop_0,-0.000633,-0.000050,-0.112655,0.105025
beta_loc_1223_pop_0,-0.000630,0.000271,-0.111306,0.105623
beta_loc_1224_pop_0,-0.000373,-0.000286,-0.108308,0.106574
beta_loc_1225_pop_0,-0.000289,-0.000230,-0.106034,0.106899
beta_loc_1226_pop_0,0.000674,0.000863,-0.104048,0.110278
beta_loc_1227_pop_0,-0.002310,-0.001792,-0.111086,0.103987
beta_loc_1228_pop_0,-0.001485,-0.001523,-0.107631,0.103889
beta_loc_1229_pop_0,-0.002832,-0.001928,-0.116763,0.103322
beta_loc_1230_pop_0,-0.000022,0.000202,-0.108615,0.106866
beta_loc_1231_pop_0,-0.000674,0.000238,-0.112639,0.106692
beta_loc_1232_pop_0,0.000218,-0.000493,-0.104659,0.108003
beta_loc_1233_pop_0,-0.000158,-0.000001,-0.109365,0.108143
beta_loc_1234_pop_0,-0.000398,0.000123,-0.110274,0.106454
beta_loc_1235_pop_0,-0.001837,-0.001678,-0.115747,0.108740
beta_loc_1236_pop_0,0.001432,0.000731,-0.105230,0.111844
beta_loc_1237_pop_0,-0.000367,-0.000310,-0.110807,0.107206
beta_loc_1238_pop_0,-0.000470,-0.000284,-0.110379,0.107168
beta_loc_1239_pop_0,-0.000464,-0.000324,-0.109706,0.109637
beta_loc_1240_pop_0,-0.000481,-0.000391,-0.110115,0.109513
beta_loc_1241_pop_0,0.000508,0.000568,-0.109170,0.110478
beta_loc_1242_pop_0,-0.000672,-0.000679,-0.110464,0.105658
beta_loc_1243_pop_0,-0.002099,-0.001257,-0.113145,0.103143
beta_loc_1244_pop_0,0.000518,0.000394,-0.107815,0.109275
beta_loc_1245_pop_0,0.000144,0.000211,-0.107615,0.107816
beta_loc_1246_pop_0,0.000289,-0.000264,-0.104202,0.107222
beta_loc_1247_pop_0,0.000260,0.000333,-0.107903,0.109905
beta_loc_1248_pop_0,0.000193,0.000169,-0.107045,0.105797
beta_loc_1249_pop_0,-0.000062,-0.000364,-0.106121,0.112048
beta_loc_1250_pop_0,-0.002264,-0.000930,-0.113897,0.102518
beta_loc_1251_pop_0,-0.000735,-0.000383,-0.111677,0.107622
beta_loc_1252_pop_0,0.000235,0.000531,-0.107324,0.106546
beta_loc_1253_pop_0,0.001122,0.000499,-0.104999,0.112136
beta_loc_1254_pop_0,0.000207,0.000365,-0.107325,0.109613
beta_loc_1255_pop_0,-0.000554,-0.000417,-0.109311,0.106894
beta_loc_1256_pop_0,-0.002616,-0.001330,-0.113812,0.101836
beta_loc_1257_pop_0,-0.003950,-0.002998,-0.114764,0.099617
beta_loc_1258_pop_0,-0.000097,-0.000236,-0.111077,0.109664
beta_loc_1259_pop_0,-0.000562,0.000272,-0.112342,0.106308
beta_loc_1260_pop_0,0.000463,0.000408,-0.105898,0.109938
beta_loc_1261_pop_0,-0.000203,-0.000259,-0.108666,0.108718
beta_loc_1262_pop_0,0.002857,0.001796,-0.102195,0.114302
beta_loc_1263_pop_0,-0.001026,-0.000876,-0.109164,0.104920
beta_loc_1264_pop_0,0.000279,0.000384,-0.109684,0.112652
beta_loc_1265_pop_0,-0.000347,-0.000642,-0.106095,0.106350
beta_loc_1266_pop_0,-0.002283,-0.001627,-0.110775,0.102749
beta_loc_1267_pop_0,-0.000225,0.000312,-0.106960,0.106660
beta_loc_1268_pop_0,-0.000861,-0.000371,-0.109628,0.106004
beta_loc_1269_pop_0,-0.002063,-0.001484,-0.115861,0.103292
beta_loc_1270_pop_0,0.000807,0.000621,-0.108572,0.113272
beta_loc_1271_pop_0,-0.001384,-0.001198,-0.108314,0.103216
beta_loc_1272_pop_0,0.000617,0.001039,-0.111528,0.109287
beta_loc_1273_pop_0,-0.000115,0.000359,-0.104706,0.105947
beta_loc_1274_pop_0,-0.005214,-0.002546,-0.118418,0.093649
beta_loc_1275_pop_0,-0.000059,0.000508,-0.110175,0.109224
beta_loc_1276_pop_0,0.000507,0.000677,-0.104240,0.105798
beta_loc_1277_pop_0,-0.000561,0.000061,-0.110554,0.105311
beta_loc_1278_pop_0,-0.000022,-0.000327,-0.109259,0.110683
beta_loc_1279_pop_0,-0.000350,-0.000290,-0.110044,0.107826
beta_loc_1280_pop_0,0.001322,0.000978,-0.105019,0.109512
beta_loc_1281_pop_0,-0.000143,-0.000267,-0.106574,0.109640
beta_loc_1282_pop_0,0.000406,0.000348,-0.107406,0.108608
beta_loc_1283_pop_0,-0.001449,-0.000374,-0.112669,0.106534
beta_loc_1284_pop_0,0.000484,-0.000355,-0.107331,0.110966
beta_loc_1285_pop_0,-0.003483,-0.002246,-0.109845,0.098428
beta_loc_1286_pop_0,0.000955,0.000520,-0.105150,0.107332
beta_loc_1287_pop_0,-0.000866,0.000049,-0.108910,0.105409
beta_loc_1288_pop_0,0.000396,0.000326,-0.105495,0.103923
beta_loc_1289_pop_0,-0.001869,-0.002359,-0.111764,0.104895
beta_loc_1290_pop_0,-0.000049,-0.000324,-0.106989,0.105312
beta_loc_1291_pop_0,-0.001251,-0.000551,-0.105870,0.099169
beta_loc_1292_pop_0,-0.000818,-0.000837,-0.109275,0.106601
beta_loc_1293_pop_0,-0.000762,-0.000688,-0.113436,0.106714
beta_loc_1294_pop_0,-0.001594,-0.001505,-0.110511,0.103779
beta_loc_1295_pop_0,0.000696,0.000013,-0.106642,0.112005
beta_loc_1296_pop_0,0.004338,0.003107,-0.101045,0.117721
beta_loc_1297_pop_0,-0.000402,-0.000588,-0.107854,0.107361
beta_loc_1298_pop_0,0.001513,0.000946,-0.103804,0.110885
beta_loc_1299_pop_0,-0.001320,-0.000702,-0.113234,0.103601
beta_loc_1300_pop_0,0.000098,-0.000372,-0.106484,0.108355
beta_loc_1301_pop_0,0.001039,0.000786,-0.106804,0.113099
beta_loc_1302_pop_0,0.000084,-0.000119,-0.108510,0.110014
beta_loc_1303_pop_0,0.000446,0.000474,-0.106250,0.107784
beta_loc_1304_pop_0,0.001696,0.001077,-0.105095,0.112327
beta_loc_1305_pop_0,0.000547,-0.000173,-0.105835,0.109520
beta_loc_1306_pop_0,0.001296,0.000448,-0.104108,0.110788
beta_loc_1307_pop_0,0.000209,0.000004,-0.105312,0.106725
beta_loc_1308_pop_0,0.004400,0.002613,-0.101577,0.119914
beta_loc_1309_pop_0,-0.000949,-0.000170,-0.111254,0.106577
beta_loc_1310_pop_0,0.000820,0.001228,-0.109763,0.105978
beta_loc_1311_pop_0,0.000823,0.000983,-0.109246,0.108070
beta_loc_1312_pop_0,-0.000507,-0.000472,-0.106997,0.105161
beta_loc_1313_pop_0,-0.000770,-0.000842,-0.104707,0.108274
beta_loc_1314_pop_0,-0.000892,-0.000490,-0.115270,0.105584
beta_loc_1315_pop_0,0.001788,0.001758,-0.103533,0.111260
beta_loc_1316_pop_0,-0.000740,-0.000619,-0.113633,0.108083
beta_loc_1317_pop_0,-0.000730,-0.000116,-0.110668,0.105359
beta_loc_1318_pop_0,0.000063,0.000402,-0.111058,0.105394
beta_loc_1319_pop_0,0.000114,-0.000291,-0.112334,0.112535
beta_loc_1320_pop_0,0.000679,0.000056,-0.108452,0.111551
beta_loc_1321_pop_0,-0.000300,-0.000037,-0.110407,0.107570
beta_loc_1322_pop_0,-0.000099,-0.000180,-0.109546,0.107353
beta_loc_1323_pop_0,-0.000504,-0.000407,-0.110569,0.106701
beta_loc_1324_pop_0,0.000756,0.000495,-0.104286,0.108626
beta_loc_1325_pop_0,-0.000506,-0.000603,-0.108263,0.108043
beta_loc_1326_pop_0,0.000177,0.000141,-0.109377,0.110836
beta_loc_1327_pop_0,-0.003100,-0.002586,-0.115658,0.100376
beta_loc_1328_pop_0,-0.000134,-0.000258,-0.106691,0.106008
beta_loc_1329_pop_0,-0.000279,-0.000353,-0.108729,0.108760
beta_loc_1330_pop_0,0.000034,-0.000029,-0.105967,0.109518
beta_loc_1331_pop_0,0.000095,-0.000269,-0.106891,0.109822
beta_loc_1332_pop_0,0.001043,0.000555,-0.109675,0.107437
beta_loc_1333_pop_0,0.000715,0.000864,-0.107245,0.108227
beta_loc_1334_pop_0,-0.000716,-0.000456,-0.109330,0.103534
beta_loc_1335_pop_0,-0.001276,-0.000720,-0.109957,0.106123
beta_loc_1336_pop_0,-0.000349,-0.000711,-0.109401,0.104513
beta_loc_1337_pop_0,0.000325,0.000063,-0.107816,0.110285
beta_loc_1338_pop_0,0.000405,0.000954,-0.106377,0.110633
beta_loc_1339_pop_0,-0.000194,-0.000324,-0.109985,0.108525
beta_loc_1340_pop_0,0.000013,0.000072,-0.108539,0.109639
beta_loc_1341_pop_0,-0.000558,-0.000574,-0.107923,0.106367
beta_loc_1342_pop_0,0.001198,0.000809,-0.106946,0.112152
beta_loc_1343_pop_0,-0.000261,-0.000675,-0.111150,0.109475
beta_loc_1344_pop_0,-0.000421,-0.000384,-0.107188,0.109851
beta_loc_1345_pop_0,0.000688,0.000513,-0.108143,0.109064
beta_loc_1346_pop_0,-0.000414,-0.000367,-0.107951,0.107725
beta_loc_1347_pop_0,0.000947,0.000325,-0.106994,0.109416
beta_loc_1348_pop_0,0.000435,0.000030,-0.104582,0.110984
beta_loc_1349_pop_0,0.000177,-0.000290,-0.106326,0.108463
beta_loc_1350_pop_0,-0.000935,-0.000225,-0.113605,0.105140
beta_loc_1351_pop_0,0.000365,0.000067,-0.106726,0.110036
beta_loc_1352_pop_0,-0.000043,-0.000116,-0.106585,0.107879
beta_loc_1353_pop_0,-0.000932,-0.001073,-0.105066,0.104377
beta_loc_1354_pop_0,-0.000247,0.000318,-0.111002,0.108136
beta_loc_1355_pop_0,0.000404,0.000678,-0.107715,0.109427
beta_loc_1356_pop_0,0.000150,0.000301,-0.108771,0.106240
beta_loc_1357_pop_0,0.000878,0.000691,-0.104833,0.103827
beta_loc_1358_pop_0,0.000855,0.000307,-0.110630,0.111576
beta_loc_1359_pop_0,-0.000535,-0.000418,-0.109014,0.106987
beta_loc_1360_pop_0,-0.000553,-0.000453,-0.107594,0.106710
beta_loc_1361_pop_0,-0.000217,-0.000158,-0.111568,0.109361
beta_loc_1362_pop_0,0.000352,0.000094,-0.105445,0.108675
beta_loc_1363_pop_0,-0.001007,-0.000408,-0.109766,0.105144
beta_loc_1364_pop_0,-0.000025,-0.000266,-0.106656,0.106932
beta_loc_1365_pop_0,0.000197,0.000384,-0.109343,0.105958
beta_loc_1366_pop_0,-0.000078,-0.000284,-0.107055,0.107441
beta_loc_1367_pop_0,0.000341,0.000154,-0.107180,0.108496
beta_loc_1368_pop_0,-0.000981,-0.000613,-0.111716,0.105737
beta_loc_1369_pop_0,0.000051,0.000373,-0.108859,0.108258
beta_loc_1370_pop_0,-0.000000,-0.000528,-0.105793,0.110358
beta_loc_1371_pop_0,-0.000384,-0.000063,-0.111882,0.107167
beta_loc_1372_pop_0,-0.001644,-0.001065,-0.112783,0.106155
beta_loc_1373_pop_0,-0.000124,-0.000484,-0.105764,0.107017
beta_loc_1374_pop_0,-0.000937,-0.000657,-0.105896,0.105036
beta_loc_1375_pop_0,-0.000643,-0.000701,-0.110796,0.107460
beta_loc_1376_pop_0,0.000702,-0.000143,-0.102791,0.107973
beta_loc_1377_pop_0,0.000515,-0.000126,-0.106331,0.110963
beta_loc_1378_pop_0,-0.000231,-0.000152,-0.109053,0.108766
beta_loc_1379_pop_0,0.000064,-0.000401,-0.106206,0.106895
beta_loc_1380_pop_0,-0.000783,-0.000297,-0.110479,0.104476
beta_loc_1381_pop_0,0.000749,0.000091,-0.107651,0.109872
beta_loc_1382_pop_0,-0.001273,-0.000976,-0.109652,0.106545
beta_loc_1383_pop_0,-0.000384,0.000041,-0.109620,0.105757
beta_loc_1384_pop_0,-0.000362,-0.000414,-0.106067,0.103199
beta_loc_1385_pop_0,0.000547,0.000180,-0.103102,0.108708
beta_loc_1386_pop_0,0.002094,0.001131,-0.101646,0.112773
beta_loc_1387_pop_0,-0.000119,-0.000945,-0.106999,0.107765
beta_loc_1388_pop_0,0.000817,0.000325,-0.106587,0.108485
beta_loc_1389_pop_0,-0.000326,-0.000576,-0.110081,0.104818
beta_loc_1390_pop_0,-0.000611,-0.000713,-0.111195,0.108844
beta_loc_1391_pop_0,0.000211,-0.000255,-0.106679,0.109829
beta_loc_1392_pop_0,-0.000382,-0.000240,-0.106328,0.105323
beta_loc_1393_pop_0,-0.001043,-0.000450,-0.110728,0.104840
beta_loc_1394_pop_0,-0.000620,-0.000305,-0.108429,0.103839
beta_loc_1395_pop_0,0.000685,0.000954,-0.109654,0.108348
beta_loc_1396_pop_0,-0.000268,-0.000115,-0.103522,0.109046
beta_loc_1397_pop_0,0.001411,0.001006,-0.107544,0.112033
beta_loc_1398_pop_0,-0.000758,-0.000785,-0.110068,0.108796
beta_loc_1399_pop_0,-0.000027,-0.000546,-0.108356,0.109979
beta_loc_1400_pop_0,0.000189,0.000525,-0.110994,0.111987
beta_loc_1401_pop_0,-0.000165,0.000012,-0.110229,0.107321
beta_loc_1402_pop_0,-0.000078,-0.000061,-0.104922,0.106508
beta_loc_1403_pop_0,0.000015,-0.000030,-0.107031,0.105571
beta_loc_1404_pop_0,-0.000582,-0.000701,-0.107683,0.110315
beta_loc_1405_pop_0,0.000292,0.000429,-0.105531,0.108621
beta_loc_1406_pop_0,-0.000313,-0.000664,-0.110302,0.111549
beta_loc_1407_pop_0,-0.000734,-0.000642,-0.110374,0.108103
beta_loc_1408_pop_0,0.000131,-0.000037,-0.106713,0.105217
beta_loc_1409_pop_0,-0.001338,-0.000722,-0.111169,0.103398
beta_loc_1410_pop_0,-0.000737,-0.000923,-0.108332,0.108123
beta_loc_1411_pop_0,-0.000348,-0.000361,-0.110337,0.101053
beta_loc_1412_pop_0,0.000463,-0.000330,-0.107959,0.108369
beta_loc_1413_pop_0,-0.001562,-0.000978,-0.111998,0.107112
beta_loc_1414_pop_0,-0.001178,-0.000849,-0.108899,0.105784
beta_loc_1415_pop_0,-0.004210,-0.003152,-0.115572,0.099363
beta_loc_1416_pop_0,-0.000128,0.000112,-0.107144,0.107868
beta_loc_1417_pop_0,-0.000422,-0.001047,-0.108868,0.109894
beta_loc_1418_pop_0,0.000198,0.000192,-0.103310,0.107882
beta_loc_1419_pop_0,0.000159,0.000405,-0.108626,0.110158
beta_loc_1420_pop_0,-0.000164,0.000023,-0.108894,0.107087
beta_loc_1421_pop_0,0.000035,-0.000504,-0.109591,0.111638
beta_loc_1422_pop_0,0.000013,0.000026,-0.110992,0.105609
beta_loc_1423_pop_0,-0.001386,-0.001611,-0.111470,0.105779
beta_loc_1424_pop_0,-0.000131,0.000085,-0.110251,0.105282
beta_loc_1425_pop_0,-0.000129,-0.000211,-0.108429,0.106786
beta_loc_1426_pop_0,0.000813,0.000630,-0.106181,0.109805
beta_loc_1427_pop_0,-0.000251,-0.000469,-0.109410,0.111485
beta_loc_1428_pop_0,-0.005727,-0.003711,-0.119949,0.096106
beta_loc_1429_pop_0,0.000252,0.000412,-0.110232,0.108408
beta_loc_1430_pop_0,-0.000053,-0.000081,-0.106126,0.107122
beta_loc_1431_pop_0,-0.002590,-0.002061,-0.113225,0.101071
beta_loc_1432_pop_0,-0.000357,-0.000282,-0.109367,0.105279
beta_loc_1433_pop_0,-0.001733,-0.001139,-0.109395,0.104553
beta_loc_1434_pop_0,0.000809,0.000513,-0.105783,0.110102
beta_loc_1435_pop_0,-0.000382,-0.000144,-0.107376,0.111525
beta_loc_1436_pop_0,-0.000619,-0.000758,-0.112308,0.105836
beta_loc_1437_pop_0,0.000103,0.000010,-0.104907,0.107723
beta_loc_1438_pop_0,0.001079,0.000639,-0.104062,0.109165
beta_loc_1439_pop_0,0.000452,0.000489,-0.107183,0.105974
beta_loc_1440_pop_0,0.000801,0.000795,-0.106975,0.111529
beta_loc_1441_pop_0,-0.000098,-0.000431,-0.108038,0.110922
beta_loc_1442_pop_0,0.000036,0.000438,-0.108119,0.108399
beta_loc_1443_pop_0,0.000841,0.000211,-0.106080,0.109588
beta_loc_1444_pop_0,0.001900,0.001387,-0.103913,0.110271
beta_loc_1445_pop_0,-0.000628,-0.000168,-0.108965,0.104737
beta_loc_1446_pop_0,-0.002232,-0.001854,-0.113392,0.105000
beta_loc_1447_pop_0,-0.000838,-0.000548,-0.108682,0.106523
beta_loc_1448_pop_0,-0.001052,-0.001131,-0.107820,0.107548
beta_loc_1449_pop_0,0.000905,0.000658,-0.104332,0.112766
beta_loc_1450_pop_0,0.000342,0.000874,-0.105747,0.104484
beta_loc_1451_pop_0,0.000313,0.000155,-0.105018,0.108336
beta_loc_1452_pop_0,0.000122,0.000461,-0.109798,0.107237
beta_loc_1453_pop_0,0.000214,0.000047,-0.105619,0.109021
beta_loc_1454_pop_0,-0.000028,-0.000001,-0.110175,0.109412
beta_loc_1455_pop_0,-0.006581,-0.004639,-0.119232,0.096011
beta_loc_1456_pop_0,-0.000354,-0.000378,-0.107281,0.112362
beta_loc_1457_pop_0,-0.000788,-0.000802,-0.110206,0.103198
beta_loc_1458_pop_0,-0.000325,0.000682,-0.109100,0.103245
beta_loc_1459_pop_0,-0.000290,-0.000509,-0.107136,0.106766
beta_loc_1460_pop_0,0.004424,0.002678,-0.105808,0.118234
beta_loc_1461_pop_0,0.000144,0.000058,-0.108037,0.108534
beta_loc_1462_pop_0,0.000257,-0.000337,-0.109674,0.110748
beta_loc_1463_pop_0,0.000314,0.000764,-0.105686,0.106112
beta_loc_1464_pop_0,-0.000397,-0.000432,-0.107911,0.104926
beta_loc_1465_pop_0,-0.000584,-0.000762,-0.107509,0.107532
beta_loc_1466_pop_0,-0.000788,-0.000650,-0.111281,0.108242
beta_loc_1467_pop_0,0.001143,0.000793,-0.102610,0.109397
beta_loc_1468_pop_0,-0.000113,-0.000344,-0.107809,0.109056
beta_loc_1469_pop_0,0.000242,0.000246,-0.108808,0.107183
beta_loc_1470_pop_0,0.001359,0.000991,-0.105305,0.109441
beta_loc_1471_pop_0,0.000624,0.000384,-0.107307,0.114266
beta_loc_1472_pop_0,-0.000111,-0.000004,-0.110267,0.104351
beta_loc_1473_pop_0,-0.000429,-0.000196,-0.111746,0.106438
beta_loc_1474_pop_0,0.001788,0.001586,-0.103343,0.113094
beta_loc_1475_pop_0,-0.000181,-0.000406,-0.105627,0.107228
beta_loc_1476_pop_0,0.000398,0.000327,-0.106365,0.108392
beta_loc_1477_pop_0,0.000307,-0.000057,-0.109424,0.110771
beta_loc_1478_pop_0,-0.000559,-0.000554,-0.109607,0.107339
beta_loc_1479_pop_0,0.000507,0.000109,-0.105480,0.106402
beta_loc_1480_pop_0,-0.000290,-0.000056,-0.110066,0.105491
beta_loc_1481_pop_0,0.000109,0.000298,-0.105443,0.106097
beta_loc_1482_pop_0,-0.000715,0.000025,-0.113479,0.108215
beta_loc_1483_pop_0,-0.000252,-0.000214,-0.106783,0.107377
beta_loc_1484_pop_0,0.000666,0.000297,-0.108557,0.114178
beta_loc_1485_pop_0,0.000227,-0.000000,-0.106455,0.107807
beta_loc_1486_pop_0,-0.000528,-0.000181,-0.110670,0.107138
beta_loc_1487_pop_0,-0.000265,-0.000287,-0.106481,0.105991
beta_loc_1488_pop_0,0.000091,0.000288,-0.108491,0.111789
beta_loc_1489_pop_0,0.000212,-0.000289,-0.102987,0.106298
